# metadata = MapMyCellsInput_10xWholeMouseBrain(CCN20230722)_HierarchicalMapping_UTC_1777211802468.json
# taxonomy hierarchy = ["CCN20230722_CLAS", "CCN20230722_SUBC", "CCN20230722_SUPT", "CCN20230722_CLUS"]
# readable taxonomy hierarchy = ["class", "subclass", "supertype", "cluster"]
# algorithm: 'hierarchical'; codebase: http://github.com/AllenInstitute/cell_type_mapper; version: 1.6.0
cell_id,class_label,class_name,class_bootstrapping_probability,subclass_label,subclass_name,subclass_bootstrapping_probability,supertype_label,supertype_name,supertype_bootstrapping_probability,cluster_label,cluster_name,cluster_alias,cluster_bootstrapping_probability
MC_SC_17_s03L_292,CS20230722_CLAS_24,24 MY Glut,0.5600,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2800,CS20230722_SUPT_0959,0959 NTS Phox2b Glut_1,0.4300,CS20230722_CLUS_4229,4229 NTS Phox2b Glut_1,3900,0.3400
MC_SC_17_s03L_293,CS20230722_CLAS_24,24 MY Glut,0.3700,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3000,CS20230722_SUPT_0961,0961 NTS Phox2b Glut_3,0.4200,CS20230722_CLUS_4254,4254 NTS Phox2b Glut_3,3956,0.3300
MC_SC_17_s03L_294,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.2300,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.8700,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.8000
MC_SC_17_s03L_295,CS20230722_CLAS_01,01 IT-ET Glut,0.6900,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2500,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.3900,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.3500
MC_SC_17_s03L_296,CS20230722_CLAS_01,01 IT-ET Glut,0.5200,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2700,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.9200,CS20230722_CLUS_0210,0210 MEA Slc17a7 Glut_2,161,0.2200
MC_SC_17_s03L_297,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_017,017 CA3 Glut,0.3300,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.4100,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.3500
MC_SC_17_s03L_298,CS20230722_CLAS_24,24 MY Glut,0.3900,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.4200,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.9000,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.3500
MC_SC_17_s03L_299,CS20230722_CLAS_01,01 IT-ET Glut,0.3800,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2200,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.3600,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.2900
MC_SC_17_s03L_300,CS20230722_CLAS_24,24 MY Glut,0.4500,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.1900,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.8500,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.4600
MC_SC_17_s03L_301,CS20230722_CLAS_01,01 IT-ET Glut,0.5900,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.1500,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.9000,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.6800
MC_SC_17_s03L_302,CS20230722_CLAS_01,01 IT-ET Glut,0.8900,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.1800,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.5200,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.4200
MC_SC_17_s03L_303,CS20230722_CLAS_24,24 MY Glut,0.5200,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3400,CS20230722_SUPT_0968,0968 NTS Phox2b Glut_10,0.3400,CS20230722_CLUS_4304,4304 NTS Phox2b Glut_10,3909,0.2500
MC_SC_17_s03L_304,CS20230722_CLAS_24,24 MY Glut,0.4700,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3700,CS20230722_SUPT_0961,0961 NTS Phox2b Glut_3,0.3300,CS20230722_CLUS_4251,4251 NTS Phox2b Glut_3,3950,0.1300
MC_SC_17_s03L_305,CS20230722_CLAS_24,24 MY Glut,0.4400,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.6800,CS20230722_SUPT_0961,0961 NTS Phox2b Glut_3,0.8100,CS20230722_CLUS_4250,4250 NTS Phox2b Glut_3,3949,0.3600
MC_SC_17_s03L_306,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.4000,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.4900,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.3400
MC_SC_17_s03L_307,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.2400,CS20230722_SUPT_0015,0015 L6 IT CTX Glut_3,0.7100,CS20230722_CLUS_0045,0045 L6 IT CTX Glut_3,107,0.5300
MC_SC_17_s03L_308,CS20230722_CLAS_24,24 MY Glut,0.4600,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.6100,CS20230722_SUPT_0961,0961 NTS Phox2b Glut_3,0.5300,CS20230722_CLUS_4254,4254 NTS Phox2b Glut_3,3956,0.4600
MC_SC_17_s03L_309,CS20230722_CLAS_24,24 MY Glut,0.3900,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.5000,CS20230722_SUPT_0961,0961 NTS Phox2b Glut_3,0.2600,CS20230722_CLUS_4254,4254 NTS Phox2b Glut_3,3956,0.1700
MC_SC_17_s03L_310,CS20230722_CLAS_24,24 MY Glut,0.4500,CS20230722_SUBC_247,247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,0.2300,CS20230722_SUPT_0992,0992 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0.7100,CS20230722_CLUS_4479,4479 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,4315,0.3400
MC_SC_17_s03L_311,CS20230722_CLAS_01,01 IT-ET Glut,0.5900,CS20230722_SUBC_017,017 CA3 Glut,0.4700,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.6400,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.5400
MC_SC_17_s03L_312,CS20230722_CLAS_01,01 IT-ET Glut,0.4500,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2700,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.6900,CS20230722_CLUS_0201,0201 MEA Slc17a7 Glut_2,480,0.3000
MC_SC_17_s03L_313,CS20230722_CLAS_01,01 IT-ET Glut,0.4400,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.1600,CS20230722_SUPT_0028,0028 L4/5 IT CTX Glut_6,0.4500,CS20230722_CLUS_0102,0102 L4/5 IT CTX Glut_6,200,0.3500
MC_SC_17_s03L_314,CS20230722_CLAS_01,01 IT-ET Glut,0.7200,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2800,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.3700,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.2000
MC_SC_17_s03L_315,CS20230722_CLAS_24,24 MY Glut,0.4500,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3100,CS20230722_SUPT_0966,0966 NTS Phox2b Glut_8,0.2900,CS20230722_CLUS_4291,4291 NTS Phox2b Glut_8,4263,0.2200
MC_SC_17_s03L_316,CS20230722_CLAS_24,24 MY Glut,0.3500,CS20230722_SUBC_251,251 NTS Dbh Glut,0.3300,CS20230722_SUPT_1005,1005 NTS Dbh Glut_2,0.6500,CS20230722_CLUS_4541,4541 NTS Dbh Glut_2,3958,0.2500
MC_SC_17_s03L_317,CS20230722_CLAS_01,01 IT-ET Glut,0.6900,CS20230722_SUBC_005,005 L5 IT CTX Glut,0.3500,CS20230722_SUPT_0021,0021 L5 IT CTX Glut_4,0.8000,CS20230722_CLUS_0064,0064 L5 IT CTX Glut_4,169,0.5400
MC_SC_17_s03L_318,CS20230722_CLAS_24,24 MY Glut,0.4200,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2700,CS20230722_SUPT_0959,0959 NTS Phox2b Glut_1,0.4200,CS20230722_CLUS_4229,4229 NTS Phox2b Glut_1,3900,0.3200
MC_SC_17_s03L_319,CS20230722_CLAS_01,01 IT-ET Glut,0.5000,CS20230722_SUBC_005,005 L5 IT CTX Glut,0.3100,CS20230722_SUPT_0020,0020 L5 IT CTX Glut_3,0.5700,CS20230722_CLUS_0062,0062 L5 IT CTX Glut_3,193,0.5200
MC_SC_17_s03L_320,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2100,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.3800,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.2600
MC_SC_17_s03L_321,CS20230722_CLAS_01,01 IT-ET Glut,0.4000,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2700,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.4500,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.3200
MC_SC_17_s03L_322,CS20230722_CLAS_01,01 IT-ET Glut,0.4400,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.1300,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.3100,CS20230722_CLUS_0071,0071 L4/5 IT CTX Glut_1,176,0.1200
MC_SC_17_s03L_323,CS20230722_CLAS_01,01 IT-ET Glut,0.1800,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2700,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.7200,CS20230722_CLUS_0208,0208 MEA Slc17a7 Glut_2,259,0.2700
MC_SC_17_s03L_324,CS20230722_CLAS_24,24 MY Glut,0.5000,CS20230722_SUBC_247,247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,0.3600,CS20230722_SUPT_0995,0995 MV-SPIV Phox2b Ebf3 Lbx1 Glut_4,0.8300,CS20230722_CLUS_4488,4488 MV-SPIV Phox2b Ebf3 Lbx1 Glut_4,4318,0.8300
MC_SC_17_s03L_325,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_009,009 L2/3 IT PIR-ENTl Glut,0.1700,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,0.4600,CS20230722_CLUS_0144,0144 L2/3 IT PIR-ENTl Glut_2,271,0.2700
MC_SC_17_s03L_326,CS20230722_CLAS_01,01 IT-ET Glut,0.3500,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2000,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.6900,CS20230722_CLUS_0068,0068 L4/5 IT CTX Glut_1,168,0.1800
MC_SC_17_s03L_327,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_005,005 L5 IT CTX Glut,0.3300,CS20230722_SUPT_0020,0020 L5 IT CTX Glut_3,0.5600,CS20230722_CLUS_0062,0062 L5 IT CTX Glut_3,193,0.5200
MC_SC_17_s03L_328,CS20230722_CLAS_01,01 IT-ET Glut,0.4300,CS20230722_SUBC_023,023 SUB-ProS Glut,0.1200,CS20230722_SUPT_0096,0096 SUB-ProS Glut_1,0.6300,CS20230722_CLUS_0385,0385 SUB-ProS Glut_1,340,0.2500
MC_SC_17_s03L_329,CS20230722_CLAS_01,01 IT-ET Glut,0.6100,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.1100,CS20230722_SUPT_0092,0092 L5 ET CTX Glut_3,0.2700,CS20230722_CLUS_0366,0366 L5 ET CTX Glut_3,400,0.2300
MC_SC_17_s03L_330,CS20230722_CLAS_01,01 IT-ET Glut,0.3500,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.2600,CS20230722_SUPT_0015,0015 L6 IT CTX Glut_3,0.7300,CS20230722_CLUS_0045,0045 L6 IT CTX Glut_3,107,0.4200
MC_SC_17_s03L_331,CS20230722_CLAS_24,24 MY Glut,0.4700,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2600,CS20230722_SUPT_0959,0959 NTS Phox2b Glut_1,0.4600,CS20230722_CLUS_4229,4229 NTS Phox2b Glut_1,3900,0.3400
MC_SC_17_s03L_332,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_016,016 CA1-ProS Glut,0.5200,CS20230722_SUPT_0069,0069 CA1-ProS Glut_1,0.5500,CS20230722_CLUS_0269,0269 CA1-ProS Glut_1,358,0.2800
MC_SC_17_s03L_333,CS20230722_CLAS_01,01 IT-ET Glut,0.6900,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.1600,CS20230722_SUPT_0014,0014 L6 IT CTX Glut_2,0.8700,CS20230722_CLUS_0039,0039 L6 IT CTX Glut_2,108,0.4100
MC_SC_17_s03L_334,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_009,009 L2/3 IT PIR-ENTl Glut,0.1500,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,0.4400,CS20230722_CLUS_0144,0144 L2/3 IT PIR-ENTl Glut_2,271,0.2600
MC_SC_17_s03L_335,CS20230722_CLAS_01,01 IT-ET Glut,0.5500,CS20230722_SUBC_009,009 L2/3 IT PIR-ENTl Glut,0.2700,CS20230722_SUPT_0045,0045 L2/3 IT PIR-ENTl Glut_7,0.6500,CS20230722_CLUS_0165,0165 L2/3 IT PIR-ENTl Glut_7,270,0.5200
MC_SC_17_s03L_336,CS20230722_CLAS_01,01 IT-ET Glut,0.4400,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.4000,CS20230722_SUPT_0046,0046 IT AON-TT-DP Glut_1,0.2700,CS20230722_CLUS_0168,0168 IT AON-TT-DP Glut_1,269,0.2700
MC_SC_17_s03L_337,CS20230722_CLAS_01,01 IT-ET Glut,0.3300,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2900,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.9800,CS20230722_CLUS_0212,0212 MEA Slc17a7 Glut_2,487,0.2300
MC_SC_17_s03L_338,CS20230722_CLAS_24,24 MY Glut,0.4600,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.4100,CS20230722_SUPT_0961,0961 NTS Phox2b Glut_3,0.2900,CS20230722_CLUS_4254,4254 NTS Phox2b Glut_3,3956,0.1500
MC_SC_17_s03L_339,CS20230722_CLAS_01,01 IT-ET Glut,0.6400,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.1600,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.7700,CS20230722_CLUS_0201,0201 MEA Slc17a7 Glut_2,480,0.3400
MC_SC_17_s03L_340,CS20230722_CLAS_01,01 IT-ET Glut,0.5200,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2700,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.8700,CS20230722_CLUS_0211,0211 MEA Slc17a7 Glut_2,483,0.3000
MC_SC_17_s03L_341,CS20230722_CLAS_01,01 IT-ET Glut,0.4500,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2300,CS20230722_SUPT_0025,0025 L4/5 IT CTX Glut_3,0.3000,CS20230722_CLUS_0088,0088 L4/5 IT CTX Glut_3,173,0.1800
MC_SC_17_s03L_342,CS20230722_CLAS_23,23 P Glut,0.3100,CS20230722_SUBC_229,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,0.3500,CS20230722_SUPT_0943,0943 PB-NTS Phox2b Ebf3 Lmx1b Glut_1,0.5200,CS20230722_CLUS_4161,4161 PB-NTS Phox2b Ebf3 Lmx1b Glut_1,4309,0.2800
MC_SC_17_s03L_343,CS20230722_CLAS_24,24 MY Glut,0.5200,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2900,CS20230722_SUPT_0964,0964 NTS Phox2b Glut_6,0.3100,CS20230722_CLUS_4278,4278 NTS Phox2b Glut_6,3937,0.1300
MC_SC_17_s03L_344,CS20230722_CLAS_01,01 IT-ET Glut,0.4300,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.2500,CS20230722_SUPT_0090,0090 L5 ET CTX Glut_1,0.5900,CS20230722_CLUS_0355,0355 L5 ET CTX Glut_1,402,0.2800
MC_SC_17_s03L_345,CS20230722_CLAS_01,01 IT-ET Glut,0.3700,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.3300,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.7800,CS20230722_CLUS_0201,0201 MEA Slc17a7 Glut_2,480,0.3500
MC_SC_17_s03L_346,CS20230722_CLAS_24,24 MY Glut,0.4300,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.4900,CS20230722_SUPT_0966,0966 NTS Phox2b Glut_8,0.8000,CS20230722_CLUS_4292,4292 NTS Phox2b Glut_8,4249,0.4600
MC_SC_17_s03L_347,CS20230722_CLAS_24,24 MY Glut,0.3500,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3800,CS20230722_SUPT_0964,0964 NTS Phox2b Glut_6,0.2100,CS20230722_CLUS_4280,4280 NTS Phox2b Glut_6,3939,0.1400
MC_SC_17_s03L_348,CS20230722_CLAS_01,01 IT-ET Glut,0.4100,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.2500,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.9000,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.6700
MC_SC_17_s03L_349,CS20230722_CLAS_01,01 IT-ET Glut,0.5400,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2500,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.8000,CS20230722_CLUS_0201,0201 MEA Slc17a7 Glut_2,480,0.2400
MC_SC_17_s03L_350,CS20230722_CLAS_01,01 IT-ET Glut,0.4700,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2600,CS20230722_SUPT_0050,0050 IT AON-TT-DP Glut_5,0.3400,CS20230722_CLUS_0185,0185 IT AON-TT-DP Glut_5,287,0.1700
MC_SC_17_s03L_351,CS20230722_CLAS_01,01 IT-ET Glut,0.4700,CS20230722_SUBC_026,026 NLOT Rho Glut,0.1800,CS20230722_SUPT_0102,0102 NLOT Rho Glut_1,1.0000,CS20230722_CLUS_0402,0402 NLOT Rho Glut_1,298,1.0000
MC_SC_17_s03L_352,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.2500,CS20230722_SUPT_0015,0015 L6 IT CTX Glut_3,0.6400,CS20230722_CLUS_0045,0045 L6 IT CTX Glut_3,107,0.4100
MC_SC_17_s03L_353,CS20230722_CLAS_24,24 MY Glut,0.3300,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2900,CS20230722_SUPT_0968,0968 NTS Phox2b Glut_10,0.4200,CS20230722_CLUS_4306,4306 NTS Phox2b Glut_10,4149,0.3500
MC_SC_17_s03L_354,CS20230722_CLAS_24,24 MY Glut,0.4100,CS20230722_SUBC_251,251 NTS Dbh Glut,0.3300,CS20230722_SUPT_1005,1005 NTS Dbh Glut_2,0.7900,CS20230722_CLUS_4533,4533 NTS Dbh Glut_2,3936,0.2500
MC_SC_17_s03L_355,CS20230722_CLAS_27,27 MY GABA,0.2600,CS20230722_SUBC_295,295 CBN Dmbx1 Gaba,0.6600,CS20230722_SUPT_1115,1115 CBN Dmbx1 Gaba_1,1.0000,CS20230722_CLUS_5000,5000 CBN Dmbx1 Gaba_1,2173,0.6800
MC_SC_17_s03L_356,CS20230722_CLAS_24,24 MY Glut,0.4000,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3700,CS20230722_SUPT_0966,0966 NTS Phox2b Glut_8,0.5500,CS20230722_CLUS_4291,4291 NTS Phox2b Glut_8,4263,0.2700
MC_SC_17_s03L_357,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2700,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.8100,CS20230722_CLUS_0208,0208 MEA Slc17a7 Glut_2,259,0.3100
MC_SC_17_s03L_358,CS20230722_CLAS_24,24 MY Glut,0.3000,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3100,CS20230722_SUPT_0959,0959 NTS Phox2b Glut_1,0.5000,CS20230722_CLUS_4225,4225 NTS Phox2b Glut_1,3699,0.1300
MC_SC_17_s03L_359,CS20230722_CLAS_01,01 IT-ET Glut,0.8900,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.2100,CS20230722_SUPT_0015,0015 L6 IT CTX Glut_3,0.5800,CS20230722_CLUS_0045,0045 L6 IT CTX Glut_3,107,0.3600
MC_SC_17_s03L_360,CS20230722_CLAS_01,01 IT-ET Glut,0.4400,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.2100,CS20230722_SUPT_0016,0016 L6 IT CTX Glut_4,0.5900,CS20230722_CLUS_0050,0050 L6 IT CTX Glut_4,135,0.5700
MC_SC_17_s03L_361,CS20230722_CLAS_01,01 IT-ET Glut,0.2600,CS20230722_SUBC_017,017 CA3 Glut,0.4500,CS20230722_SUPT_0075,0075 CA3 Glut_1,0.3300,CS20230722_CLUS_0298,0298 CA3 Glut_1,429,0.2700
MC_SC_17_s03L_362,CS20230722_CLAS_27,27 MY GABA,0.2600,CS20230722_SUBC_285,285 MY Lhx1 Gly-Gaba,0.3300,CS20230722_SUPT_1093,1093 MY Lhx1 Gly-Gaba_5,0.3000,CS20230722_CLUS_4920,4920 MY Lhx1 Gly-Gaba_5,34322,0.3000
MC_SC_17_s03L_363,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_005,005 L5 IT CTX Glut,0.2700,CS20230722_SUPT_0020,0020 L5 IT CTX Glut_3,0.7300,CS20230722_CLUS_0061,0061 L5 IT CTX Glut_3,192,0.4700
MC_SC_17_s03L_364,CS20230722_CLAS_01,01 IT-ET Glut,0.7200,CS20230722_SUBC_017,017 CA3 Glut,0.2900,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.5000,CS20230722_CLUS_0303,0303 CA3 Glut_2,415,0.3000
MC_SC_17_s03L_365,CS20230722_CLAS_01,01 IT-ET Glut,0.4400,CS20230722_SUBC_016,016 CA1-ProS Glut,0.2800,CS20230722_SUPT_0069,0069 CA1-ProS Glut_1,0.8300,CS20230722_CLUS_0269,0269 CA1-ProS Glut_1,358,0.5500
MC_SC_17_s03L_366,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_001,001 CLA-EPd-CTX Car3 Glut,0.2200,CS20230722_SUPT_0002,0002 CLA-EPd-CTX Car3 Glut_2,0.6600,CS20230722_CLUS_0005,0005 CLA-EPd-CTX Car3 Glut_2,131,0.6600
MC_SC_17_s03L_367,CS20230722_CLAS_01,01 IT-ET Glut,0.9300,CS20230722_SUBC_005,005 L5 IT CTX Glut,0.4300,CS20230722_SUPT_0020,0020 L5 IT CTX Glut_3,0.5100,CS20230722_CLUS_0062,0062 L5 IT CTX Glut_3,193,0.4800
MC_SC_17_s03L_368,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_009,009 L2/3 IT PIR-ENTl Glut,0.2000,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,0.4400,CS20230722_CLUS_0145,0145 L2/3 IT PIR-ENTl Glut_2,272,0.2900
MC_SC_17_s03L_369,CS20230722_CLAS_24,24 MY Glut,0.4100,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.5100,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.6700,CS20230722_CLUS_4554,4554 DMX VII Tbx20 Chol_1,3879,0.4400
MC_SC_17_s03L_370,CS20230722_CLAS_01,01 IT-ET Glut,0.4900,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3500,CS20230722_SUPT_0049,0049 IT AON-TT-DP Glut_4,0.4200,CS20230722_CLUS_0179,0179 IT AON-TT-DP Glut_4,282,0.4200
MC_SC_17_s03L_371,CS20230722_CLAS_24,24 MY Glut,0.4400,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.5100,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.8900,CS20230722_CLUS_4554,4554 DMX VII Tbx20 Chol_1,3879,0.5500
MC_SC_17_s03L_372,CS20230722_CLAS_01,01 IT-ET Glut,0.9300,CS20230722_SUBC_001,001 CLA-EPd-CTX Car3 Glut,0.3000,CS20230722_SUPT_0001,0001 CLA-EPd-CTX Car3 Glut_1,0.9100,CS20230722_CLUS_0002,0002 CLA-EPd-CTX Car3 Glut_1,129,0.5400
MC_SC_17_s03L_373,CS20230722_CLAS_01,01 IT-ET Glut,0.4700,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3300,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.4000,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.2700
MC_SC_17_s03L_374,CS20230722_CLAS_01,01 IT-ET Glut,0.5000,CS20230722_SUBC_017,017 CA3 Glut,0.4500,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.5700,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.4800
MC_SC_17_s03L_375,CS20230722_CLAS_01,01 IT-ET Glut,0.4700,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3000,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.3400,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.2500
MC_SC_17_s03L_376,CS20230722_CLAS_01,01 IT-ET Glut,0.5400,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3800,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.3900,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.2400
MC_SC_17_s03L_377,CS20230722_CLAS_01,01 IT-ET Glut,0.2600,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.1600,CS20230722_SUPT_0093,0093 L5 ET CTX Glut_4,0.3400,CS20230722_CLUS_0373,0373 L5 ET CTX Glut_4,396,0.1500
MC_SC_17_s03L_378,CS20230722_CLAS_24,24 MY Glut,0.5200,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2300,CS20230722_SUPT_0959,0959 NTS Phox2b Glut_1,0.4400,CS20230722_CLUS_4225,4225 NTS Phox2b Glut_1,3699,0.3000
MC_SC_17_s03L_379,CS20230722_CLAS_24,24 MY Glut,0.2100,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.2300,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.7600,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.4300
MC_SC_17_s03L_380,CS20230722_CLAS_01,01 IT-ET Glut,0.8400,CS20230722_SUBC_016,016 CA1-ProS Glut,0.3800,CS20230722_SUPT_0069,0069 CA1-ProS Glut_1,0.7200,CS20230722_CLUS_0270,0270 CA1-ProS Glut_1,359,0.2500
