# metadata = MapMyCellsInput_10xWholeMouseBrain(CCN20230722)_HierarchicalMapping_UTC_1777211802468.json
# taxonomy hierarchy = ["CCN20230722_CLAS", "CCN20230722_SUBC", "CCN20230722_SUPT", "CCN20230722_CLUS"]
# readable taxonomy hierarchy = ["class", "subclass", "supertype", "cluster"]
# algorithm: 'hierarchical'; codebase: http://github.com/AllenInstitute/cell_type_mapper; version: 1.6.0
cell_id,class_label,class_name,class_bootstrapping_probability,subclass_label,subclass_name,subclass_bootstrapping_probability,supertype_label,supertype_name,supertype_bootstrapping_probability,cluster_label,cluster_name,cluster_alias,cluster_bootstrapping_probability
MC_SC_17_s03L_1027,CS20230722_CLAS_23,23 P Glut,0.3600,CS20230722_SUBC_229,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,0.3900,CS20230722_SUPT_0944,0944 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,0.8300,CS20230722_CLUS_4167,4167 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,4325,0.3400
MC_SC_17_s03L_1028,CS20230722_CLAS_01,01 IT-ET Glut,0.3400,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.1900,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.6500,CS20230722_CLUS_0071,0071 L4/5 IT CTX Glut_1,176,0.5000
MC_SC_17_s03L_1029,CS20230722_CLAS_01,01 IT-ET Glut,0.4100,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.4300,CS20230722_SUPT_0093,0093 L5 ET CTX Glut_4,0.3300,CS20230722_CLUS_0371,0371 L5 ET CTX Glut_4,394,0.1300
MC_SC_17_s03L_1030,CS20230722_CLAS_01,01 IT-ET Glut,0.8300,CS20230722_SUBC_009,009 L2/3 IT PIR-ENTl Glut,0.1600,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,0.3400,CS20230722_CLUS_0144,0144 L2/3 IT PIR-ENTl Glut_2,271,0.2300
MC_SC_17_s03L_1031,CS20230722_CLAS_24,24 MY Glut,0.4200,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3300,CS20230722_SUPT_0959,0959 NTS Phox2b Glut_1,0.3900,CS20230722_CLUS_4229,4229 NTS Phox2b Glut_1,3900,0.1600
MC_SC_17_s03L_1032,CS20230722_CLAS_01,01 IT-ET Glut,0.8300,CS20230722_SUBC_016,016 CA1-ProS Glut,0.2900,CS20230722_SUPT_0069,0069 CA1-ProS Glut_1,0.3800,CS20230722_CLUS_0269,0269 CA1-ProS Glut_1,358,0.1500
MC_SC_17_s03L_1033,CS20230722_CLAS_01,01 IT-ET Glut,0.8300,CS20230722_SUBC_017,017 CA3 Glut,0.3000,CS20230722_SUPT_0075,0075 CA3 Glut_1,0.4000,CS20230722_CLUS_0300,0300 CA3 Glut_1,431,0.2900
MC_SC_17_s03L_1034,CS20230722_CLAS_24,24 MY Glut,0.5400,CS20230722_SUBC_251,251 NTS Dbh Glut,0.2200,CS20230722_SUPT_1007,1007 NTS Dbh Glut_4,0.2200,CS20230722_CLUS_4547,4547 NTS Dbh Glut_4,2780,0.2100
MC_SC_17_s03L_1035,CS20230722_CLAS_24,24 MY Glut,0.4700,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2400,CS20230722_SUPT_0959,0959 NTS Phox2b Glut_1,0.4700,CS20230722_CLUS_4229,4229 NTS Phox2b Glut_1,3900,0.2800
MC_SC_17_s03L_1036,CS20230722_CLAS_01,01 IT-ET Glut,0.9700,CS20230722_SUBC_017,017 CA3 Glut,0.5500,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.3200,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.3200
MC_SC_17_s03L_1037,CS20230722_CLAS_24,24 MY Glut,0.4000,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.3700,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.9600,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.6100
MC_SC_17_s03L_1038,CS20230722_CLAS_24,24 MY Glut,0.4000,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.2300,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.7100,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.5900
MC_SC_17_s03L_1039,CS20230722_CLAS_24,24 MY Glut,0.4500,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.3700,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.9700,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.5800
MC_SC_17_s03L_1040,CS20230722_CLAS_01,01 IT-ET Glut,0.3800,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2600,CS20230722_SUPT_0055,0055 MEA Slc17a7 Glut_1,0.7300,CS20230722_CLUS_0196,0196 MEA Slc17a7 Glut_1,458,0.1800
MC_SC_17_s03L_1041,CS20230722_CLAS_24,24 MY Glut,0.4000,CS20230722_SUBC_251,251 NTS Dbh Glut,0.4700,CS20230722_SUPT_1009,1009 NTS Dbh Glut_6,0.1700,CS20230722_CLUS_4550,4550 NTS Dbh Glut_6,3684,0.1700
MC_SC_17_s03L_1042,CS20230722_CLAS_24,24 MY Glut,0.4900,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.5400,CS20230722_SUPT_0968,0968 NTS Phox2b Glut_10,0.2200,CS20230722_CLUS_4306,4306 NTS Phox2b Glut_10,4149,0.2200
MC_SC_17_s03L_1043,CS20230722_CLAS_01,01 IT-ET Glut,0.8300,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2700,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.6900,CS20230722_CLUS_0071,0071 L4/5 IT CTX Glut_1,176,0.2700
MC_SC_17_s03L_1044,CS20230722_CLAS_01,01 IT-ET Glut,0.8300,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2500,CS20230722_SUPT_0027,0027 L4/5 IT CTX Glut_5,0.2500,CS20230722_CLUS_0098,0098 L4/5 IT CTX Glut_5,195,0.1300
MC_SC_17_s03L_1045,CS20230722_CLAS_01,01 IT-ET Glut,0.4200,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.1900,CS20230722_SUPT_0046,0046 IT AON-TT-DP Glut_1,0.4400,CS20230722_CLUS_0168,0168 IT AON-TT-DP Glut_1,269,0.3500
MC_SC_17_s03L_1046,CS20230722_CLAS_01,01 IT-ET Glut,0.3300,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.1900,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.4300,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.2700
MC_SC_17_s03L_1047,CS20230722_CLAS_01,01 IT-ET Glut,0.4200,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2300,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.4900,CS20230722_CLUS_0211,0211 MEA Slc17a7 Glut_2,483,0.2000
MC_SC_17_s03L_1048,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_009,009 L2/3 IT PIR-ENTl Glut,0.2100,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,0.3800,CS20230722_CLUS_0144,0144 L2/3 IT PIR-ENTl Glut_2,271,0.3000
MC_SC_17_s03L_1049,CS20230722_CLAS_01,01 IT-ET Glut,0.5200,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2700,CS20230722_SUPT_0046,0046 IT AON-TT-DP Glut_1,0.3200,CS20230722_CLUS_0168,0168 IT AON-TT-DP Glut_1,269,0.3000
MC_SC_17_s03L_1050,CS20230722_CLAS_01,01 IT-ET Glut,0.4100,CS20230722_SUBC_017,017 CA3 Glut,0.3000,CS20230722_SUPT_0077,0077 CA3 Glut_3,0.5500,CS20230722_CLUS_0310,0310 CA3 Glut_3,434,0.2400
MC_SC_17_s03L_1051,CS20230722_CLAS_24,24 MY Glut,0.3300,CS20230722_SUBC_251,251 NTS Dbh Glut,0.3200,CS20230722_SUPT_1005,1005 NTS Dbh Glut_2,0.5500,CS20230722_CLUS_4533,4533 NTS Dbh Glut_2,3936,0.3400
MC_SC_17_s03L_1052,CS20230722_CLAS_24,24 MY Glut,0.2200,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2900,CS20230722_SUPT_0965,0965 NTS Phox2b Glut_7,0.3500,CS20230722_CLUS_4288,4288 NTS Phox2b Glut_7,3913,0.3400
MC_SC_17_s03L_1053,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_017,017 CA3 Glut,0.5500,CS20230722_SUPT_0077,0077 CA3 Glut_3,0.3900,CS20230722_CLUS_0311,0311 CA3 Glut_3,416,0.3200
MC_SC_17_s03L_1054,CS20230722_CLAS_01,01 IT-ET Glut,0.3700,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.4500,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.6500,CS20230722_CLUS_0209,0209 MEA Slc17a7 Glut_2,488,0.2400
MC_SC_17_s03L_1055,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.3200,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.9500,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.5400
MC_SC_17_s03L_1056,CS20230722_CLAS_01,01 IT-ET Glut,0.5200,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2100,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.7000,CS20230722_CLUS_0067,0067 L4/5 IT CTX Glut_1,166,0.2800
MC_SC_17_s03L_1057,CS20230722_CLAS_01,01 IT-ET Glut,0.6000,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.4600,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.5100,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.3900
MC_SC_17_s03L_1058,CS20230722_CLAS_01,01 IT-ET Glut,0.4800,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2700,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.7900,CS20230722_CLUS_0071,0071 L4/5 IT CTX Glut_1,176,0.2900
MC_SC_17_s03L_1059,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_016,016 CA1-ProS Glut,0.2500,CS20230722_SUPT_0074,0074 CA1-ProS Glut_6,0.2600,CS20230722_CLUS_0294,0294 CA1-ProS Glut_6,319,0.2600
MC_SC_17_s03L_1060,CS20230722_CLAS_01,01 IT-ET Glut,0.4300,CS20230722_SUBC_017,017 CA3 Glut,0.6300,CS20230722_SUPT_0075,0075 CA3 Glut_1,0.6800,CS20230722_CLUS_0298,0298 CA3 Glut_1,429,0.3600
MC_SC_17_s03L_1061,CS20230722_CLAS_01,01 IT-ET Glut,0.5200,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.5600,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.5100,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.3600
MC_SC_17_s03L_1062,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.3100,CS20230722_SUPT_0090,0090 L5 ET CTX Glut_1,0.4000,CS20230722_CLUS_0358,0358 L5 ET CTX Glut_1,401,0.3700
MC_SC_17_s03L_1063,CS20230722_CLAS_01,01 IT-ET Glut,0.3800,CS20230722_SUBC_019,019 L2/3 IT PPP Glut,0.2400,CS20230722_SUPT_0084,0084 L2/3 IT PPP Glut_1,0.7700,CS20230722_CLUS_0332,0332 L2/3 IT PPP Glut_1,307,0.6300
MC_SC_17_s03L_1064,CS20230722_CLAS_24,24 MY Glut,0.4700,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.3900,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,1.0000,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.6200
MC_SC_17_s03L_1065,CS20230722_CLAS_01,01 IT-ET Glut,0.9000,CS20230722_SUBC_017,017 CA3 Glut,0.2600,CS20230722_SUPT_0077,0077 CA3 Glut_3,0.7300,CS20230722_CLUS_0310,0310 CA3 Glut_3,434,0.6800
MC_SC_17_s03L_1066,CS20230722_CLAS_01,01 IT-ET Glut,0.4200,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2400,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.7900,CS20230722_CLUS_0074,0074 L4/5 IT CTX Glut_1,198,0.3200
MC_SC_17_s03L_1067,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.2100,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.7900,CS20230722_CLUS_0108,0108 L2/3 IT CTX Glut_2,150,0.7700
MC_SC_17_s03L_1068,CS20230722_CLAS_01,01 IT-ET Glut,0.9000,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.4000,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.5200,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.3500
MC_SC_17_s03L_1069,CS20230722_CLAS_24,24 MY Glut,0.2800,CS20230722_SUBC_247,247 MV-SPIV Phox2b Ebf3 Lbx1 Glut,0.2200,CS20230722_SUPT_0992,0992 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,0.6000,CS20230722_CLUS_4479,4479 MV-SPIV Phox2b Ebf3 Lbx1 Glut_1,4315,0.4500
MC_SC_17_s03L_1070,CS20230722_CLAS_01,01 IT-ET Glut,0.8500,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.3400,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.5000,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.3900
MC_SC_17_s03L_1071,CS20230722_CLAS_01,01 IT-ET Glut,0.8500,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.4600,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.5000,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.3900
MC_SC_17_s03L_1072,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.5000,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.5200,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.3900
MC_SC_17_s03L_1073,CS20230722_CLAS_01,01 IT-ET Glut,0.5200,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2900,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.4400,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.3600
MC_SC_17_s03L_1074,CS20230722_CLAS_01,01 IT-ET Glut,0.4200,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.2200,CS20230722_SUPT_0057,0057 MEA Slc17a7 Glut_3,0.3600,CS20230722_CLUS_0214,0214 MEA Slc17a7 Glut_3,463,0.3100
MC_SC_17_s03L_1075,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.3500,CS20230722_SUPT_0091,0091 L5 ET CTX Glut_2,0.2600,CS20230722_CLUS_0364,0364 L5 ET CTX Glut_2,393,0.2000
MC_SC_17_s03L_1076,CS20230722_CLAS_01,01 IT-ET Glut,0.3300,CS20230722_SUBC_022,022 L5 ET CTX Glut,0.3000,CS20230722_SUPT_0090,0090 L5 ET CTX Glut_1,0.3800,CS20230722_CLUS_0358,0358 L5 ET CTX Glut_1,401,0.3500
MC_SC_17_s03L_1077,CS20230722_CLAS_24,24 MY Glut,0.2800,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2400,CS20230722_SUPT_0966,0966 NTS Phox2b Glut_8,0.5100,CS20230722_CLUS_4291,4291 NTS Phox2b Glut_8,4263,0.4400
MC_SC_17_s03L_1078,CS20230722_CLAS_24,24 MY Glut,0.2500,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2200,CS20230722_SUPT_0966,0966 NTS Phox2b Glut_8,0.3300,CS20230722_CLUS_4291,4291 NTS Phox2b Glut_8,4263,0.1900
MC_SC_17_s03L_1079,CS20230722_CLAS_01,01 IT-ET Glut,0.4200,CS20230722_SUBC_009,009 L2/3 IT PIR-ENTl Glut,0.2200,CS20230722_SUPT_0040,0040 L2/3 IT PIR-ENTl Glut_2,0.4100,CS20230722_CLUS_0144,0144 L2/3 IT PIR-ENTl Glut_2,271,0.2700
MC_SC_17_s03L_1080,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_004,004 L6 IT CTX Glut,0.2500,CS20230722_SUPT_0015,0015 L6 IT CTX Glut_3,0.7600,CS20230722_CLUS_0045,0045 L6 IT CTX Glut_3,107,0.4400
MC_SC_17_s03L_1081,CS20230722_CLAS_01,01 IT-ET Glut,0.8600,CS20230722_SUBC_017,017 CA3 Glut,0.5900,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.3100,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.3000
MC_SC_17_s03L_1082,CS20230722_CLAS_24,24 MY Glut,0.3000,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3600,CS20230722_SUPT_0966,0966 NTS Phox2b Glut_8,0.6700,CS20230722_CLUS_4291,4291 NTS Phox2b Glut_8,4263,0.5300
MC_SC_17_s03L_1083,CS20230722_CLAS_01,01 IT-ET Glut,0.4600,CS20230722_SUBC_017,017 CA3 Glut,0.3700,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.4200,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.4100
MC_SC_17_s03L_1084,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_017,017 CA3 Glut,0.2800,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.7500,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.3900
MC_SC_17_s03L_1085,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.1600,CS20230722_SUPT_0049,0049 IT AON-TT-DP Glut_4,0.3400,CS20230722_CLUS_0179,0179 IT AON-TT-DP Glut_4,282,0.3300
MC_SC_17_s03L_1086,CS20230722_CLAS_01,01 IT-ET Glut,0.3700,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.3200,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.7600,CS20230722_CLUS_0112,0112 L2/3 IT CTX Glut_2,236,0.4800
MC_SC_17_s03L_1087,CS20230722_CLAS_01,01 IT-ET Glut,0.4200,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.1800,CS20230722_SUPT_0026,0026 L4/5 IT CTX Glut_4,0.2600,CS20230722_CLUS_0090,0090 L4/5 IT CTX Glut_4,154,0.2000
MC_SC_17_s03L_1088,CS20230722_CLAS_24,24 MY Glut,0.3700,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.4200,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.8300,CS20230722_CLUS_4551,4551 DMX VII Tbx20 Chol_1,3893,0.2500
MC_SC_17_s03L_1089,CS20230722_CLAS_24,24 MY Glut,0.4700,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.2900,CS20230722_SUPT_0966,0966 NTS Phox2b Glut_8,0.5300,CS20230722_CLUS_4291,4291 NTS Phox2b Glut_8,4263,0.4500
MC_SC_17_s03L_1090,CS20230722_CLAS_24,24 MY Glut,0.3900,CS20230722_SUBC_238,238 NTS Phox2b Glut,0.3000,CS20230722_SUPT_0966,0966 NTS Phox2b Glut_8,0.4100,CS20230722_CLUS_4291,4291 NTS Phox2b Glut_8,4263,0.1900
MC_SC_17_s03L_1091,CS20230722_CLAS_01,01 IT-ET Glut,0.4200,CS20230722_SUBC_014,014 LA-BLA-BMA-PA Glut,0.3400,CS20230722_SUPT_0060,0060 LA-BLA-BMA-PA Glut_1,0.8000,CS20230722_CLUS_0221,0221 LA-BLA-BMA-PA Glut_1,438,0.3800
MC_SC_17_s03L_1092,CS20230722_CLAS_01,01 IT-ET Glut,0.4100,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2400,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.7900,CS20230722_CLUS_0071,0071 L4/5 IT CTX Glut_1,176,0.6600
MC_SC_17_s03L_1093,CS20230722_CLAS_01,01 IT-ET Glut,0.5200,CS20230722_SUBC_014,014 LA-BLA-BMA-PA Glut,0.3500,CS20230722_SUPT_0060,0060 LA-BLA-BMA-PA Glut_1,0.8100,CS20230722_CLUS_0221,0221 LA-BLA-BMA-PA Glut_1,438,0.3900
MC_SC_17_s03L_1094,CS20230722_CLAS_01,01 IT-ET Glut,0.6700,CS20230722_SUBC_012,012 MEA Slc17a7 Glut,0.3900,CS20230722_SUPT_0056,0056 MEA Slc17a7 Glut_2,0.8600,CS20230722_CLUS_0211,0211 MEA Slc17a7 Glut_2,483,0.4200
MC_SC_17_s03L_1095,CS20230722_CLAS_01,01 IT-ET Glut,0.7900,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2600,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.7600,CS20230722_CLUS_0071,0071 L4/5 IT CTX Glut_1,176,0.2800
MC_SC_17_s03L_1096,CS20230722_CLAS_23,23 P Glut,0.3200,CS20230722_SUBC_229,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,0.3900,CS20230722_SUPT_0944,0944 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,0.6500,CS20230722_CLUS_4167,4167 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,4325,0.3300
MC_SC_17_s03L_1097,CS20230722_CLAS_01,01 IT-ET Glut,0.2300,CS20230722_SUBC_009,009 L2/3 IT PIR-ENTl Glut,0.2000,CS20230722_SUPT_0042,0042 L2/3 IT PIR-ENTl Glut_4,0.4900,CS20230722_CLUS_0156,0156 L2/3 IT PIR-ENTl Glut_4,261,0.3700
MC_SC_17_s03L_1098,CS20230722_CLAS_01,01 IT-ET Glut,0.5200,CS20230722_SUBC_017,017 CA3 Glut,0.2700,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.2800,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.2700
MC_SC_17_s03L_1099,CS20230722_CLAS_01,01 IT-ET Glut,0.6700,CS20230722_SUBC_018,018 L2 IT PPP-APr Glut,0.2500,CS20230722_SUPT_0080,0080 L2 IT PPP-APr Glut_1,0.6700,CS20230722_CLUS_0319,0319 L2 IT PPP-APr Glut_1,8,0.6200
MC_SC_17_s03L_1100,CS20230722_CLAS_01,01 IT-ET Glut,0.8500,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2700,CS20230722_SUPT_0050,0050 IT AON-TT-DP Glut_5,0.4800,CS20230722_CLUS_0182,0182 IT AON-TT-DP Glut_5,291,0.3500
MC_SC_17_s03L_1101,CS20230722_CLAS_01,01 IT-ET Glut,0.8500,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.1900,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.3800,CS20230722_CLUS_0175,0175 IT AON-TT-DP Glut_3,294,0.2500
MC_SC_17_s03L_1102,CS20230722_CLAS_01,01 IT-ET Glut,0.7700,CS20230722_SUBC_007,007 L2/3 IT CTX Glut,0.2900,CS20230722_SUPT_0030,0030 L2/3 IT CTX Glut_2,0.8500,CS20230722_CLUS_0112,0112 L2/3 IT CTX Glut_2,236,0.5700
MC_SC_17_s03L_1103,CS20230722_CLAS_01,01 IT-ET Glut,0.7800,CS20230722_SUBC_017,017 CA3 Glut,0.5200,CS20230722_SUPT_0076,0076 CA3 Glut_2,0.2300,CS20230722_CLUS_0306,0306 CA3 Glut_2,436,0.2100
MC_SC_17_s03L_1104,CS20230722_CLAS_24,24 MY Glut,0.4400,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.4400,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.9300,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.6400
MC_SC_17_s03L_1105,CS20230722_CLAS_01,01 IT-ET Glut,0.8500,CS20230722_SUBC_005,005 L5 IT CTX Glut,0.3800,CS20230722_SUPT_0020,0020 L5 IT CTX Glut_3,0.4900,CS20230722_CLUS_0062,0062 L5 IT CTX Glut_3,193,0.4300
MC_SC_17_s03L_1106,CS20230722_CLAS_01,01 IT-ET Glut,0.8500,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.2500,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.3600,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.3400
MC_SC_17_s03L_1107,CS20230722_CLAS_24,24 MY Glut,0.4100,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.5100,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.9800,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.7200
MC_SC_17_s03L_1108,CS20230722_CLAS_24,24 MY Glut,0.4400,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.6400,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.9600,CS20230722_CLUS_4551,4551 DMX VII Tbx20 Chol_1,3893,0.6400
MC_SC_17_s03L_1109,CS20230722_CLAS_24,24 MY Glut,0.4200,CS20230722_SUBC_252,252 DMX VII Tbx20 Chol,0.4500,CS20230722_SUPT_1010,1010 DMX VII Tbx20 Chol_1,0.8100,CS20230722_CLUS_4555,4555 DMX VII Tbx20 Chol_1,3892,0.4100
MC_SC_17_s03L_1110,CS20230722_CLAS_23,23 P Glut,0.3000,CS20230722_SUBC_229,229 PB-NTS Phox2b Ebf3 Lmx1b Glut,0.5200,CS20230722_SUPT_0944,0944 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,0.4400,CS20230722_CLUS_4167,4167 PB-NTS Phox2b Ebf3 Lmx1b Glut_2,4325,0.3900
MC_SC_17_s03L_1111,CS20230722_CLAS_01,01 IT-ET Glut,0.8500,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.2900,CS20230722_SUPT_0023,0023 L4/5 IT CTX Glut_1,0.7900,CS20230722_CLUS_0074,0074 L4/5 IT CTX Glut_1,198,0.2700
MC_SC_17_s03L_1112,CS20230722_CLAS_01,01 IT-ET Glut,0.4900,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.6500,CS20230722_SUPT_0048,0048 IT AON-TT-DP Glut_3,0.5100,CS20230722_CLUS_0177,0177 IT AON-TT-DP Glut_3,296,0.3200
MC_SC_17_s03L_1113,CS20230722_CLAS_01,01 IT-ET Glut,0.4900,CS20230722_SUBC_010,010 IT AON-TT-DP Glut,0.1800,CS20230722_SUPT_0047,0047 IT AON-TT-DP Glut_2,0.4200,CS20230722_CLUS_0174,0174 IT AON-TT-DP Glut_2,290,0.3900
MC_SC_17_s03L_1114,CS20230722_CLAS_01,01 IT-ET Glut,0.4000,CS20230722_SUBC_023,023 SUB-ProS Glut,0.2300,CS20230722_SUPT_0097,0097 SUB-ProS Glut_2,0.8700,CS20230722_CLUS_0392,0392 SUB-ProS Glut_2,373,0.8100
