Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,egfp,dtom,slc17a6,slc32a1,slc5a7,phox2b,ralyl,tenm2,ebf3,pcp4,tshz2,alcam,celf2,meis2,rph3a,robo1,syt1,zfhx3,Area
336,MC_SC_17_s03L_215,8,4,3,False,False,True,False,False,0,0,7,0,58,0,6,1,3,33,3,1,8,2218.0
337,MC_SC_17_s03L_216,8,4,2,False,False,True,False,False,4,13,4,0,2,0,18,1,3,10,5,3,0,2116.0
339,MC_SC_17_s03L_217,8,6,4,False,False,False,True,False,0,43,13,0,1,0,0,2,0,31,3,0,0,2912.0
340,MC_SC_17_s03L_218,8,3,2,False,False,True,False,False,0,2,0,4,0,0,0,0,0,2,1,4,0,1124.0
341,MC_SC_17_s03L_219,8,5,3,False,False,True,False,False,24,8,7,4,15,0,4,0,0,19,1,0,0,1024.0
342,MC_SC_17_s03L_220,8,5,3,False,False,True,False,False,41,13,15,14,36,2,4,1,0,30,2,2,4,1507.0
343,MC_SC_17_s03L_221,8,6,4,False,False,False,True,False,2,28,2,0,57,0,0,0,0,14,5,4,0,3426.0
344,MC_SC_17_s03L_222,8,4,2,False,False,False,True,False,1,24,6,0,4,4,8,0,2,20,5,2,3,2744.0
346,MC_SC_17_s03L_223,8,6,4,False,False,False,True,False,0,2,14,0,32,4,1,1,3,0,3,3,0,2168.0
347,MC_SC_17_s03L_224,8,3,2,False,False,True,True,False,1,6,1,3,8,0,5,0,1,2,0,1,0,794.0
348,MC_SC_17_s03L_225,8,7,3,False,False,True,False,False,0,16,22,2,65,0,1,0,0,0,3,0,1,3563.0
350,MC_SC_17_s03L_226,8,2,1,False,False,True,False,False,43,2,1,0,13,1,2,2,1,21,2,2,4,1772.0
351,MC_SC_17_s03L_227,8,7,5,False,False,False,True,False,1,15,17,0,53,1,0,0,0,44,1,0,1,3664.0
352,MC_SC_17_s03L_228,8,3,2,False,False,False,True,False,1,2,3,0,41,0,0,0,0,26,0,0,4,1910.0
353,MC_SC_17_s03L_229,8,2,2,False,False,True,False,False,59,10,17,7,46,0,27,13,2,3,3,10,2,1280.0
354,MC_SC_17_s03L_230,8,5,3,False,False,False,True,False,1,8,25,0,26,0,2,3,2,1,3,2,4,2369.0
355,MC_SC_17_s03L_231,8,4,3,False,False,True,False,False,0,21,9,0,5,0,4,0,0,31,3,0,8,1687.0
356,MC_SC_17_s03L_232,8,4,2,False,False,True,False,False,48,9,22,0,58,6,7,3,4,28,6,2,1,1399.0
357,MC_SC_17_s03L_233,8,4,2,False,False,False,True,False,0,4,12,0,24,0,11,0,0,19,1,0,10,1479.0
359,MC_SC_17_s03L_234,8,5,3,False,False,False,True,False,2,27,24,0,7,0,9,1,2,17,2,5,7,2032.0
361,MC_SC_17_s03L_235,8,4,1,False,False,True,False,False,20,3,0,1,6,0,2,0,0,4,3,1,0,1138.0
362,MC_SC_17_s03L_236,8,3,3,False,False,True,False,False,0,5,13,0,3,1,9,1,2,14,0,0,0,837.0
364,MC_SC_17_s03L_237,8,5,3,False,False,True,False,False,44,12,6,0,14,0,0,2,0,12,1,5,2,1033.0
365,MC_SC_17_s03L_238,8,5,3,False,False,True,False,False,0,12,8,2,25,0,1,1,3,56,3,2,2,1829.0
366,MC_SC_17_s03L_239,8,3,1,False,False,False,True,False,0,2,5,3,2,0,2,1,0,3,1,0,1,1398.0
367,MC_SC_17_s03L_240,8,4,3,False,False,True,False,False,1,6,15,1,17,0,0,4,0,33,2,2,0,1343.0
368,MC_SC_17_s03L_241,8,4,3,False,False,False,False,True,21,26,10,0,3,0,28,0,0,74,12,3,0,6011.0
369,MC_SC_17_s03L_242,8,7,3,False,False,False,False,True,57,10,2,0,8,1,19,0,0,59,4,1,1,3646.0
370,MC_SC_17_s03L_243,8,3,2,False,False,False,True,False,0,4,12,0,0,0,0,0,1,3,0,0,0,975.0
371,MC_SC_17_s03L_244,8,3,2,False,False,False,True,False,0,5,14,0,2,0,4,2,1,4,1,1,1,1019.0
372,MC_SC_17_s03L_245,8,6,3,False,False,False,True,False,0,15,6,0,5,0,13,2,6,14,2,2,3,1458.0
373,MC_SC_17_s03L_246,8,5,3,False,False,False,True,False,0,10,5,3,20,2,7,2,1,0,1,4,2,1500.0
376,MC_SC_17_s03L_247,8,4,2,False,False,False,True,False,0,5,38,2,18,3,27,3,5,137,7,5,7,2891.0
377,MC_SC_17_s03L_248,8,7,3,False,False,False,True,False,0,17,26,1,11,0,25,2,5,86,8,5,11,2064.0
378,MC_SC_17_s03L_249,8,7,3,False,False,True,False,False,0,2,24,3,4,11,16,4,5,26,0,4,7,1354.0
379,MC_SC_17_s03L_250,9,4,2,False,False,True,False,False,1,1,20,0,18,4,1,1,3,7,0,0,1,1070.0
382,MC_SC_17_s03L_251,9,5,3,False,False,False,True,False,1,9,6,1,2,0,2,0,0,0,0,2,1,1676.0
383,MC_SC_17_s03L_252,9,2,2,False,False,True,False,False,0,1,12,0,9,0,3,0,0,0,0,0,0,1517.0
384,MC_SC_17_s03L_253,9,4,3,False,False,True,False,False,32,6,6,0,2,0,7,0,3,0,2,2,1,826.0
386,MC_SC_17_s03L_254,9,4,1,False,False,True,False,False,0,17,10,0,5,0,1,1,4,38,1,9,0,1677.0
387,MC_SC_17_s03L_255,9,4,3,False,False,True,False,False,1,6,0,4,2,0,0,0,1,1,0,4,0,1108.0
388,MC_SC_17_s03L_256,9,8,3,False,False,False,True,False,6,73,18,3,3,11,2,3,3,112,10,0,3,4091.0
390,MC_SC_17_s03L_257,9,4,3,False,False,False,True,False,0,4,23,1,7,0,0,1,0,34,0,0,2,3247.0
391,MC_SC_17_s03L_258,9,4,3,False,False,False,True,False,1,13,15,0,10,0,2,0,2,94,3,1,5,2984.0
392,MC_SC_17_s03L_259,9,4,2,False,False,False,True,False,0,17,11,0,2,2,0,0,1,23,4,2,0,2284.0
393,MC_SC_17_s03L_260,9,7,3,False,False,True,False,False,4,91,18,0,67,0,6,5,5,54,7,2,1,3374.0
394,MC_SC_17_s03L_261,9,4,3,False,False,True,False,False,1,24,4,0,3,0,1,1,1,16,1,0,5,1449.0
395,MC_SC_17_s03L_262,9,3,2,False,False,False,True,False,2,11,8,0,8,0,4,0,1,51,3,0,3,1679.0
397,MC_SC_17_s03L_263,9,8,2,False,False,True,False,False,45,14,5,0,33,0,0,0,1,18,1,1,0,780.0
398,MC_SC_17_s03L_264,9,5,3,False,False,True,False,False,0,8,0,0,2,0,2,0,1,0,2,1,4,1040.0
400,MC_SC_17_s03L_265,9,7,5,False,False,True,False,False,1,10,3,0,3,0,2,0,0,2,0,0,3,1137.0
401,MC_SC_17_s03L_266,9,4,3,False,False,True,False,False,0,40,6,0,25,1,7,5,8,0,0,4,0,1657.0
402,MC_SC_17_s03L_267,9,4,3,False,False,False,True,False,1,8,2,0,1,0,3,1,4,5,1,5,0,1358.0
403,MC_SC_17_s03L_268,9,4,2,False,False,True,False,False,0,24,5,0,4,0,2,0,4,1,2,0,2,2727.0
404,MC_SC_17_s03L_269,9,2,2,False,False,True,False,False,11,0,1,0,12,0,1,0,1,0,1,0,0,593.0
405,MC_SC_17_s03L_270,9,5,3,False,False,True,False,False,19,6,3,0,8,0,0,3,0,3,0,0,0,798.0
406,MC_SC_17_s03L_271,9,5,3,False,False,False,True,False,1,21,10,0,14,5,9,0,3,6,1,0,0,1660.0
407,MC_SC_17_s03L_272,9,4,2,False,False,True,False,False,1,1,6,0,36,0,13,1,0,0,3,1,0,1554.0
408,MC_SC_17_s03L_273,9,4,3,False,False,False,True,False,1,2,0,0,0,0,7,3,0,3,0,1,0,602.0
411,MC_SC_17_s03L_274,9,3,1,False,False,False,True,False,0,1,0,0,2,0,0,2,0,2,0,1,0,601.0
412,MC_SC_17_s03L_275,9,5,3,False,False,True,False,False,1,36,9,11,38,0,3,3,4,1,4,1,3,2587.0
413,MC_SC_17_s03L_276,9,3,2,False,False,False,True,False,0,6,10,0,45,7,16,3,2,19,0,5,1,1671.0
415,MC_SC_17_s03L_277,9,5,3,False,False,True,False,False,38,13,4,12,41,0,0,4,2,22,5,1,3,2249.0
416,MC_SC_17_s03L_278,9,4,2,False,False,False,True,False,0,2,2,0,50,0,0,0,0,29,2,0,5,1743.0
417,MC_SC_17_s03L_279,9,2,1,False,False,False,True,False,3,2,1,0,5,0,2,0,0,3,0,0,0,842.0
418,MC_SC_17_s03L_280,9,3,2,False,False,True,False,False,39,7,2,14,14,0,1,2,0,6,1,1,0,991.0
419,MC_SC_17_s03L_281,9,6,5,False,False,True,False,False,108,33,28,6,73,1,1,3,1,77,5,0,2,2636.0
420,MC_SC_17_s03L_282,9,4,2,False,False,True,False,False,1,16,3,0,9,0,0,1,0,15,2,0,6,1274.0
421,MC_SC_17_s03L_283,9,4,3,False,False,False,True,False,1,12,12,0,1,0,0,3,2,19,7,2,10,1477.0
422,MC_SC_17_s03L_284,9,2,2,False,False,True,False,False,0,16,18,0,17,0,10,0,0,1,2,1,1,1756.0
424,MC_SC_17_s03L_285,9,4,3,False,False,True,False,False,78,33,13,3,43,1,2,2,4,48,4,1,10,1502.0
425,MC_SC_17_s03L_286,9,3,2,False,True,True,False,False,1,10,0,0,2,0,0,0,1,2,1,0,6,857.0
426,MC_SC_17_s03L_287,9,5,3,False,False,True,False,False,1,16,27,1,35,0,0,0,5,44,2,0,5,2059.0
427,MC_SC_17_s03L_288,9,5,3,False,False,True,False,False,0,5,6,0,36,7,0,0,2,15,0,1,0,1497.0
429,MC_SC_17_s03L_289,9,6,3,False,False,True,False,False,0,31,36,0,30,0,11,0,5,0,0,2,1,2004.0
431,MC_SC_17_s03L_290,9,4,2,False,False,False,True,False,1,34,18,2,19,0,17,1,2,8,4,4,2,1382.0
432,MC_SC_17_s03L_291,9,4,2,False,False,False,True,False,0,11,23,0,6,1,15,5,10,7,0,1,6,1373.0
435,MC_SC_17_s03L_292,9,6,5,False,False,True,False,False,95,8,13,4,23,0,0,4,0,24,4,3,1,2269.0
436,MC_SC_17_s03L_293,9,6,4,False,False,True,False,False,67,22,15,6,21,0,1,2,0,29,0,0,3,2245.0
437,MC_SC_17_s03L_294,9,4,3,False,False,False,True,False,0,5,7,0,2,0,11,2,2,6,1,1,2,905.0
438,MC_SC_17_s03L_295,9,4,2,False,False,True,False,False,0,4,12,1,14,0,12,3,7,1,3,1,1,1981.0
439,MC_SC_17_s03L_296,9,7,4,False,False,True,False,False,0,16,18,22,135,1,14,2,0,5,3,1,0,1749.0
440,MC_SC_17_s03L_297,9,2,1,False,False,False,True,False,0,14,22,0,7,0,21,0,3,0,0,3,2,1008.0
441,MC_SC_17_s03L_298,9,7,5,False,False,False,False,True,22,25,3,0,4,3,4,2,3,33,3,6,1,2836.0
450,MC_SC_17_s03L_299,10,3,2,False,False,False,True,False,1,2,15,0,8,0,1,1,3,58,4,1,2,2698.0
453,MC_SC_17_s03L_300,10,5,2,False,False,False,True,False,3,10,4,9,71,1,11,3,3,19,2,0,1,2249.0
454,MC_SC_17_s03L_301,10,4,3,False,False,False,True,False,0,12,7,0,39,1,5,1,12,21,3,1,3,2689.0
455,MC_SC_17_s03L_302,10,4,2,False,False,True,False,False,0,8,2,0,3,0,7,5,2,1,3,2,1,973.0
456,MC_SC_17_s03L_303,10,5,3,False,False,True,False,False,4,26,5,0,25,1,18,5,1,13,5,5,0,2252.0
457,MC_SC_17_s03L_304,10,5,4,False,False,False,False,True,164,10,2,0,42,1,6,0,0,0,0,17,1,1711.0
458,MC_SC_17_s03L_305,10,3,3,False,False,True,False,False,39,9,3,0,0,3,3,2,0,0,0,0,2,771.0
459,MC_SC_17_s03L_306,10,4,3,False,False,True,False,False,0,12,2,0,2,0,0,2,1,7,1,0,0,1730.0
461,MC_SC_17_s03L_307,10,4,3,False,False,False,True,False,0,5,12,0,3,0,5,0,0,17,1,1,3,1706.0
462,MC_SC_17_s03L_308,10,4,2,False,False,True,False,False,1,31,14,0,15,0,0,0,1,7,0,0,4,1760.0
464,MC_SC_17_s03L_309,10,4,2,False,False,True,False,False,47,0,15,0,1,5,4,8,6,11,0,5,3,1246.0
465,MC_SC_17_s03L_310,10,4,2,False,False,True,False,False,1,36,25,1,5,0,0,0,0,36,4,0,1,2339.0
467,MC_SC_17_s03L_311,10,2,1,False,False,False,True,False,0,10,0,1,6,0,1,0,0,0,0,2,3,989.0
468,MC_SC_17_s03L_312,10,5,3,False,True,True,False,False,49,8,6,0,29,0,1,0,0,2,5,0,1,1248.0
471,MC_SC_17_s03L_313,10,4,3,False,False,False,True,False,1,13,8,0,4,4,6,3,2,3,0,4,1,1762.0
472,MC_SC_17_s03L_314,10,4,2,False,False,True,False,False,0,50,8,0,44,5,0,2,8,6,3,5,0,2573.0
473,MC_SC_17_s03L_315,10,4,3,False,False,True,False,False,51,2,2,7,46,0,1,1,1,3,4,1,0,1347.0
474,MC_SC_17_s03L_316,10,5,4,False,False,True,False,False,45,13,4,0,5,1,0,2,0,15,4,3,3,1087.0
475,MC_SC_17_s03L_317,10,7,3,False,False,True,False,False,0,9,9,1,21,0,16,1,0,18,0,0,4,1148.0
476,MC_SC_17_s03L_318,10,7,4,False,False,True,False,False,82,22,12,9,54,0,0,1,0,48,5,1,1,2609.0
477,MC_SC_17_s03L_319,10,2,1,False,False,False,True,False,0,6,1,4,5,0,2,0,0,3,0,0,0,364.0
478,MC_SC_17_s03L_320,10,4,2,False,False,False,True,False,0,14,5,0,15,0,5,2,3,84,3,0,4,3131.0
479,MC_SC_17_s03L_321,10,4,2,False,False,False,True,False,1,12,8,0,2,0,3,1,4,8,2,5,7,1098.0
480,MC_SC_17_s03L_322,10,4,3,False,False,False,True,False,1,7,10,0,20,1,13,0,0,11,3,5,6,1608.0
481,MC_SC_17_s03L_323,10,2,1,False,False,False,True,False,1,10,3,10,21,1,2,0,0,2,1,1,4,1566.0
482,MC_SC_17_s03L_324,10,3,2,False,False,True,False,False,1,3,4,8,0,0,1,0,2,1,0,1,0,926.0
483,MC_SC_17_s03L_325,10,5,3,False,False,False,True,False,0,9,9,0,0,0,0,0,0,6,1,0,2,943.0
484,MC_SC_17_s03L_326,10,3,2,False,False,False,True,False,1,2,3,0,1,0,0,0,0,3,0,0,0,970.0
485,MC_SC_17_s03L_327,10,7,6,False,False,False,True,False,0,22,7,0,20,0,6,1,0,3,0,4,5,1165.0
486,MC_SC_17_s03L_328,10,4,3,False,False,True,False,False,0,1,3,2,9,6,1,5,1,0,0,0,1,818.0
488,MC_SC_17_s03L_329,10,5,4,False,False,False,True,False,0,20,4,15,39,1,10,2,2,2,5,3,5,836.0
489,MC_SC_17_s03L_330,10,5,3,False,False,False,True,False,1,6,13,0,12,0,21,1,0,6,1,1,5,795.0
490,MC_SC_17_s03L_331,10,7,4,False,False,True,False,False,72,17,14,10,69,0,0,3,0,38,6,1,3,2111.0
491,MC_SC_17_s03L_332,10,3,2,False,False,False,True,False,0,0,6,0,0,0,1,0,1,0,1,0,0,797.0
492,MC_SC_17_s03L_333,10,2,1,False,False,True,False,False,0,6,11,2,20,0,6,1,1,3,3,2,0,1040.0
493,MC_SC_17_s03L_334,10,2,2,False,False,False,True,False,0,1,9,0,0,0,0,2,0,2,1,0,0,923.0
494,MC_SC_17_s03L_335,11,4,2,False,False,True,False,False,0,5,7,0,20,3,0,1,0,0,0,0,1,1251.0
497,MC_SC_17_s03L_336,11,2,1,False,False,True,True,False,1,2,3,0,2,0,0,1,0,1,0,1,0,916.0
498,MC_SC_17_s03L_337,11,3,3,False,False,True,False,False,1,11,1,0,8,1,4,1,0,1,0,3,0,1464.0
501,MC_SC_17_s03L_338,11,3,2,False,False,True,False,False,25,1,4,0,23,0,1,0,2,0,0,0,0,632.0
504,MC_SC_17_s03L_339,11,5,3,False,False,True,False,False,0,12,21,3,120,0,2,1,0,15,2,3,2,2765.0
505,MC_SC_17_s03L_340,11,5,3,False,False,True,False,False,0,34,11,2,53,2,0,3,0,9,4,1,0,2050.0
507,MC_SC_17_s03L_341,11,5,2,False,False,True,False,False,2,20,0,0,10,0,6,2,2,12,4,0,4,1274.0
509,MC_SC_17_s03L_342,11,5,3,False,False,True,False,False,36,16,20,5,89,3,8,1,4,21,0,5,7,1202.0
510,MC_SC_17_s03L_343,11,6,2,False,False,True,False,False,7,8,15,0,12,7,30,5,3,16,4,1,2,1873.0
511,MC_SC_17_s03L_344,11,5,2,False,False,True,False,False,0,28,19,4,60,2,0,2,2,38,8,0,0,5245.0
512,MC_SC_17_s03L_345,11,4,2,False,False,True,False,False,25,5,4,0,2,0,2,5,0,2,2,2,5,1049.0
514,MC_SC_17_s03L_346,11,3,3,False,False,True,False,False,25,14,1,10,11,1,2,5,0,0,0,2,0,909.0
515,MC_SC_17_s03L_347,11,4,3,False,False,True,False,False,44,2,9,0,2,1,1,13,1,5,1,7,10,937.0
516,MC_SC_17_s03L_348,11,6,3,False,False,False,True,False,1,43,8,0,2,3,9,1,1,27,6,0,0,3155.0
517,MC_SC_17_s03L_349,11,3,1,False,False,True,False,False,2,17,1,0,4,0,1,0,0,9,1,0,0,2224.0
519,MC_SC_17_s03L_350,11,3,2,False,False,True,False,False,37,5,5,0,23,0,0,3,0,0,0,0,2,733.0
521,MC_SC_17_s03L_351,11,4,3,False,False,True,False,False,18,8,7,0,62,0,3,1,0,3,2,1,2,1390.0
522,MC_SC_17_s03L_352,11,5,3,False,False,False,True,False,0,23,13,0,3,0,2,1,0,24,1,2,0,1082.0
523,MC_SC_17_s03L_353,11,4,2,False,False,True,False,False,1,0,0,4,3,0,0,10,0,2,1,4,3,1051.0
524,MC_SC_17_s03L_354,11,5,3,False,False,True,False,False,31,5,2,0,21,1,2,1,0,0,1,0,0,823.0
526,MC_SC_17_s03L_355,11,5,3,False,False,False,True,False,1,33,3,1,6,0,0,2,0,3,2,0,1,2924.0
527,MC_SC_17_s03L_356,11,6,4,False,False,True,False,False,1,6,5,3,38,0,2,1,0,1,0,0,0,1017.0
528,MC_SC_17_s03L_357,11,5,3,False,False,False,True,False,0,8,18,0,4,1,1,5,0,9,3,1,3,1631.0
530,MC_SC_17_s03L_358,11,3,3,False,False,True,False,False,1,36,27,2,13,1,2,11,4,7,1,1,11,2841.0
531,MC_SC_17_s03L_359,11,3,1,False,False,False,True,False,0,2,10,0,1,0,10,1,0,3,1,0,0,664.0
532,MC_SC_17_s03L_360,11,2,1,False,False,False,True,False,1,7,0,0,0,0,4,0,0,1,1,1,0,1032.0
533,MC_SC_17_s03L_361,11,7,5,False,False,False,True,False,2,11,0,12,2,0,1,3,3,0,0,1,0,806.0
535,MC_SC_17_s03L_362,11,4,2,False,False,False,True,False,2,42,8,2,1,0,12,2,1,0,1,2,4,1477.0
536,MC_SC_17_s03L_363,11,6,1,False,False,False,True,False,0,0,0,0,13,0,0,0,0,2,0,0,0,308.0
537,MC_SC_17_s03L_364,11,3,2,False,False,False,True,False,0,18,26,0,8,5,8,0,1,0,1,5,2,1054.0
538,MC_SC_17_s03L_365,11,2,1,False,False,False,True,False,2,5,10,0,0,0,6,0,1,0,0,3,0,522.0
539,MC_SC_17_s03L_366,11,1,1,False,False,False,True,False,0,0,8,0,1,0,0,0,0,0,0,0,0,554.0
541,MC_SC_17_s03L_367,11,3,2,False,False,False,True,False,0,8,19,0,21,0,21,0,0,6,0,1,3,1966.0
543,MC_SC_17_s03L_368,11,6,4,False,False,False,True,False,0,9,18,0,2,1,0,3,0,11,2,3,1,1389.0
544,MC_SC_17_s03L_369,11,6,4,False,False,False,False,True,52,18,3,0,7,3,0,0,5,6,3,0,2,3952.0
545,MC_SC_17_s03L_370,11,2,2,False,False,False,True,False,0,12,14,2,6,0,23,3,2,2,0,2,1,941.0
546,MC_SC_17_s03L_371,11,5,2,False,False,False,False,True,75,26,0,2,43,1,0,0,2,4,0,15,8,3738.0
547,MC_SC_17_s03L_372,12,5,2,False,False,False,True,False,0,6,8,0,0,0,0,0,0,3,0,0,0,801.0
548,MC_SC_17_s03L_373,12,5,2,False,False,True,False,False,16,6,1,0,22,0,0,0,3,0,1,0,0,477.0
550,MC_SC_17_s03L_374,12,3,2,False,False,False,True,False,1,0,5,0,4,0,2,0,0,0,0,0,2,696.0
553,MC_SC_17_s03L_375,12,4,3,False,False,True,False,False,2,22,3,0,7,0,0,2,2,0,1,5,0,887.0
555,MC_SC_17_s03L_376,12,5,2,False,False,True,False,False,1,40,7,0,8,0,0,5,1,13,3,5,0,1933.0
558,MC_SC_17_s03L_377,12,6,3,True,False,False,True,False,2,3,10,2,43,4,2,2,2,6,3,1,2,1682.0
560,MC_SC_17_s03L_378,12,4,3,False,False,True,False,False,49,0,5,1,16,3,5,1,1,0,3,4,4,782.0
561,MC_SC_17_s03L_379,12,3,2,False,False,False,True,False,1,19,5,8,28,0,14,1,2,5,3,2,8,1053.0
562,MC_SC_17_s03L_380,12,4,2,False,False,False,True,False,0,7,1,0,0,0,0,1,1,0,1,0,0,1471.0
563,MC_SC_17_s03L_381,12,3,2,False,False,True,False,False,20,16,6,0,14,0,1,4,0,4,0,0,2,797.0
564,MC_SC_17_s03L_382,12,10,3,False,False,False,True,False,1,23,3,0,5,9,8,2,2,13,6,0,0,2493.0
565,MC_SC_17_s03L_383,12,5,3,False,False,True,False,False,62,21,10,12,87,3,2,3,0,0,5,0,1,1810.0
566,MC_SC_17_s03L_384,12,3,2,False,False,True,False,False,0,18,1,1,6,0,0,2,2,5,0,0,1,1962.0
567,MC_SC_17_s03L_385,12,6,3,False,False,True,False,False,3,14,31,8,66,0,0,5,3,7,2,0,2,2991.0
568,MC_SC_17_s03L_386,12,2,1,False,False,True,False,False,0,17,1,0,0,3,2,1,1,0,1,1,0,1249.0
569,MC_SC_17_s03L_387,12,5,4,False,False,True,False,False,0,19,4,0,6,3,0,0,0,0,1,2,0,1199.0
570,MC_SC_17_s03L_388,12,7,6,False,False,True,False,False,1,26,1,0,6,0,0,1,1,8,0,2,0,1555.0
571,MC_SC_17_s03L_389,12,5,3,False,False,True,False,False,0,25,13,0,10,0,1,1,3,0,4,1,0,1233.0
572,MC_SC_17_s03L_390,12,6,4,False,False,True,False,False,3,92,44,0,46,1,8,6,5,97,8,3,0,3301.0
574,MC_SC_17_s03L_391,12,4,3,False,False,False,True,False,0,3,2,0,49,0,0,2,0,1,1,0,1,1522.0
575,MC_SC_17_s03L_392,12,8,5,False,False,False,True,False,0,21,13,0,15,0,2,0,0,10,6,0,4,1145.0
576,MC_SC_17_s03L_393,12,5,3,False,False,True,False,False,43,2,0,0,20,1,0,1,1,0,2,0,0,875.0
577,MC_SC_17_s03L_394,12,4,3,False,False,True,False,False,0,7,27,0,142,0,2,0,3,0,4,3,4,2778.0
579,MC_SC_17_s03L_395,12,5,3,False,False,False,True,False,0,13,17,0,36,7,7,2,2,0,6,2,0,2353.0
580,MC_SC_17_s03L_396,12,4,3,False,False,True,False,False,0,5,1,0,11,0,0,2,1,0,0,0,0,1550.0
581,MC_SC_17_s03L_397,12,5,4,False,False,True,False,False,15,8,2,0,29,0,0,0,1,1,1,2,0,1636.0
583,MC_SC_17_s03L_398,12,4,2,False,False,False,True,False,0,2,7,0,4,0,0,2,0,2,4,1,2,2929.0
588,MC_SC_17_s03L_399,12,3,3,False,False,False,True,False,0,0,6,0,8,1,1,3,0,1,0,1,3,1737.0
589,MC_SC_17_s03L_400,12,4,2,False,False,False,True,False,1,7,2,0,2,1,1,5,2,12,1,1,3,1281.0
590,MC_SC_17_s03L_401,12,5,3,False,False,False,True,False,1,7,1,0,1,0,0,1,0,7,3,3,3,1438.0
591,MC_SC_17_s03L_402,12,3,2,False,False,False,True,False,1,10,12,0,28,1,13,4,0,12,0,1,2,1062.0
592,MC_SC_17_s03L_403,12,5,3,False,False,True,False,False,33,4,8,3,37,0,10,6,0,0,4,0,2,1029.0
593,MC_SC_17_s03L_404,12,3,1,False,False,True,False,False,54,19,14,10,44,0,4,2,0,1,1,1,0,1439.0
595,MC_SC_17_s03L_405,12,5,4,False,False,True,False,False,57,9,7,8,23,0,0,2,0,3,3,6,2,979.0
596,MC_SC_17_s03L_406,12,4,2,False,False,False,True,False,0,10,23,0,36,3,8,4,0,15,0,1,7,1377.0
597,MC_SC_17_s03L_407,12,5,4,False,False,True,False,False,49,7,13,0,18,0,11,7,0,12,3,1,2,967.0
598,MC_SC_17_s03L_408,12,4,2,False,False,False,True,False,0,7,2,0,2,0,3,5,0,9,2,1,1,891.0
599,MC_SC_17_s03L_409,12,5,3,False,False,True,False,False,0,3,3,5,3,10,5,10,2,2,0,3,4,786.0
600,MC_SC_17_s03L_410,12,3,2,False,False,True,False,False,35,18,1,3,13,0,0,0,0,4,2,0,0,1208.0
601,MC_SC_17_s03L_411,12,7,2,False,False,False,True,False,0,19,13,2,57,0,2,2,4,24,1,0,0,2173.0
602,MC_SC_17_s03L_412,12,6,4,False,False,True,False,False,0,22,31,1,39,3,0,3,8,38,1,4,1,1564.0
603,MC_SC_17_s03L_413,12,5,3,False,True,False,True,False,0,9,6,0,3,3,3,7,0,0,0,0,0,1343.0
604,MC_SC_17_s03L_414,12,7,3,False,False,False,True,False,0,10,11,0,37,0,0,0,0,0,2,0,0,1708.0
605,MC_SC_17_s03L_415,12,3,2,False,False,False,True,False,2,8,2,0,0,0,0,1,0,1,1,0,0,740.0
606,MC_SC_17_s03L_416,12,5,2,False,False,True,False,False,85,31,25,28,60,2,18,12,0,2,4,2,5,1823.0
607,MC_SC_17_s03L_417,12,5,3,False,False,False,True,False,0,17,2,2,1,0,0,4,0,0,4,0,1,1114.0
608,MC_SC_17_s03L_418,12,2,1,False,False,True,False,False,0,8,6,1,5,0,5,0,0,0,1,2,0,1020.0
609,MC_SC_17_s03L_419,12,2,2,False,False,False,True,False,0,24,1,10,19,0,2,6,1,0,1,1,3,1533.0
610,MC_SC_17_s03L_420,12,4,2,False,True,True,False,False,1,15,24,0,66,4,0,4,2,4,0,4,3,1619.0
611,MC_SC_17_s03L_421,12,7,5,False,False,False,False,True,50,4,13,0,0,0,0,1,0,2,3,0,0,2631.0
612,MC_SC_17_s03L_422,12,4,3,False,False,False,True,False,0,20,11,2,13,4,17,2,3,3,5,0,4,975.0
613,MC_SC_17_s03L_423,13,5,3,False,False,True,True,False,38,2,1,0,0,0,4,2,0,2,0,0,3,1158.0
614,MC_SC_17_s03L_424,13,3,2,False,False,False,True,False,4,0,3,3,0,0,1,5,0,0,0,0,0,766.0
617,MC_SC_17_s03L_425,13,4,2,False,False,False,True,False,2,7,3,1,1,0,0,1,0,0,0,0,0,1441.0
620,MC_SC_17_s03L_426,13,5,3,False,False,True,False,False,2,32,5,0,2,0,2,5,7,2,0,2,0,2141.0
622,MC_SC_17_s03L_427,13,3,2,False,False,False,True,False,2,1,1,0,3,0,5,1,2,0,4,6,0,1618.0
623,MC_SC_17_s03L_428,13,7,2,False,False,True,False,False,0,1,4,0,32,1,1,0,0,0,0,0,0,834.0
625,MC_SC_17_s03L_429,13,3,2,False,False,True,False,False,7,15,6,3,23,1,3,2,1,17,1,0,6,1981.0
628,MC_SC_17_s03L_430,13,8,5,False,False,False,True,False,4,5,0,0,20,0,2,0,3,2,0,3,0,1209.0
629,MC_SC_17_s03L_431,13,9,5,False,False,False,True,False,1,42,5,0,7,1,5,0,0,28,7,0,0,2126.0
631,MC_SC_17_s03L_432,13,8,6,False,False,False,True,False,5,34,2,2,7,0,0,0,0,24,4,1,5,1945.0
632,MC_SC_17_s03L_433,13,3,2,False,False,True,False,False,14,1,0,0,13,0,1,1,0,0,3,1,4,707.0
635,MC_SC_17_s03L_434,13,4,2,False,False,False,True,False,0,19,17,0,32,1,5,1,2,0,3,0,3,1992.0
636,MC_SC_17_s03L_435,13,6,4,False,False,False,True,False,0,35,24,0,20,0,4,1,3,7,2,0,5,2691.0
