Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,egfp_b,dtom_b,slc17a6_b,slc32a1_b,slc5a7_b,phox2b,ralyl,tenm2,ebf3,pcp4,tshz2,alcam,celf2,meis2,rph3a,robo1,syt1,zfhx3
353,MC_SC_17_s03L_229,8,2,2,False,False,True,False,False,121,28,39,45,78,4,113,78,58,0,47,94,25
354,MC_SC_17_s03L_230,8,5,3,False,False,False,True,False,1,23,67,18,40,18,10,46,61,1,34,85,71
355,MC_SC_17_s03L_231,8,4,3,False,False,True,False,False,0,49,23,7,12,2,23,8,7,54,35,3,81
356,MC_SC_17_s03L_232,8,4,2,False,False,True,False,False,79,28,60,10,107,103,32,50,71,50,63,34,18
357,MC_SC_17_s03L_233,8,4,2,False,False,False,True,False,0,14,38,3,30,26,44,13,4,26,16,54,71
359,MC_SC_17_s03L_234,8,5,3,False,False,False,True,False,4,79,63,10,7,24,45,31,72,26,27,99,72
361,MC_SC_17_s03L_235,8,4,1,False,False,True,False,False,45,18,0,15,15,1,27,16,10,4,24,32,10
362,MC_SC_17_s03L_236,8,3,3,False,False,True,False,False,0,18,28,7,7,13,36,14,30,30,16,6,2
364,MC_SC_17_s03L_237,8,5,3,False,False,True,False,False,73,27,14,7,26,5,0,35,15,29,27,48,31
365,MC_SC_17_s03L_238,8,5,3,False,False,True,False,False,1,37,20,25,46,8,5,27,96,86,45,24,20
366,MC_SC_17_s03L_239,8,3,1,False,False,False,True,False,0,25,17,30,5,11,13,12,7,4,7,19,21
367,MC_SC_17_s03L_240,8,4,3,False,False,True,False,False,0,21,47,14,20,4,4,35,38,66,38,31,4
368,MC_SC_17_s03L_241,8,4,3,False,False,False,False,True,24,80,23,3,3,15,206,13,15,266,112,28,20
369,MC_SC_17_s03L_242,8,7,3,False,False,False,False,True,93,36,5,4,5,15,112,11,25,158,37,14,9
370,MC_SC_17_s03L_243,8,3,2,False,False,False,True,False,0,9,29,1,0,0,3,8,19,3,8,0,1
371,MC_SC_17_s03L_244,8,3,2,False,False,False,True,False,0,17,26,5,2,3,25,20,36,3,22,30,27
372,MC_SC_17_s03L_245,8,6,3,False,False,False,True,False,0,46,23,4,7,19,59,23,88,39,29,34,68
373,MC_SC_17_s03L_246,8,5,3,False,False,False,True,False,1,40,13,23,35,15,39,23,42,0,11,61,40
376,MC_SC_17_s03L_247,8,4,2,False,False,False,True,False,0,21,106,23,25,56,123,46,119,193,97,50,111
377,MC_SC_17_s03L_248,8,7,3,False,False,False,True,False,1,43,70,18,14,32,94,32,84,134,71,47,99
378,MC_SC_17_s03L_249,8,7,3,False,False,True,False,False,0,8,79,25,9,130,79,60,86,57,29,45,65
379,MC_SC_17_s03L_250,9,4,2,False,False,True,False,False,2,2,53,1,36,46,4,8,32,4,11,21,27
382,MC_SC_17_s03L_251,9,5,3,False,False,False,True,False,1,20,13,9,2,4,27,21,2,0,8,46,7
383,MC_SC_17_s03L_252,9,2,2,False,False,True,False,False,0,7,24,8,9,0,8,2,8,0,7,2,2
384,MC_SC_17_s03L_253,9,4,3,False,False,True,False,False,52,11,21,1,3,22,27,13,29,0,12,54,18
386,MC_SC_17_s03L_254,9,4,1,False,False,True,False,False,0,51,28,5,8,2,5,43,91,55,29,91,0
387,MC_SC_17_s03L_255,9,4,3,False,False,True,False,False,1,9,1,30,2,10,1,6,34,2,7,70,0
388,MC_SC_17_s03L_256,9,8,3,False,False,False,True,False,11,202,60,40,7,203,21,44,79,314,118,10,31
390,MC_SC_17_s03L_257,9,4,3,False,False,False,True,False,0,10,76,6,11,9,9,11,24,127,31,10,37
391,MC_SC_17_s03L_258,9,4,3,False,False,False,True,False,3,29,41,11,13,22,18,19,62,218,48,14,58
392,MC_SC_17_s03L_259,9,4,2,False,False,False,True,False,0,39,18,4,2,63,1,13,31,38,29,32,19
393,MC_SC_17_s03L_260,9,7,3,False,False,True,False,False,4,207,62,14,104,51,36,43,134,170,101,38,30
394,MC_SC_17_s03L_261,9,4,3,False,False,True,False,False,1,53,12,7,2,14,15,22,18,74,18,0,67
395,MC_SC_17_s03L_262,9,3,2,False,False,False,True,False,4,26,31,2,14,26,27,17,38,99,38,4,39
397,MC_SC_17_s03L_263,9,8,2,False,False,True,False,False,86,41,14,7,42,16,3,13,23,33,18,8,23
398,MC_SC_17_s03L_264,9,5,3,False,False,True,False,False,0,29,0,0,2,18,8,0,16,0,14,16,47
400,MC_SC_17_s03L_265,9,7,5,False,False,True,False,False,1,25,9,0,4,2,14,6,6,5,11,5,39
401,MC_SC_17_s03L_266,9,4,3,False,False,True,False,False,0,85,24,6,36,29,57,26,98,2,1,64,0
402,MC_SC_17_s03L_267,9,4,3,False,False,False,True,False,1,15,4,1,2,11,18,10,68,10,12,111,7
403,MC_SC_17_s03L_268,9,4,2,False,False,True,False,False,0,63,14,2,4,9,26,10,51,3,11,0,43
404,MC_SC_17_s03L_269,9,2,2,False,False,True,False,False,15,2,3,0,16,8,10,6,18,0,6,4,13
405,MC_SC_17_s03L_270,9,5,3,False,False,True,False,False,32,11,7,0,16,8,3,21,1,5,7,9,14
406,MC_SC_17_s03L_271,9,5,3,False,False,False,True,False,0,44,26,4,19,87,77,9,49,16,18,18,11
407,MC_SC_17_s03L_272,9,4,2,False,False,True,False,False,0,8,14,18,54,17,61,26,6,0,31,68,7
408,MC_SC_17_s03L_273,9,4,3,False,False,False,True,False,1,4,0,5,1,2,25,29,10,12,4,7,2
411,MC_SC_17_s03L_274,9,3,1,False,False,False,True,False,0,4,0,0,3,4,8,6,2,2,6,9,3
412,MC_SC_17_s03L_275,9,5,3,False,False,True,False,False,1,75,29,69,69,37,47,34,94,3,42,14,50
413,MC_SC_17_s03L_276,9,3,2,False,False,False,True,False,0,15,29,3,66,101,72,26,46,32,25,67,31
415,MC_SC_17_s03L_277,9,5,3,False,False,True,False,False,68,30,16,64,80,9,10,33,22,76,76,17,30
416,MC_SC_17_s03L_278,9,4,2,False,False,False,True,False,0,8,4,12,95,0,0,19,6,58,25,55,63
417,MC_SC_17_s03L_279,9,2,1,False,False,False,True,False,3,8,2,5,9,4,8,14,10,2,5,5,3
418,MC_SC_17_s03L_280,9,3,2,False,False,True,False,False,73,19,5,64,16,10,5,31,23,6,21,44,4
419,MC_SC_17_s03L_281,9,6,5,False,False,True,False,False,193,70,78,34,134,37,6,28,73,207,103,10,42
420,MC_SC_17_s03L_282,9,4,2,False,False,True,False,False,1,38,9,9,12,13,11,18,19,45,22,5,42
421,MC_SC_17_s03L_283,9,4,3,False,False,False,True,False,1,35,40,7,4,52,8,44,50,55,58,81,67
422,MC_SC_17_s03L_284,9,2,2,False,False,True,False,False,0,46,50,5,28,8,47,8,38,0,25,29,7
424,MC_SC_17_s03L_285,9,4,3,False,False,True,False,False,156,65,46,20,64,61,21,26,62,102,76,12,81
425,MC_SC_17_s03L_286,9,3,2,False,True,True,False,False,0,27,0,5,2,1,6,6,20,4,14,3,49
426,MC_SC_17_s03L_287,9,5,3,False,False,True,False,False,1,39,68,12,52,13,5,34,79,125,34,2,71
427,MC_SC_17_s03L_288,9,5,3,False,False,True,False,False,0,17,11,8,62,90,7,11,49,50,9,29,27
429,MC_SC_17_s03L_289,9,6,3,False,False,True,False,False,0,63,129,6,42,7,74,39,68,0,17,63,6
431,MC_SC_17_s03L_290,9,4,2,False,False,False,True,False,1,96,55,25,32,17,60,30,64,15,37,36,42
432,MC_SC_17_s03L_291,9,4,2,False,False,False,True,False,0,36,70,5,7,19,53,61,86,12,13,58,73
435,MC_SC_17_s03L_292,9,6,5,False,False,True,False,False,145,29,39,34,34,27,2,26,24,111,55,25,39
436,MC_SC_17_s03L_293,9,6,4,False,False,True,False,False,98,40,37,43,31,11,6,17,5,110,37,10,36
437,MC_SC_17_s03L_294,9,4,3,False,False,False,True,False,0,10,18,2,2,0,43,23,37,15,14,50,31
438,MC_SC_17_s03L_295,9,4,2,False,False,True,False,False,0,24,29,14,20,14,62,32,94,1,34,32,40
439,MC_SC_17_s03L_296,9,7,4,False,False,True,False,False,0,37,46,134,200,19,70,28,44,13,38,20,7
440,MC_SC_17_s03L_297,9,2,1,False,False,False,True,False,0,44,57,4,6,9,44,13,31,0,6,28,24
441,MC_SC_17_s03L_298,9,7,5,False,False,False,False,True,40,52,14,10,3,26,61,25,37,135,27,54,14
450,MC_SC_17_s03L_299,10,3,2,False,False,False,True,False,2,5,41,5,8,21,14,21,49,154,41,14,35
453,MC_SC_17_s03L_300,10,5,2,False,False,False,True,False,5,20,9,67,130,27,59,35,45,82,63,6,43
454,MC_SC_17_s03L_301,10,4,3,False,False,False,True,False,0,17,14,8,55,27,20,16,87,65,42,15,18
455,MC_SC_17_s03L_302,10,4,2,False,False,True,False,False,2,16,3,3,4,2,27,32,20,1,28,44,6
456,MC_SC_17_s03L_303,10,5,3,False,False,True,False,False,5,61,22,13,50,12,91,46,40,89,62,33,3
457,MC_SC_17_s03L_304,10,5,4,False,False,False,False,True,291,15,5,5,60,25,54,8,7,2,14,199,37
458,MC_SC_17_s03L_305,10,3,3,False,False,True,False,False,79,17,13,5,1,33,17,20,22,0,8,26,13
459,MC_SC_17_s03L_306,10,4,3,False,False,True,False,False,0,24,5,13,3,0,0,25,27,57,12,5,1
461,MC_SC_17_s03L_307,10,4,3,False,False,False,True,False,0,13,33,3,2,11,23,7,26,87,40,12,35
462,MC_SC_17_s03L_308,10,4,2,False,False,True,False,False,1,75,48,8,23,11,11,6,56,26,13,0,49
464,MC_SC_17_s03L_309,10,4,2,False,False,True,False,False,101,3,40,9,2,61,20,65,58,30,10,66,49
465,MC_SC_17_s03L_310,10,4,2,False,False,True,False,False,2,75,69,25,8,12,7,43,65,97,39,10,47
467,MC_SC_17_s03L_311,10,2,1,False,False,False,True,False,0,34,4,29,12,4,10,4,9,0,12,22,40
468,MC_SC_17_s03L_312,10,5,3,False,True,True,False,False,78,20,16,2,39,12,6,28,8,9,40,25,32
471,MC_SC_17_s03L_313,10,4,3,False,False,False,True,False,1,22,24,2,5,81,33,24,58,8,16,58,25
472,MC_SC_17_s03L_314,10,4,2,False,False,True,False,False,0,117,25,7,80,106,27,39,106,22,46,53,6
473,MC_SC_17_s03L_315,10,4,3,False,False,True,False,False,81,6,5,53,71,11,5,23,19,34,30,53,17
474,MC_SC_17_s03L_316,10,5,4,False,False,True,False,False,79,24,11,1,5,19,0,14,9,46,23,30,43
475,MC_SC_17_s03L_317,10,7,3,False,False,True,False,False,0,21,26,13,43,27,60,15,43,69,17,9,39
476,MC_SC_17_s03L_318,10,7,4,False,False,True,False,False,143,49,34,77,88,21,2,13,3,144,49,21,34
477,MC_SC_17_s03L_319,10,2,1,False,False,False,True,False,0,12,5,17,9,4,13,5,4,5,3,19,18
478,MC_SC_17_s03L_320,10,4,2,False,False,False,True,False,0,25,18,11,22,41,33,33,91,240,52,10,66
479,MC_SC_17_s03L_321,10,4,2,False,False,False,True,False,2,26,19,6,2,4,45,25,47,24,25,77,58
480,MC_SC_17_s03L_322,10,4,3,False,False,False,True,False,1,15,40,3,23,25,59,19,2,48,28,100,58
481,MC_SC_17_s03L_323,10,2,1,False,False,False,True,False,1,27,6,74,35,17,17,17,17,5,8,28,29
482,MC_SC_17_s03L_324,10,3,2,False,False,True,False,False,1,7,16,59,2,0,16,6,19,3,7,49,1
483,MC_SC_17_s03L_325,10,5,3,False,False,False,True,False,0,21,34,2,0,7,2,12,10,24,8,34,24
484,MC_SC_17_s03L_326,10,3,2,False,False,False,True,False,2,9,7,5,1,2,10,8,13,13,5,1,1
485,MC_SC_17_s03L_327,10,7,6,False,False,False,True,False,0,50,25,1,35,30,43,21,0,14,14,79,46
486,MC_SC_17_s03L_328,10,4,3,False,False,True,False,False,0,2,11,13,16,61,2,31,21,0,6,5,18
488,MC_SC_17_s03L_329,10,5,4,False,False,False,True,False,0,46,11,78,51,26,50,23,51,3,34,64,50
489,MC_SC_17_s03L_330,10,5,3,False,False,False,True,False,1,12,41,4,24,28,56,9,2,25,12,33,46
490,MC_SC_17_s03L_331,10,7,4,False,False,True,False,False,120,39,40,74,97,16,3,18,24,114,89,14,54
491,MC_SC_17_s03L_332,10,3,2,False,False,False,True,False,0,5,20,1,0,0,3,4,13,0,14,0,5
492,MC_SC_17_s03L_333,10,2,1,False,False,True,False,False,0,16,31,39,27,2,38,23,17,7,32,33,7
493,MC_SC_17_s03L_334,10,2,2,False,False,False,True,False,0,5,22,7,0,0,12,12,14,2,19,0,2
494,MC_SC_17_s03L_335,11,4,2,False,False,True,False,False,0,7,24,2,33,38,0,6,15,0,11,7,10
497,MC_SC_17_s03L_336,11,2,1,False,False,True,True,False,1,7,6,4,2,1,8,14,1,2,5,17,0
498,MC_SC_17_s03L_337,11,3,3,False,False,True,False,False,1,22,9,4,14,31,29,14,21,0,8,55,1
501,MC_SC_17_s03L_338,11,3,2,False,False,True,False,False,37,1,6,1,35,8,9,4,26,0,1,2,0
504,MC_SC_17_s03L_339,11,5,3,False,False,True,False,False,0,21,62,30,159,20,22,20,53,55,34,29,11
505,MC_SC_17_s03L_340,11,5,3,False,False,True,False,False,0,57,34,15,78,16,0,22,36,18,18,13,6
507,MC_SC_17_s03L_341,11,5,2,False,False,True,False,False,5,41,1,2,11,8,35,24,50,42,31,21,55
509,MC_SC_17_s03L_342,11,5,3,False,False,True,False,False,75,27,61,31,114,25,48,11,70,65,19,50,80
510,MC_SC_17_s03L_343,11,6,2,False,False,True,False,False,22,19,43,6,21,86,113,50,75,77,72,24,44
511,MC_SC_17_s03L_344,11,5,2,False,False,True,False,False,0,54,49,55,103,42,4,40,73,158,104,13,30
512,MC_SC_17_s03L_345,11,4,2,False,False,True,False,False,45,15,8,5,4,7,11,28,0,17,24,38,73
514,MC_SC_17_s03L_346,11,3,3,False,False,True,False,False,40,26,1,51,13,8,17,22,3,0,0,54,2
515,MC_SC_17_s03L_347,11,4,3,False,False,True,False,False,75,7,31,2,6,46,8,62,18,14,12,78,56
516,MC_SC_17_s03L_348,11,6,3,False,False,False,True,False,0,82,32,2,1,99,66,19,66,85,68,8,11
517,MC_SC_17_s03L_349,11,3,1,False,False,True,False,False,4,41,3,4,3,12,7,6,9,25,12,1,24
519,MC_SC_17_s03L_350,11,3,2,False,False,True,False,False,54,11,9,1,30,1,2,21,0,0,4,16,23
521,MC_SC_17_s03L_351,11,4,3,False,False,True,False,False,19,14,17,4,87,7,22,14,19,5,35,24,13
522,MC_SC_17_s03L_352,11,5,3,False,False,False,True,False,0,46,44,9,3,22,18,14,3,67,19,16,6
523,MC_SC_17_s03L_353,11,4,2,False,False,True,False,False,1,1,0,49,6,33,1,50,27,5,16,52,31
524,MC_SC_17_s03L_354,11,5,3,False,False,True,False,False,41,10,7,1,25,11,24,15,21,0,17,10,12
526,MC_SC_17_s03L_355,11,5,3,False,False,False,True,False,0,52,12,22,2,31,3,17,10,20,28,2,12
527,MC_SC_17_s03L_356,11,6,4,False,False,True,False,False,0,16,12,48,61,1,21,10,1,32,5,24,4
528,MC_SC_17_s03L_357,11,5,3,False,False,False,True,False,0,11,59,7,6,39,7,24,65,36,41,51,35
530,MC_SC_17_s03L_358,11,3,3,False,False,True,False,False,1,68,86,16,19,17,21,59,96,12,40,18,93
531,MC_SC_17_s03L_359,11,3,1,False,False,False,True,False,0,2,31,1,1,0,32,13,9,9,13,20,2
532,MC_SC_17_s03L_360,11,2,1,False,False,False,True,False,1,15,2,5,0,6,27,14,2,3,10,38,1
533,MC_SC_17_s03L_361,11,7,5,False,False,False,True,False,4,30,2,61,3,11,14,18,24,0,12,42,17
535,MC_SC_17_s03L_362,11,4,2,False,False,False,True,False,1,82,22,31,1,13,37,23,16,0,11,38,42
536,MC_SC_17_s03L_363,11,6,1,False,False,False,True,False,0,0,2,2,19,0,0,4,0,6,0,15,7
537,MC_SC_17_s03L_364,11,3,2,False,False,False,True,False,0,36,68,0,14,43,37,14,29,3,11,67,37
538,MC_SC_17_s03L_365,11,2,1,False,False,False,True,False,2,11,28,4,0,0,23,12,15,0,4,28,20
539,MC_SC_17_s03L_366,11,1,1,False,False,False,True,False,0,0,18,0,1,0,8,3,1,0,0,9,11
541,MC_SC_17_s03L_367,11,3,2,False,False,False,True,False,0,18,55,1,24,26,73,7,4,11,13,40,39
543,MC_SC_17_s03L_368,11,6,4,False,False,False,True,False,0,28,48,2,2,46,5,30,1,100,51,36,11
544,MC_SC_17_s03L_369,11,6,4,False,False,False,False,True,75,53,7,9,3,33,4,22,51,154,41,13,34
545,MC_SC_17_s03L_370,11,2,2,False,False,False,True,False,0,30,48,13,7,9,77,36,42,4,9,58,37
546,MC_SC_17_s03L_371,11,5,2,False,False,False,False,True,134,60,3,28,69,12,1,8,55,23,9,201,97
547,MC_SC_17_s03L_372,12,5,2,False,False,False,True,False,0,16,30,0,0,13,8,10,15,6,5,23,0
548,MC_SC_17_s03L_373,12,5,2,False,False,True,False,False,30,8,1,3,31,9,2,1,24,0,6,8,1
550,MC_SC_17_s03L_374,12,3,2,False,False,False,True,False,1,0,14,1,5,1,11,2,1,0,10,22,18
553,MC_SC_17_s03L_375,12,4,3,False,False,True,False,False,2,69,8,5,7,0,1,21,48,0,9,59,4
555,MC_SC_17_s03L_376,12,5,2,False,False,True,False,False,1,68,20,4,8,0,3,36,52,42,29,44,2
558,MC_SC_17_s03L_377,12,6,3,True,False,False,True,False,2,13,29,15,53,35,29,21,38,95,40,24,32
560,MC_SC_17_s03L_378,12,4,3,False,False,True,False,False,80,2,15,12,23,30,31,18,19,6,33,32,41
561,MC_SC_17_s03L_379,12,3,2,False,False,False,True,False,0,38,12,51,42,10,70,10,30,21,28,37,51
562,MC_SC_17_s03L_380,12,4,2,False,False,False,True,False,0,10,1,3,0,14,2,8,18,0,20,20,7
563,MC_SC_17_s03L_381,12,3,2,False,False,True,False,False,28,31,15,0,25,0,3,18,0,7,6,11,27
564,MC_SC_17_s03L_382,12,10,3,False,False,False,True,False,1,69,7,11,3,108,52,21,62,124,50,7,15
565,MC_SC_17_s03L_383,12,5,3,False,False,True,False,False,113,66,32,89,133,34,15,25,11,60,55,16,23
566,MC_SC_17_s03L_384,12,3,2,False,False,True,False,False,0,32,6,23,5,6,0,16,34,16,28,22,9
567,MC_SC_17_s03L_385,12,6,3,False,False,True,False,False,5,47,77,67,89,39,8,35,64,149,65,6,40
568,MC_SC_17_s03L_386,12,2,1,False,False,True,False,False,0,28,2,2,0,37,10,17,15,0,7,32,0
569,MC_SC_17_s03L_387,12,5,4,False,False,True,False,False,0,45,15,1,10,33,3,6,25,4,17,27,3
570,MC_SC_17_s03L_388,12,7,6,False,False,True,False,False,4,67,3,7,8,0,5,30,52,24,9,48,2
571,MC_SC_17_s03L_389,12,5,3,False,False,True,False,False,0,83,30,1,12,0,22,15,66,18,17,20,3
572,MC_SC_17_s03L_390,12,6,4,False,False,True,False,False,4,228,159,10,85,35,65,43,131,205,119,40,12
574,MC_SC_17_s03L_391,12,4,3,False,False,False,True,False,0,30,9,7,66,0,2,12,2,43,14,27,41
575,MC_SC_17_s03L_392,12,8,5,False,False,False,True,False,0,54,33,6,25,3,10,4,29,63,33,3,31
576,MC_SC_17_s03L_393,12,5,3,False,False,True,False,False,75,7,1,6,24,11,10,9,27,0,14,13,2
577,MC_SC_17_s03L_394,12,4,3,False,False,True,False,False,0,28,79,4,196,10,20,4,73,8,44,39,57
579,MC_SC_17_s03L_395,12,5,3,False,False,False,True,False,0,38,34,1,36,85,50,20,31,5,41,22,18
580,MC_SC_17_s03L_396,12,4,3,False,False,True,False,False,0,21,3,5,8,5,0,10,28,2,8,0,3
581,MC_SC_17_s03L_397,12,5,4,False,False,True,False,False,21,23,9,2,55,7,13,10,29,0,16,19,1
583,MC_SC_17_s03L_398,12,4,2,False,False,False,True,False,0,5,21,15,3,8,5,15,32,8,27,17,16
588,MC_SC_17_s03L_399,12,3,3,False,False,False,True,False,0,5,16,1,7,26,11,15,24,39,6,28,24
589,MC_SC_17_s03L_400,12,4,2,False,False,False,True,False,0,12,8,3,2,16,13,21,32,38,11,17,24
590,MC_SC_17_s03L_401,12,5,3,False,False,False,True,False,2,34,2,10,1,20,3,13,1,65,23,26,32
591,MC_SC_17_s03L_402,12,3,2,False,False,False,True,False,2,16,28,0,34,25,61,17,3,37,11,48,27
592,MC_SC_17_s03L_403,12,5,3,False,False,True,False,False,56,16,22,23,53,1,59,40,20,0,31,49,18
593,MC_SC_17_s03L_404,12,3,1,False,False,True,False,False,90,36,41,87,66,3,23,16,3,7,20,25,16
595,MC_SC_17_s03L_405,12,5,4,False,False,True,False,False,89,20,26,51,37,9,0,25,0,13,18,79,22
596,MC_SC_17_s03L_406,12,4,2,False,False,False,True,False,0,13,48,2,44,46,57,21,9,48,10,51,54
597,MC_SC_17_s03L_407,12,5,4,False,False,True,False,False,70,17,39,7,31,5,54,56,27,18,40,35,24
598,MC_SC_17_s03L_408,12,4,2,False,False,False,True,False,1,12,5,7,2,13,31,28,2,37,18,27,4
599,MC_SC_17_s03L_409,12,5,3,False,False,True,False,False,0,10,8,37,1,105,41,44,33,8,5,60,47
600,MC_SC_17_s03L_410,12,3,2,False,False,True,False,False,52,29,3,14,13,0,1,6,3,14,16,7,19
601,MC_SC_17_s03L_411,12,7,2,False,False,False,True,False,0,31,41,16,93,46,28,14,51,96,27,19,16
602,MC_SC_17_s03L_412,12,6,4,False,False,True,False,False,0,39,97,16,82,65,8,26,108,86,12,48,13
603,MC_SC_17_s03L_413,12,5,3,False,True,False,True,False,0,26,21,4,1,49,39,30,3,16,15,47,3
604,MC_SC_17_s03L_414,12,7,3,False,False,False,True,False,0,29,31,5,45,34,9,7,37,3,34,4,5
605,MC_SC_17_s03L_415,12,3,2,False,False,False,True,False,1,15,6,6,0,0,6,6,4,5,12,0,0
606,MC_SC_17_s03L_416,12,5,2,False,False,True,False,False,164,64,67,133,91,33,68,59,10,6,41,59,45
607,MC_SC_17_s03L_417,12,5,3,False,False,False,True,False,0,65,10,32,0,7,11,17,14,0,27,32,29
608,MC_SC_17_s03L_418,12,2,1,False,False,True,False,False,0,16,23,29,5,2,29,19,9,0,11,34,1
609,MC_SC_17_s03L_419,12,2,2,False,False,False,True,False,0,49,3,66,27,10,20,25,30,0,16,49,37
610,MC_SC_17_s03L_420,12,4,2,False,True,True,False,False,1,27,79,8,93,82,4,20,57,12,15,73,21
611,MC_SC_17_s03L_421,12,7,5,False,False,False,False,True,80,13,27,0,0,9,5,13,15,15,24,19,4
612,MC_SC_17_s03L_422,12,4,3,False,False,False,True,False,0,51,31,23,24,31,60,17,48,22,34,40,44
613,MC_SC_17_s03L_423,13,5,3,False,False,True,True,False,46,4,2,1,0,4,29,19,8,1,1,6,17
614,MC_SC_17_s03L_424,13,3,2,False,False,False,True,False,6,8,9,18,0,4,12,24,1,5,2,6,2
617,MC_SC_17_s03L_425,13,4,2,False,False,False,True,False,2,22,9,11,1,4,13,13,0,2,4,17,0
620,MC_SC_17_s03L_426,13,5,3,False,False,True,False,False,2,78,19,2,1,0,18,33,96,1,5,17,3
622,MC_SC_17_s03L_427,13,3,2,False,False,False,True,False,1,8,1,2,1,20,43,18,51,4,23,137,5
623,MC_SC_17_s03L_428,13,7,2,False,False,True,False,False,0,3,10,0,48,27,3,3,23,2,2,13,3
625,MC_SC_17_s03L_429,13,3,2,False,False,True,False,False,10,50,14,23,26,21,39,23,12,116,24,19,95
628,MC_SC_17_s03L_430,13,8,5,False,False,False,True,False,4,5,0,2,28,12,36,8,48,13,9,95,7
629,MC_SC_17_s03L_431,13,9,5,False,False,False,True,False,1,97,10,4,9,74,40,25,46,107,39,10,19
631,MC_SC_17_s03L_432,13,8,6,False,False,False,True,False,7,75,7,37,13,35,5,10,2,106,47,41,53
632,MC_SC_17_s03L_433,13,3,2,False,False,True,False,False,25,5,1,4,11,7,11,15,13,0,27,17,24
635,MC_SC_17_s03L_434,13,4,2,False,False,False,True,False,0,63,45,3,34,56,23,12,32,35,19,19,27
636,MC_SC_17_s03L_435,13,6,4,False,False,False,True,False,0,81,72,1,31,2,19,11,45,74,22,4,46
637,MC_SC_17_s03L_436,13,4,3,False,False,True,False,False,0,32,62,13,3,7,8,20,39,7,23,100,16
638,MC_SC_17_s03L_437,13,4,2,False,False,True,False,False,90,32,33,31,25,9,16,2,19,12,30,7,9
640,MC_SC_17_s03L_438,13,3,1,False,False,True,False,False,0,27,6,0,5,2,6,10,12,29,13,2,18
641,MC_SC_17_s03L_439,13,5,3,False,False,False,True,False,0,52,34,0,24,54,49,17,47,18,24,15,20
642,MC_SC_17_s03L_440,13,3,2,False,False,True,False,False,0,23,1,0,10,0,12,8,30,0,13,71,0
643,MC_SC_17_s03L_441,13,7,4,False,False,True,False,False,0,29,13,11,79,3,5,15,38,19,22,8,10
646,MC_SC_17_s03L_442,13,9,4,False,False,False,True,False,2,21,38,15,10,27,4,26,1,74,46,24,10
647,MC_SC_17_s03L_443,13,6,2,False,False,True,False,False,4,2,5,42,41,1,25,20,0,3,24,20,3
649,MC_SC_17_s03L_444,13,7,5,False,False,False,True,False,2,23,17,14,6,18,15,20,3,67,47,39,3
650,MC_SC_17_s03L_445,13,4,2,False,False,False,True,False,0,12,0,9,1,28,9,5,53,17,19,99,7
652,MC_SC_17_s03L_446,13,4,2,False,False,True,False,False,0,38,4,3,52,38,35,30,84,15,13,99,1
653,MC_SC_17_s03L_447,13,6,4,False,False,True,True,True,1,17,6,16,0,12,2,9,0,60,18,10,6
655,MC_SC_17_s03L_448,13,3,2,False,True,True,False,False,17,4,0,3,2,8,7,11,15,8,2,8,14
656,MC_SC_17_s03L_449,13,6,3,False,False,False,True,False,0,25,78,2,22,25,46,5,3,33,13,19,19
658,MC_SC_17_s03L_450,13,6,3,False,False,True,True,False,0,21,26,2,9,26,10,13,36,38,21,56,23
659,MC_SC_17_s03L_451,13,4,2,False,False,True,True,False,0,24,27,15,27,8,28,36,68,30,14,20,40
660,MC_SC_17_s03L_452,13,4,3,False,False,False,True,False,1,7,14,1,0,10,25,9,45,2,24,81,0
661,MC_SC_17_s03L_453,13,3,2,False,False,False,True,False,0,21,35,6,10,41,1,24,34,85,24,26,20
663,MC_SC_17_s03L_454,13,5,3,False,False,True,False,False,73,35,4,82,39,0,2,12,0,4,12,26,6
664,MC_SC_17_s03L_455,13,3,2,False,False,False,True,False,0,16,22,2,2,9,28,38,24,0,12,75,48
665,MC_SC_17_s03L_456,13,3,3,False,False,True,False,False,0,8,67,3,26,16,11,12,39,0,46,20,46
667,MC_SC_17_s03L_457,13,3,3,False,False,False,True,False,0,10,24,1,0,0,15,1,16,0,10,3,0
669,MC_SC_17_s03L_458,13,6,3,False,False,False,True,False,0,50,37,17,8,12,32,10,26,7,9,37,36
670,MC_SC_17_s03L_459,13,12,3,False,False,False,True,False,0,26,69,2,214,32,12,49,108,308,92,15,12
671,MC_SC_17_s03L_460,13,4,3,False,False,False,True,False,1,15,14,8,0,3,34,13,11,8,2,71,38
672,MC_SC_17_s03L_461,13,6,4,False,False,False,False,True,99,40,18,8,13,15,50,22,47,196,44,39,54
673,MC_SC_17_s03L_462,13,5,3,False,False,False,True,False,0,61,56,6,1,19,41,25,42,4,8,34,34
675,MC_SC_17_s03L_463,14,4,3,False,False,True,False,False,64,11,0,0,14,1,5,9,7,0,1,37,27
676,MC_SC_17_s03L_464,14,4,2,False,False,False,True,False,1,1,8,0,0,1,0,0,0,0,4,4,0
680,MC_SC_17_s03L_465,14,2,1,False,False,True,True,False,3,20,6,15,0,20,2,5,0,0,16,35,12
681,MC_SC_17_s03L_466,14,5,4,False,False,False,True,False,0,44,7,4,0,10,5,4,37,0,16,75,7
684,MC_SC_17_s03L_467,14,4,2,False,False,True,False,False,0,13,2,0,1,2,19,17,17,18,29,6,29
