Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,phox2b,ralyl,slc17a6,tenm2,ebf3,pcp4,slc32a1,tshz2,alcam,celf2,meis2,rph3a,robo1,slc5a7,syt1,zfhx3,Area
3831,MC_SC_17_s03L_3831,12,2,2,0,7,0,7,0,13,6,0,4,0,2,4,0,1,5,1,672.0
3832,MC_SC_17_s03L_3832,12,6,4,42,13,0,3,0,19,3,1,1,1,0,18,5,5,4,2,2027.0
3833,MC_SC_17_s03L_3833,12,7,4,91,56,5,16,0,1,3,3,14,5,1,57,7,36,3,2,5381.0
3834,MC_SC_17_s03L_3834,12,6,4,59,21,3,7,0,3,7,0,0,0,0,5,2,18,1,2,2906.0
3835,MC_SC_17_s03L_3835,12,1,1,0,1,0,4,0,2,7,0,1,0,0,7,0,0,0,0,435.0
3836,MC_SC_17_s03L_3836,12,3,1,0,10,0,15,3,7,0,0,2,2,0,0,1,0,0,0,806.0
3837,MC_SC_17_s03L_3837,12,8,3,58,25,1,14,0,11,3,2,2,7,2,42,3,85,2,4,1964.0
3838,MC_SC_17_s03L_3838,12,7,3,0,37,4,115,0,72,134,1,9,5,1,9,30,13,49,12,4097.0
3839,MC_SC_17_s03L_3839,12,6,3,56,13,0,2,0,11,0,2,37,3,3,22,2,42,4,3,2558.0
3840,MC_SC_17_s03L_3840,12,1,1,0,0,0,0,0,10,10,0,0,0,0,1,0,0,5,0,816.0
3841,MC_SC_17_s03L_3841,12,7,3,0,3,0,12,0,4,1,2,0,4,0,0,0,0,0,0,511.0
3842,MC_SC_17_s03L_3842,12,1,1,0,3,0,0,15,6,1,0,0,0,5,0,0,0,0,0,371.0
3843,MC_SC_17_s03L_3843,12,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,323.0
3844,MC_SC_17_s03L_3844,12,7,5,52,18,0,5,0,5,1,0,4,0,0,7,0,18,5,1,2954.0
3845,MC_SC_17_s03L_3845,12,6,5,30,15,1,3,0,2,0,0,2,0,1,11,0,50,0,1,2602.0
3846,MC_SC_17_s03L_3846,12,10,6,0,7,4,33,0,90,89,3,0,0,4,12,6,13,47,8,2527.0
3847,MC_SC_17_s03L_3847,12,4,2,0,5,0,12,0,6,0,1,0,0,0,0,0,0,2,1,1878.0
3848,MC_SC_17_s03L_3848,12,4,2,0,43,1,30,0,2,18,0,2,12,3,36,0,3,4,2,1800.0
3849,MC_SC_17_s03L_3849,12,5,3,0,9,0,38,0,1,29,0,5,2,3,2,1,0,33,12,1243.0
3850,MC_SC_17_s03L_3850,12,9,6,0,2,0,7,0,2,5,0,1,0,0,6,0,0,1,0,871.0
3851,MC_SC_17_s03L_3851,12,8,3,36,16,1,59,0,3,0,0,11,0,0,0,4,3,3,2,3091.0
3852,MC_SC_17_s03L_3852,12,8,3,34,16,0,5,0,77,3,0,4,1,3,11,4,46,3,1,2666.0
3853,MC_SC_17_s03L_3853,12,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,459.0
3854,MC_SC_17_s03L_3854,12,7,3,75,16,1,95,0,8,6,1,11,1,0,7,2,57,8,0,3270.0
3855,MC_SC_17_s03L_3855,12,1,1,12,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,970.0
3856,MC_SC_17_s03L_3856,12,8,3,93,27,0,32,0,20,1,0,18,1,1,0,10,15,3,0,4687.0
3857,MC_SC_17_s03L_3857,12,7,3,33,14,6,27,0,10,8,0,11,4,6,3,1,25,3,0,2058.0
3858,MC_SC_17_s03L_3858,12,12,7,53,24,3,40,3,14,3,2,3,1,1,0,1,50,2,1,2677.0
3859,MC_SC_17_s03L_3859,12,3,2,0,10,0,17,0,1,6,0,5,0,1,1,1,0,0,3,1002.0
3860,MC_SC_17_s03L_3860,12,4,3,0,31,0,45,0,12,28,3,20,0,2,0,6,9,35,9,3400.0
3861,MC_SC_17_s03L_3861,12,5,3,0,4,0,35,1,0,7,0,4,2,5,0,2,0,0,0,1050.0
3862,MC_SC_17_s03L_3862,12,1,1,3,0,0,7,0,0,0,0,0,0,1,3,0,0,0,0,807.0
3863,MC_SC_17_s03L_3863,12,2,1,0,8,0,5,19,3,5,1,0,0,0,0,0,0,1,0,451.0
3864,MC_SC_17_s03L_3864,12,2,2,15,10,0,4,0,2,0,0,0,0,0,0,0,0,0,0,941.0
3865,MC_SC_17_s03L_3865,12,7,4,0,39,4,2,0,53,167,2,19,4,8,15,1,6,37,3,3052.0
3866,MC_SC_17_s03L_3866,12,5,3,39,19,4,66,0,5,5,2,6,1,4,1,4,9,5,0,3070.0
3867,MC_SC_17_s03L_3867,12,4,2,0,3,0,10,0,2,0,2,0,1,3,2,0,0,0,0,503.0
3868,MC_SC_17_s03L_3868,12,2,1,0,7,0,11,21,2,11,0,2,0,1,0,0,0,1,0,558.0
3869,MC_SC_17_s03L_3869,12,2,2,0,2,0,1,0,9,14,2,0,1,1,0,0,0,2,0,698.0
3870,MC_SC_17_s03L_3870,12,8,6,26,9,3,19,0,2,5,0,0,0,0,22,0,17,1,0,1015.0
3871,MC_SC_17_s03L_3871,12,4,3,0,21,0,16,0,37,42,2,4,3,0,3,0,0,7,2,2774.0
3872,MC_SC_17_s03L_3872,12,13,10,1,57,0,76,1,131,145,3,2,2,7,141,5,0,0,4,4175.0
3873,MC_SC_17_s03L_3873,12,6,3,0,40,0,0,0,75,38,3,12,1,12,0,0,7,21,6,1533.0
3874,MC_SC_17_s03L_3874,12,4,3,0,16,0,0,0,20,23,0,6,0,1,0,0,0,3,0,400.0
3875,MC_SC_17_s03L_3875,12,3,2,0,13,0,9,0,18,14,0,0,1,1,2,1,0,3,0,1114.0
3876,MC_SC_17_s03L_3876,12,2,2,0,6,0,9,0,5,2,1,0,2,4,4,2,0,1,0,648.0
3877,MC_SC_17_s03L_3877,12,2,2,0,3,0,7,0,6,8,0,0,2,2,5,1,0,0,0,669.0
3878,MC_SC_17_s03L_3878,12,8,5,0,113,17,94,0,43,190,3,71,1,15,135,10,30,7,6,4393.0
3879,MC_SC_17_s03L_3879,12,16,12,44,52,0,47,0,4,6,0,8,1,0,98,8,34,7,1,2483.0
3880,MC_SC_17_s03L_3880,12,6,3,0,53,0,3,1,91,73,7,15,1,8,0,2,6,63,12,1960.0
3881,MC_SC_17_s03L_3881,12,4,4,0,5,3,8,0,11,16,0,5,1,0,0,0,3,4,0,746.0
3882,MC_SC_17_s03L_3882,12,2,2,0,2,0,1,2,0,3,0,5,1,1,2,0,0,0,0,472.0
3883,MC_SC_17_s03L_3883,12,2,1,0,3,3,2,0,5,27,0,4,0,0,16,1,11,0,0,278.0
3884,MC_SC_17_s03L_3884,12,4,2,0,7,0,19,0,1,9,0,11,3,1,39,4,0,0,1,859.0
3885,MC_SC_17_s03L_3885,12,2,1,0,0,0,4,3,0,2,0,5,3,3,1,0,0,0,0,471.0
3886,MC_SC_17_s03L_3886,12,5,3,79,32,0,70,0,14,0,0,10,3,0,47,8,51,4,1,4716.0
3887,MC_SC_17_s03L_3887,12,3,2,0,24,2,11,0,1,5,0,0,1,0,1,3,2,0,0,565.0
3888,MC_SC_17_s03L_3888,12,7,3,36,11,1,19,0,4,2,0,3,0,1,32,7,54,0,1,2907.0
3889,MC_SC_17_s03L_3889,12,10,3,0,19,0,1,0,61,59,4,4,1,4,1,2,4,36,11,1590.0
3890,MC_SC_17_s03L_3890,12,1,1,20,9,0,10,0,1,0,0,2,0,1,17,0,15,0,0,476.0
3891,MC_SC_17_s03L_3891,12,3,2,49,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,496.0
3892,MC_SC_17_s03L_3892,12,2,1,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,624.0
3893,MC_SC_17_s03L_3893,12,1,1,11,9,0,3,0,0,0,0,3,0,0,2,0,20,0,0,736.0
3894,MC_SC_17_s03L_3894,12,12,4,40,16,7,28,0,6,11,0,19,0,0,47,3,64,0,1,1669.0
3895,MC_SC_17_s03L_3895,12,11,7,0,10,1,0,0,42,58,0,1,4,0,6,3,1,0,4,2870.0
3896,MC_SC_17_s03L_3896,12,10,8,46,39,4,37,0,9,0,0,2,1,0,25,3,9,3,0,2234.0
3897,MC_SC_17_s03L_3897,12,2,1,0,1,0,7,1,2,0,1,0,1,1,0,0,0,0,0,620.0
3898,MC_SC_17_s03L_3898,12,1,1,46,2,1,3,0,0,0,0,5,0,0,0,0,0,0,0,445.0
3899,MC_SC_17_s03L_3899,12,1,1,2,0,0,2,0,0,0,0,1,0,0,8,1,1,0,0,170.0
3900,MC_SC_17_s03L_3900,12,2,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,243.0
3901,MC_SC_17_s03L_3901,12,4,3,60,9,0,15,0,25,2,0,0,2,2,27,5,28,1,4,1641.0
3902,MC_SC_17_s03L_3902,12,5,5,0,6,0,12,0,0,1,0,0,0,0,0,0,0,0,0,388.0
3903,MC_SC_17_s03L_3903,12,2,2,0,0,0,7,0,2,17,0,5,0,0,16,0,0,0,4,470.0
3904,MC_SC_17_s03L_3904,12,2,1,0,0,0,18,0,1,6,0,1,5,0,1,1,0,1,3,294.0
3905,MC_SC_17_s03L_3905,13,2,1,0,1,0,2,3,7,1,0,0,2,0,0,0,0,0,0,263.0
3906,MC_SC_17_s03L_3906,13,7,2,44,3,5,4,0,30,1,0,0,0,0,0,0,0,0,0,588.0
3907,MC_SC_17_s03L_3907,13,7,6,20,0,0,3,1,14,0,0,6,2,0,9,1,1,0,0,340.0
3908,MC_SC_17_s03L_3908,13,4,3,1,3,10,36,0,26,1,0,2,9,0,27,0,2,3,1,1608.0
3909,MC_SC_17_s03L_3909,13,7,5,0,1,0,10,0,20,4,0,0,2,0,1,0,0,0,0,1351.0
3910,MC_SC_17_s03L_3910,13,8,6,0,2,0,15,0,0,5,0,7,1,7,10,0,0,2,0,437.0
3911,MC_SC_17_s03L_3911,13,8,2,0,3,4,29,3,52,1,0,2,3,1,0,0,2,18,0,1136.0
3912,MC_SC_17_s03L_3912,13,9,2,42,4,2,12,19,22,1,0,7,7,0,0,0,3,0,0,938.0
3913,MC_SC_17_s03L_3913,13,1,1,0,1,2,5,2,20,1,0,0,1,0,1,0,0,11,0,538.0
3914,MC_SC_17_s03L_3914,13,4,2,41,0,0,21,3,34,0,0,0,0,0,0,1,0,0,0,1296.0
3915,MC_SC_17_s03L_3915,13,4,2,0,0,1,25,0,13,13,0,1,0,3,0,2,0,3,1,664.0
3916,MC_SC_17_s03L_3916,13,8,2,0,0,0,10,0,0,9,0,0,1,3,3,0,0,1,0,572.0
3917,MC_SC_17_s03L_3917,13,8,5,0,5,0,18,12,27,21,0,3,0,1,5,0,0,0,0,901.0
3918,MC_SC_17_s03L_3918,13,4,2,0,0,0,16,0,14,9,0,0,0,4,0,0,1,4,4,399.0
3919,MC_SC_17_s03L_3919,13,4,2,0,13,2,38,0,28,0,0,1,2,0,0,6,0,0,1,1100.0
3920,MC_SC_17_s03L_3920,13,8,6,0,0,5,10,0,11,4,0,1,2,0,8,0,0,0,0,1321.0
3921,MC_SC_17_s03L_3921,13,3,1,23,3,0,7,2,21,0,0,2,0,0,0,0,0,0,0,979.0
3922,MC_SC_17_s03L_3922,13,7,3,0,9,14,21,0,17,5,0,0,1,1,23,0,0,0,0,1487.0
3923,MC_SC_17_s03L_3923,13,2,2,0,1,2,3,0,18,17,0,0,0,0,6,0,8,0,0,577.0
3924,MC_SC_17_s03L_3924,13,6,4,48,1,2,6,9,19,0,2,2,0,0,0,0,1,1,0,2335.0
3925,MC_SC_17_s03L_3925,13,8,3,0,13,0,39,5,2,20,0,2,5,4,19,0,3,9,0,789.0
3926,MC_SC_17_s03L_3926,13,2,2,28,1,0,5,0,0,0,0,1,1,0,0,0,0,0,0,505.0
3927,MC_SC_17_s03L_3927,13,3,2,0,3,0,6,4,1,1,4,0,1,0,0,0,0,0,0,1180.0
3928,MC_SC_17_s03L_3928,13,6,3,0,3,1,16,0,1,20,0,2,0,1,5,2,0,0,0,909.0
3929,MC_SC_17_s03L_3929,13,4,2,0,1,0,23,7,0,10,0,2,1,0,0,2,0,5,0,424.0
3930,MC_SC_17_s03L_3930,13,8,3,0,14,25,41,2,18,2,0,5,1,2,23,0,0,2,0,1537.0
3931,MC_SC_17_s03L_3931,13,7,5,0,6,0,14,0,0,13,2,1,2,4,3,0,0,3,0,466.0
3932,MC_SC_17_s03L_3932,13,7,5,0,2,13,27,0,19,2,0,0,1,0,8,0,0,0,0,705.0
3933,MC_SC_17_s03L_3933,13,3,2,0,6,0,19,5,4,19,0,0,2,0,2,1,0,2,0,1122.0
3934,MC_SC_17_s03L_3934,13,6,3,2,8,13,63,0,72,5,0,0,2,1,24,2,3,1,4,3067.0
3935,MC_SC_17_s03L_3935,13,5,4,0,2,0,19,7,4,13,1,0,1,0,4,0,0,0,0,940.0
3936,MC_SC_17_s03L_3936,13,4,2,0,1,12,25,0,23,0,0,0,3,1,0,2,0,0,2,905.0
3937,MC_SC_17_s03L_3937,13,4,2,0,5,0,30,1,0,9,0,1,1,3,3,0,0,8,0,538.0
3938,MC_SC_17_s03L_3938,13,17,11,1,15,17,16,0,23,48,0,0,0,0,15,3,22,0,0,3413.0
3939,MC_SC_17_s03L_3939,13,5,2,1,4,0,13,7,0,10,3,1,3,0,0,1,0,1,0,1140.0
3940,MC_SC_17_s03L_3940,13,2,1,0,5,0,12,0,0,0,0,0,0,0,1,0,0,0,1,454.0
3941,MC_SC_17_s03L_3941,13,9,4,0,7,6,10,0,6,10,0,0,1,0,1,0,0,0,0,1814.0
3942,MC_SC_17_s03L_3942,13,4,2,59,0,1,20,6,2,1,0,2,0,0,0,0,0,0,0,2347.0
3943,MC_SC_17_s03L_3943,13,1,1,1,2,0,5,0,8,0,0,0,0,0,1,0,2,0,0,1012.0
3944,MC_SC_17_s03L_3944,13,7,1,0,3,0,13,0,2,9,0,6,1,2,2,0,0,1,3,518.0
3945,MC_SC_17_s03L_3945,13,13,6,1,16,2,59,0,0,77,2,2,1,1,35,4,0,11,0,1425.0
3946,MC_SC_17_s03L_3946,13,4,3,0,6,2,31,0,0,0,0,0,0,0,17,0,4,1,0,658.0
3947,MC_SC_17_s03L_3947,13,4,1,30,9,0,12,9,21,1,0,3,5,0,0,0,0,1,0,1461.0
3948,MC_SC_17_s03L_3948,13,11,8,0,6,0,19,0,1,27,1,7,1,7,10,0,0,0,0,545.0
3949,MC_SC_17_s03L_3949,13,6,2,0,0,13,37,0,113,8,0,0,0,0,5,2,14,0,0,6474.0
3950,MC_SC_17_s03L_3950,13,4,4,1,1,0,10,0,2,0,0,0,0,0,0,1,0,0,2,453.0
3951,MC_SC_17_s03L_3951,13,9,3,1,0,11,35,0,66,5,0,3,3,1,19,2,2,0,1,3079.0
3952,MC_SC_17_s03L_3952,13,8,5,0,5,4,19,0,41,1,0,0,4,0,0,0,1,10,1,1279.0
3953,MC_SC_17_s03L_3953,13,4,1,66,8,0,15,0,1,0,0,2,1,1,0,0,4,8,0,1503.0
3954,MC_SC_17_s03L_3954,13,4,3,0,3,2,7,2,29,12,0,2,1,1,1,0,1,0,0,582.0
3955,MC_SC_17_s03L_3955,13,5,4,1,1,33,28,0,9,15,3,0,2,0,35,1,9,0,2,2054.0
3956,MC_SC_17_s03L_3956,13,3,2,1,4,2,10,0,18,8,0,0,1,1,1,3,0,1,3,1226.0
3957,MC_SC_17_s03L_3957,13,2,2,0,0,3,15,8,16,0,2,0,0,0,0,0,0,1,4,934.0
3958,MC_SC_17_s03L_3958,13,3,2,0,3,0,28,0,1,3,0,3,1,1,1,0,0,0,0,398.0
3959,MC_SC_17_s03L_3959,13,8,5,1,37,3,27,2,0,46,1,2,0,0,34,2,1,1,0,2133.0
3960,MC_SC_17_s03L_3960,13,2,2,0,8,0,38,0,0,5,0,4,2,0,1,0,0,0,1,530.0
3961,MC_SC_17_s03L_3961,13,3,2,0,3,0,20,0,0,6,0,1,0,3,0,0,2,3,0,639.0
3962,MC_SC_17_s03L_3962,13,5,2,0,11,0,19,0,0,8,0,0,1,0,0,0,0,4,0,721.0
3963,MC_SC_17_s03L_3963,13,4,2,0,3,0,50,0,15,26,0,1,5,0,5,5,3,22,1,1193.0
3964,MC_SC_17_s03L_3964,13,5,4,1,16,6,41,0,6,11,0,0,0,0,0,3,8,0,6,2617.0
3965,MC_SC_17_s03L_3965,13,3,2,0,8,0,48,0,28,34,0,2,1,0,3,2,0,11,1,1165.0
3966,MC_SC_17_s03L_3966,13,2,1,0,4,0,11,0,1,3,0,0,2,0,2,0,0,0,0,382.0
3967,MC_SC_17_s03L_3967,13,3,2,0,5,0,27,0,0,4,0,5,4,0,1,1,0,0,0,535.0
3968,MC_SC_17_s03L_3968,13,4,3,0,0,0,21,0,14,22,0,0,2,0,12,1,0,4,0,558.0
3969,MC_SC_17_s03L_3969,13,4,3,35,9,3,23,3,9,1,2,0,0,1,8,1,1,1,4,1070.0
3970,MC_SC_17_s03L_3970,13,4,2,0,2,0,9,0,1,3,0,1,1,0,0,1,0,0,0,196.0
3971,MC_SC_17_s03L_3971,13,11,3,0,7,1,34,0,1,35,0,2,0,2,22,3,1,1,0,1366.0
3972,MC_SC_17_s03L_3972,13,5,2,61,6,3,14,0,5,0,0,0,0,0,0,5,3,0,0,1178.0
3973,MC_SC_17_s03L_3973,13,8,5,0,29,0,39,0,29,63,1,0,0,1,12,1,1,0,3,3276.0
3974,MC_SC_17_s03L_3974,13,3,2,86,9,5,20,5,63,0,0,0,5,0,0,0,0,0,0,1247.0
3975,MC_SC_17_s03L_3975,13,4,3,0,6,0,15,14,2,9,0,2,11,0,0,0,0,0,0,805.0
3976,MC_SC_17_s03L_3976,13,3,3,0,4,0,27,0,2,6,0,4,3,1,1,3,0,6,0,1110.0
3977,MC_SC_17_s03L_3977,13,7,2,43,10,10,9,1,3,0,0,0,3,0,0,0,0,0,0,771.0
3978,MC_SC_17_s03L_3978,13,7,4,59,24,35,37,4,49,25,1,0,0,2,5,5,21,5,1,7209.0
3979,MC_SC_17_s03L_3979,13,3,2,14,2,1,7,3,13,0,0,1,1,0,0,1,0,0,0,499.0
3980,MC_SC_17_s03L_3980,13,7,3,0,7,4,11,9,39,30,0,0,2,0,5,2,3,0,0,2108.0
3981,MC_SC_17_s03L_3981,13,7,4,41,0,3,13,1,2,0,0,2,0,0,0,1,2,0,1,1495.0
3982,MC_SC_17_s03L_3982,13,6,3,0,25,5,33,0,11,35,1,0,1,1,18,3,7,0,2,3150.0
3983,MC_SC_17_s03L_3983,13,8,1,77,5,1,22,0,2,1,0,2,5,0,0,3,0,0,0,1230.0
3984,MC_SC_17_s03L_3984,13,2,2,0,2,0,10,0,0,0,0,2,1,0,0,0,0,0,0,1078.0
3985,MC_SC_17_s03L_3985,13,6,4,0,16,17,37,0,52,9,0,0,2,0,0,2,7,1,1,2844.0
3986,MC_SC_17_s03L_3986,13,6,3,77,20,19,15,10,6,5,0,0,2,1,4,2,2,0,2,1273.0
3987,MC_SC_17_s03L_3987,13,5,3,0,4,3,13,15,43,3,1,0,5,0,2,1,4,0,0,2056.0
3988,MC_SC_17_s03L_3988,13,4,2,0,25,2,60,4,2,4,3,6,20,0,2,4,1,10,0,2531.0
3989,MC_SC_17_s03L_3989,13,2,1,0,6,0,21,16,29,4,0,0,1,3,1,3,0,0,1,1140.0
3990,MC_SC_17_s03L_3990,13,2,2,0,1,0,19,5,23,4,0,4,3,0,0,0,0,2,1,1531.0
3991,MC_SC_17_s03L_3991,13,9,3,0,6,3,11,0,10,4,0,0,0,0,2,0,3,0,0,1021.0
3992,MC_SC_17_s03L_3992,13,3,2,46,3,0,15,5,22,0,3,2,3,0,0,0,0,1,0,1074.0
3993,MC_SC_17_s03L_3993,13,4,1,33,10,0,17,0,24,0,0,3,1,0,4,4,0,0,0,865.0
3994,MC_SC_17_s03L_3994,13,4,3,50,4,0,12,0,2,0,0,0,0,0,2,4,0,0,0,928.0
3995,MC_SC_17_s03L_3995,13,1,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,469.0
3996,MC_SC_17_s03L_3996,13,8,3,3,10,3,29,5,56,34,0,2,0,0,22,2,6,1,0,2710.0
3997,MC_SC_17_s03L_3997,13,4,3,65,1,1,6,0,9,1,0,1,1,1,7,0,0,0,2,1011.0
3998,MC_SC_17_s03L_3998,13,4,2,44,0,0,21,2,4,0,0,1,4,0,0,6,0,0,0,1486.0
3999,MC_SC_17_s03L_3999,13,3,1,0,1,0,5,0,1,2,0,0,0,0,1,1,0,0,0,1145.0
4000,MC_SC_17_s03L_4000,13,7,2,22,6,0,5,2,23,8,0,0,0,0,7,0,6,0,0,500.0
4001,MC_SC_17_s03L_4001,13,2,1,21,16,1,5,7,17,0,0,5,0,0,2,2,0,0,0,882.0
4002,MC_SC_17_s03L_4002,13,1,1,12,6,0,1,0,15,1,0,0,0,0,4,0,3,0,0,619.0
4003,MC_SC_17_s03L_4003,13,6,3,1,2,2,42,1,42,63,1,2,8,0,37,2,11,1,0,2707.0
4004,MC_SC_17_s03L_4004,13,3,2,83,5,2,18,0,34,6,0,4,2,4,1,6,8,0,6,2409.0
4005,MC_SC_17_s03L_4005,13,6,3,0,0,1,9,0,9,1,0,0,1,0,0,0,0,0,0,655.0
4006,MC_SC_17_s03L_4006,13,9,7,0,11,0,15,0,2,24,0,4,1,2,20,1,0,1,0,897.0
4007,MC_SC_17_s03L_4007,13,3,1,0,9,0,7,0,0,0,0,0,1,0,0,1,0,4,0,2047.0
4008,MC_SC_17_s03L_4008,13,2,1,0,1,0,7,0,0,0,0,0,0,0,2,0,0,0,0,163.0
4009,MC_SC_17_s03L_4009,13,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,300.0
4010,MC_SC_17_s03L_4010,13,4,3,136,32,40,44,7,112,16,0,3,3,1,79,12,18,1,1,4059.0
4011,MC_SC_17_s03L_4011,13,7,4,0,8,1,39,5,6,32,0,1,0,0,5,0,3,0,0,2229.0
4012,MC_SC_17_s03L_4012,13,6,2,0,2,1,8,0,1,3,0,0,3,0,0,0,0,0,0,890.0
4013,MC_SC_17_s03L_4013,13,5,1,44,4,0,4,3,9,0,0,0,1,0,1,0,0,0,1,1075.0
4014,MC_SC_17_s03L_4014,13,4,2,39,4,3,4,0,2,0,2,2,3,3,0,2,0,0,0,850.0
4015,MC_SC_17_s03L_4015,13,8,7,2,2,6,12,4,50,53,0,0,0,0,27,0,10,0,0,1337.0
4016,MC_SC_17_s03L_4016,13,4,3,89,13,0,18,13,10,0,0,0,3,1,4,1,0,0,0,1378.0
4017,MC_SC_17_s03L_4017,13,12,8,2,5,11,27,0,29,7,0,0,1,1,17,4,4,0,4,1965.0
4018,MC_SC_17_s03L_4018,13,2,1,0,9,0,16,0,0,7,0,1,0,1,1,1,0,0,0,1275.0
4019,MC_SC_17_s03L_4019,13,1,1,0,7,0,15,0,1,0,0,2,1,0,5,2,0,2,0,782.0
4020,MC_SC_17_s03L_4020,13,6,3,79,3,12,29,6,62,2,0,0,5,0,9,5,0,0,1,1851.0
4021,MC_SC_17_s03L_4021,13,2,2,0,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,721.0
4022,MC_SC_17_s03L_4022,13,3,2,1,9,0,12,0,7,0,1,2,2,3,0,2,1,2,1,1547.0
4023,MC_SC_17_s03L_4023,13,3,2,0,6,0,2,0,0,5,0,0,0,0,0,0,0,0,0,574.0
4024,MC_SC_17_s03L_4024,13,11,4,0,28,8,12,0,58,43,0,3,0,0,4,4,10,0,0,2897.0
4025,MC_SC_17_s03L_4025,13,3,2,0,1,0,15,2,9,3,0,3,0,0,0,0,0,0,0,778.0
4026,MC_SC_17_s03L_4026,13,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,372.0
4027,MC_SC_17_s03L_4027,13,5,3,35,2,1,1,0,0,0,0,4,2,0,2,0,0,0,3,1158.0
4028,MC_SC_17_s03L_4028,13,2,2,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,726.0
4029,MC_SC_17_s03L_4029,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489.0
4030,MC_SC_17_s03L_4030,13,2,2,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,676.0
4031,MC_SC_17_s03L_4031,13,4,2,58,1,4,17,1,7,0,0,0,1,1,1,2,1,1,0,1373.0
4032,MC_SC_17_s03L_4032,13,3,2,4,0,0,3,3,0,5,0,1,5,0,0,0,0,0,0,766.0
4033,MC_SC_17_s03L_4033,13,4,2,17,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,964.0
4034,MC_SC_17_s03L_4034,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.0
4035,MC_SC_17_s03L_4035,13,1,1,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,591.0
4036,MC_SC_17_s03L_4036,13,3,2,25,2,0,0,1,8,0,0,3,1,0,0,1,0,0,0,949.0
4037,MC_SC_17_s03L_4037,13,1,1,14,8,0,2,0,10,0,0,0,0,0,0,0,0,0,0,651.0
4038,MC_SC_17_s03L_4038,13,1,1,20,3,0,0,0,13,0,3,0,1,0,1,0,0,0,0,766.0
4039,MC_SC_17_s03L_4039,13,7,5,0,10,0,5,0,13,22,0,0,0,0,8,2,0,2,0,1938.0
4040,MC_SC_17_s03L_4040,13,7,3,8,7,0,3,0,1,0,1,3,1,3,0,1,0,1,0,728.0
4041,MC_SC_17_s03L_4041,13,2,1,8,2,0,0,2,6,0,0,0,2,0,2,0,0,0,0,753.0
4042,MC_SC_17_s03L_4042,13,4,2,2,7,0,3,1,1,1,0,0,1,0,0,0,1,0,0,1441.0
4043,MC_SC_17_s03L_4043,13,5,2,2,11,0,4,9,20,6,2,0,3,0,0,0,0,2,0,848.0
4044,MC_SC_17_s03L_4044,13,6,4,0,1,0,5,1,33,32,0,9,0,0,0,0,0,0,0,2224.0
4045,MC_SC_17_s03L_4045,13,2,1,1,10,0,1,0,0,1,0,4,0,1,0,1,0,0,0,622.0
4046,MC_SC_17_s03L_4046,13,2,1,19,5,0,0,0,4,0,0,0,0,1,0,0,0,2,1,589.0
4047,MC_SC_17_s03L_4047,13,4,2,0,18,1,61,0,2,1,3,18,0,0,0,0,1,1,2,1798.0
4048,MC_SC_17_s03L_4048,13,2,1,4,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,563.0
4049,MC_SC_17_s03L_4049,13,3,2,1,8,0,1,4,30,0,4,4,8,1,0,1,0,3,1,1026.0
4050,MC_SC_17_s03L_4050,13,2,1,10,5,0,3,0,2,0,0,1,2,1,0,0,0,0,0,691.0
4051,MC_SC_17_s03L_4051,13,2,1,0,2,1,2,0,3,0,0,0,1,0,0,1,0,0,0,1513.0
4052,MC_SC_17_s03L_4052,13,4,2,0,2,0,5,7,18,3,3,1,8,0,0,3,0,2,3,1309.0
4053,MC_SC_17_s03L_4053,13,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0
4054,MC_SC_17_s03L_4054,13,2,2,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1335.0
4055,MC_SC_17_s03L_4055,13,1,1,0,1,0,2,4,1,0,0,3,5,0,0,0,0,1,0,671.0
4056,MC_SC_17_s03L_4056,13,5,3,2,32,4,6,0,2,2,0,2,5,7,2,0,0,2,0,2141.0
4057,MC_SC_17_s03L_4057,13,2,2,56,8,0,28,0,24,0,9,1,0,0,0,0,0,6,3,1198.0
4058,MC_SC_17_s03L_4058,13,1,1,39,6,0,1,0,4,0,0,3,0,0,0,0,0,0,0,656.0
4059,MC_SC_17_s03L_4059,13,9,3,88,21,3,19,2,121,2,1,5,3,2,49,2,5,3,3,1471.0
