Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,phox2b,ralyl,slc17a6,tenm2,ebf3,pcp4,slc32a1,tshz2,alcam,celf2,meis2,rph3a,robo1,slc5a7,syt1,zfhx3,Area
6867,MC_SC_17_s03L_6867,20,6,3,57,6,1,3,0,5,3,2,4,4,1,30,1,30,2,4,2221.0
6868,MC_SC_17_s03L_6868,20,6,4,0,20,10,24,0,15,1,2,0,1,2,8,3,0,1,0,1525.0
6869,MC_SC_17_s03L_6869,20,3,2,0,11,6,19,1,10,1,0,0,1,0,0,1,0,2,0,1079.0
6870,MC_SC_17_s03L_6870,20,7,4,0,11,13,11,0,31,7,1,0,1,5,8,1,7,1,0,1329.0
6871,MC_SC_17_s03L_6871,20,4,3,0,3,0,0,5,3,0,0,0,2,0,0,0,0,0,0,1030.0
6872,MC_SC_17_s03L_6872,20,5,2,0,13,8,16,0,18,0,2,1,9,4,52,6,0,1,2,952.0
6873,MC_SC_17_s03L_6873,20,4,2,0,11,0,29,7,1,0,0,1,1,0,0,1,1,3,6,1269.0
6874,MC_SC_17_s03L_6874,20,5,3,0,12,3,29,2,89,2,4,5,5,2,35,7,1,0,4,2665.0
6875,MC_SC_17_s03L_6875,20,1,1,0,1,1,11,0,2,0,0,0,1,1,0,0,1,0,4,430.0
6876,MC_SC_17_s03L_6876,20,6,4,143,20,0,0,0,66,0,2,5,4,2,4,4,18,27,15,1223.0
6877,MC_SC_17_s03L_6877,20,7,5,5,25,2,47,0,11,3,0,14,3,1,51,1,15,2,3,1569.0
6878,MC_SC_17_s03L_6878,20,5,3,53,9,3,4,0,4,2,0,0,1,1,13,1,18,2,3,2074.0
6879,MC_SC_17_s03L_6879,20,1,1,0,5,0,11,2,4,0,0,0,1,0,0,0,0,0,2,637.0
6880,MC_SC_17_s03L_6880,20,2,1,0,4,2,0,5,6,3,0,1,1,3,1,0,0,0,0,502.0
6881,MC_SC_17_s03L_6881,20,2,2,0,15,0,21,2,0,2,1,3,5,3,0,0,0,0,0,803.0
6882,MC_SC_17_s03L_6882,20,8,6,25,13,2,4,0,2,5,0,0,2,0,10,1,26,0,0,1473.0
6883,MC_SC_17_s03L_6883,20,1,1,14,2,0,0,0,2,0,0,0,0,0,4,0,11,1,1,432.0
6884,MC_SC_17_s03L_6884,20,2,1,0,1,2,1,23,15,0,0,1,0,3,1,0,0,0,0,504.0
6885,MC_SC_17_s03L_6885,20,6,4,51,15,3,5,0,3,2,0,0,0,1,57,1,30,1,8,1789.0
6886,MC_SC_17_s03L_6886,20,2,1,0,4,0,4,1,3,0,0,1,0,1,0,0,0,0,2,1055.0
6887,MC_SC_17_s03L_6887,20,3,2,0,24,34,53,1,41,2,0,0,1,3,13,0,1,17,11,1362.0
6888,MC_SC_17_s03L_6888,20,6,3,0,9,0,7,12,4,24,4,0,0,0,9,0,0,1,0,658.0
6889,MC_SC_17_s03L_6889,20,4,1,0,7,0,12,0,1,3,0,1,1,0,2,0,0,1,1,1001.0
6890,MC_SC_17_s03L_6890,20,4,3,0,3,0,14,0,22,12,0,0,0,1,0,4,1,2,5,1093.0
6891,MC_SC_17_s03L_6891,20,4,2,0,17,1,28,0,18,0,1,1,2,0,1,3,0,1,2,1543.0
6892,MC_SC_17_s03L_6892,20,3,2,0,8,0,29,0,8,3,0,0,3,0,0,2,0,0,0,1092.0
6893,MC_SC_17_s03L_6893,20,1,1,0,0,0,0,0,14,8,0,1,0,0,3,0,2,4,0,382.0
6894,MC_SC_17_s03L_6894,20,6,3,46,10,0,1,0,25,1,0,0,0,3,13,1,8,0,3,1783.0
6895,MC_SC_17_s03L_6895,20,3,2,0,3,0,25,0,14,22,0,0,1,0,0,3,0,3,0,922.0
6896,MC_SC_17_s03L_6896,20,2,2,10,5,0,0,0,2,0,0,1,0,0,8,0,7,0,0,391.0
6897,MC_SC_17_s03L_6897,20,6,3,46,29,1,90,0,26,1,0,0,0,3,20,0,18,1,0,2842.0
6898,MC_SC_17_s03L_6898,20,4,2,1,18,0,25,0,8,2,0,0,1,0,10,3,0,0,0,1674.0
6899,MC_SC_17_s03L_6899,20,12,9,0,44,1,69,0,4,73,0,6,7,4,53,14,15,5,14,3012.0
6900,MC_SC_17_s03L_6900,20,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,679.0
6901,MC_SC_17_s03L_6901,20,3,3,0,14,0,8,0,1,2,3,0,0,2,2,1,0,0,5,1505.0
6902,MC_SC_17_s03L_6902,20,1,1,0,0,0,0,0,6,2,0,0,0,2,0,4,2,1,0,440.0
6903,MC_SC_17_s03L_6903,20,10,3,39,32,1,14,0,8,1,0,2,2,0,1,5,11,0,1,3100.0
6904,MC_SC_17_s03L_6904,20,5,3,30,8,0,10,0,1,0,0,1,0,0,3,0,0,1,0,2266.0
6905,MC_SC_17_s03L_6905,20,5,2,0,3,0,13,0,2,1,0,0,0,0,1,2,0,1,0,1509.0
6906,MC_SC_17_s03L_6906,20,7,3,0,11,0,0,0,21,3,0,0,0,3,1,0,2,1,3,1187.0
6907,MC_SC_17_s03L_6907,20,2,1,0,15,0,19,0,6,2,0,0,0,2,0,0,0,7,8,1247.0
6908,MC_SC_17_s03L_6908,20,5,4,0,7,0,17,0,19,3,1,1,0,2,0,4,0,12,3,1518.0
6909,MC_SC_17_s03L_6909,20,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,701.0
6910,MC_SC_17_s03L_6910,20,6,4,35,28,5,39,0,5,8,0,2,0,0,2,4,22,5,2,2368.0
6911,MC_SC_17_s03L_6911,20,8,6,27,2,0,0,0,10,0,0,0,0,0,0,1,0,0,1,1478.0
6912,MC_SC_17_s03L_6912,20,4,2,0,16,2,6,0,3,7,3,0,4,2,0,0,5,1,0,2582.0
6913,MC_SC_17_s03L_6913,20,5,4,0,19,9,0,1,72,29,3,2,0,5,0,0,3,13,1,1864.0
6914,MC_SC_17_s03L_6914,20,5,2,0,24,0,36,0,12,10,0,1,1,4,10,2,0,5,4,2384.0
6915,MC_SC_17_s03L_6915,20,9,6,28,13,0,1,0,24,1,0,1,0,1,0,0,1,1,1,1593.0
6916,MC_SC_17_s03L_6916,20,16,4,0,50,2,4,0,60,35,4,8,2,6,2,6,5,32,3,3305.0
6917,MC_SC_17_s03L_6917,20,8,6,24,6,1,27,0,1,5,0,1,1,4,16,0,3,0,0,1596.0
6918,MC_SC_17_s03L_6918,20,3,2,1,18,1,55,0,25,38,3,3,1,7,21,11,0,3,5,2515.0
6919,MC_SC_17_s03L_6919,20,2,2,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,254.0
6920,MC_SC_17_s03L_6920,20,4,2,1,7,0,12,0,3,1,0,1,0,2,1,1,0,2,1,1194.0
6921,MC_SC_17_s03L_6921,20,9,3,43,25,0,29,2,6,7,0,2,0,0,1,2,8,0,1,2613.0
6922,MC_SC_17_s03L_6922,20,1,1,9,11,0,2,0,3,2,0,0,0,0,21,1,0,0,1,909.0
6923,MC_SC_17_s03L_6923,20,8,5,100,32,2,3,0,9,2,1,0,0,1,23,0,0,0,0,2369.0
6924,MC_SC_17_s03L_6924,20,3,2,0,14,2,7,0,7,15,0,0,1,2,0,0,1,2,5,1631.0
6925,MC_SC_17_s03L_6925,20,5,4,0,34,7,3,0,7,10,0,1,0,3,0,0,1,2,3,1351.0
6926,MC_SC_17_s03L_6926,20,1,1,8,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,324.0
6927,MC_SC_17_s03L_6927,20,1,1,0,0,0,0,0,11,4,0,0,0,0,0,0,0,1,0,255.0
6928,MC_SC_17_s03L_6928,20,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,239.0
6929,MC_SC_17_s03L_6929,20,7,2,0,7,0,7,11,1,6,0,4,1,0,2,2,0,0,0,874.0
6930,MC_SC_17_s03L_6930,20,11,7,53,35,0,16,0,18,4,0,1,4,4,128,2,61,1,4,2364.0
6931,MC_SC_17_s03L_6931,20,6,4,0,75,6,0,0,43,93,3,3,3,9,21,2,2,32,1,2429.0
6932,MC_SC_17_s03L_6932,20,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,321.0
6933,MC_SC_17_s03L_6933,20,4,2,0,0,0,19,5,0,6,0,2,0,0,2,1,1,0,0,598.0
6934,MC_SC_17_s03L_6934,20,2,1,0,7,0,9,0,7,3,2,2,2,6,1,0,0,1,0,511.0
6935,MC_SC_17_s03L_6935,20,2,2,0,15,0,4,0,1,5,2,0,1,2,12,1,0,3,0,644.0
6936,MC_SC_17_s03L_6936,20,6,3,61,50,3,24,0,17,8,0,9,3,0,7,9,15,2,3,6002.0
6937,MC_SC_17_s03L_6937,20,2,1,0,2,0,2,0,6,7,1,2,0,0,0,0,0,0,0,378.0
6938,MC_SC_17_s03L_6938,20,5,3,79,56,0,57,0,5,4,0,3,4,0,9,11,30,8,2,4211.0
6939,MC_SC_17_s03L_6939,20,3,2,0,2,0,10,2,2,3,2,0,2,0,2,2,0,0,0,666.0
6940,MC_SC_17_s03L_6940,20,1,1,0,5,0,1,0,10,6,0,0,0,0,1,0,0,0,0,855.0
6941,MC_SC_17_s03L_6941,20,2,1,0,8,0,30,0,19,3,0,0,2,0,0,1,0,4,0,985.0
6942,MC_SC_17_s03L_6942,20,4,2,0,12,0,11,0,2,16,0,0,5,4,16,5,1,0,0,599.0
6943,MC_SC_17_s03L_6943,20,9,4,38,39,5,22,0,1,4,1,5,0,0,44,9,9,5,0,2855.0
6944,MC_SC_17_s03L_6944,20,7,3,0,7,0,28,2,2,18,0,0,2,1,4,2,1,1,0,1377.0
6945,MC_SC_17_s03L_6945,20,1,1,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,349.0
6946,MC_SC_17_s03L_6946,20,3,2,0,7,0,8,12,4,4,0,1,3,1,1,2,0,1,0,551.0
6947,MC_SC_17_s03L_6947,20,3,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,711.0
6948,MC_SC_17_s03L_6948,20,1,1,25,4,2,4,0,4,0,0,0,0,0,0,0,0,0,0,441.0
6949,MC_SC_17_s03L_6949,20,1,1,0,1,0,5,7,2,6,1,3,2,2,0,0,0,2,0,247.0
6950,MC_SC_17_s03L_6950,20,3,1,49,10,8,15,0,7,0,0,0,0,0,0,0,0,0,0,868.0
6951,MC_SC_17_s03L_6951,20,1,1,0,3,0,2,0,7,12,0,2,0,0,0,0,0,0,0,138.0
6952,MC_SC_17_s03L_6952,21,5,3,1,2,5,9,8,5,12,1,0,0,0,1,1,1,1,0,706.0
6953,MC_SC_17_s03L_6953,21,1,1,0,3,0,2,2,0,1,0,0,0,0,2,0,0,0,0,167.0
6954,MC_SC_17_s03L_6954,21,3,2,1,0,0,4,8,3,3,0,0,0,0,1,0,0,0,0,511.0
6955,MC_SC_17_s03L_6955,21,9,5,0,1,0,14,3,2,11,2,0,2,0,0,2,1,0,0,3441.0
6956,MC_SC_17_s03L_6956,21,4,3,0,7,0,9,15,11,26,0,0,4,0,6,0,0,0,0,830.0
6957,MC_SC_17_s03L_6957,21,3,1,41,3,0,10,2,31,0,0,2,3,0,0,0,0,0,0,753.0
6958,MC_SC_17_s03L_6958,21,11,8,0,12,12,35,0,78,4,0,4,2,2,20,0,0,0,0,1915.0
6959,MC_SC_17_s03L_6959,21,16,3,51,2,1,6,0,11,3,0,0,0,0,3,0,0,0,0,981.0
6960,MC_SC_17_s03L_6960,21,9,8,1,17,1,34,0,5,19,0,2,1,3,17,0,0,0,0,1081.0
6961,MC_SC_17_s03L_6961,21,1,1,0,0,1,3,0,3,0,0,0,0,0,1,0,0,0,0,391.0
6962,MC_SC_17_s03L_6962,21,5,2,16,3,4,4,0,2,0,0,0,0,0,0,0,0,0,0,535.0
6963,MC_SC_17_s03L_6963,21,15,3,0,4,0,3,0,0,16,2,0,1,2,3,0,0,3,0,523.0
6964,MC_SC_17_s03L_6964,21,6,5,0,6,0,3,6,13,11,0,0,1,0,0,0,0,0,0,428.0
6965,MC_SC_17_s03L_6965,21,8,3,2,4,4,3,6,51,18,1,0,0,0,9,3,4,0,0,1631.0
6966,MC_SC_17_s03L_6966,21,1,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,372.0
6967,MC_SC_17_s03L_6967,21,4,3,1,16,26,34,0,161,5,1,0,2,0,30,1,0,0,1,1747.0
6968,MC_SC_17_s03L_6968,21,6,4,8,1,0,9,2,16,0,5,1,0,2,6,0,0,0,0,1040.0
6969,MC_SC_17_s03L_6969,21,3,1,0,7,0,16,0,2,11,0,0,3,0,1,0,0,0,0,536.0
6970,MC_SC_17_s03L_6970,21,4,3,0,4,13,12,0,14,12,0,0,0,0,12,0,0,0,0,1444.0
6971,MC_SC_17_s03L_6971,21,6,3,3,2,2,37,3,2,10,0,0,1,0,14,0,0,0,0,2229.0
6972,MC_SC_17_s03L_6972,21,10,2,0,0,0,14,0,2,11,1,0,2,4,2,1,0,1,3,451.0
6973,MC_SC_17_s03L_6973,21,3,2,17,3,0,8,1,4,0,0,0,1,0,1,0,0,0,0,583.0
6974,MC_SC_17_s03L_6974,21,6,2,0,1,4,4,4,19,0,0,0,0,0,0,0,0,0,0,777.0
6975,MC_SC_17_s03L_6975,21,9,2,0,3,2,18,0,1,27,0,0,1,0,1,0,0,0,0,1787.0
6976,MC_SC_17_s03L_6976,21,7,2,0,9,0,19,0,0,24,0,0,0,0,0,0,0,0,0,458.0
6977,MC_SC_17_s03L_6977,21,11,4,59,8,18,30,4,59,1,4,0,2,5,17,0,0,0,0,1391.0
6978,MC_SC_17_s03L_6978,21,1,1,0,0,0,2,0,6,1,0,0,0,1,0,0,0,0,0,121.0
6979,MC_SC_17_s03L_6979,21,1,1,8,4,0,0,2,8,0,0,0,0,0,0,1,0,0,0,127.0
6980,MC_SC_17_s03L_6980,21,5,4,0,0,0,20,0,1,7,0,4,0,5,5,1,0,0,2,549.0
6981,MC_SC_17_s03L_6981,21,12,3,0,5,6,32,0,28,3,0,0,0,2,8,1,0,0,0,2332.0
6982,MC_SC_17_s03L_6982,21,8,2,2,8,0,30,12,3,17,0,0,1,0,1,0,0,0,0,1155.0
6983,MC_SC_17_s03L_6983,21,5,4,0,8,0,30,8,5,27,0,0,0,0,15,0,0,0,0,1403.0
6984,MC_SC_17_s03L_6984,21,11,5,0,6,0,42,0,0,51,5,5,7,7,39,1,0,2,0,1065.0
6985,MC_SC_17_s03L_6985,21,1,1,0,1,0,4,0,22,6,0,0,0,0,3,0,0,0,0,827.0
6986,MC_SC_17_s03L_6986,21,5,3,0,7,0,17,0,5,27,1,1,0,0,1,1,0,0,0,612.0
6987,MC_SC_17_s03L_6987,21,2,1,0,9,0,30,0,0,11,0,0,2,4,3,0,0,0,0,550.0
6988,MC_SC_17_s03L_6988,21,4,3,1,8,0,19,17,2,3,2,2,2,0,9,0,0,0,0,1083.0
6989,MC_SC_17_s03L_6989,21,6,3,0,8,3,38,7,40,67,2,3,4,2,27,1,0,0,0,1993.0
6990,MC_SC_17_s03L_6990,21,2,1,0,3,0,7,0,0,6,0,0,0,0,0,0,0,1,0,328.0
6991,MC_SC_17_s03L_6991,21,3,2,26,7,0,12,13,18,0,0,0,0,0,0,6,0,0,0,1004.0
6992,MC_SC_17_s03L_6992,21,6,3,0,6,0,29,0,0,18,2,1,6,3,24,1,0,3,0,602.0
6993,MC_SC_17_s03L_6993,21,3,2,1,3,1,6,0,15,14,3,1,0,2,0,3,0,1,1,733.0
6994,MC_SC_17_s03L_6994,21,6,4,0,0,0,5,0,0,1,0,3,1,2,1,0,0,0,0,304.0
6995,MC_SC_17_s03L_6995,21,9,4,0,2,0,26,12,8,17,0,0,0,1,6,0,0,0,3,969.0
6996,MC_SC_17_s03L_6996,21,4,3,34,12,0,4,5,12,1,0,0,2,0,1,3,0,0,0,1043.0
6997,MC_SC_17_s03L_6997,21,1,1,0,2,0,2,1,4,4,0,0,0,0,0,0,0,0,0,146.0
6998,MC_SC_17_s03L_6998,21,7,5,0,15,0,43,0,0,15,1,0,2,1,2,0,0,0,0,847.0
6999,MC_SC_17_s03L_6999,21,4,2,0,7,0,15,0,2,7,0,1,0,1,2,0,0,0,0,426.0
7000,MC_SC_17_s03L_7000,21,4,2,0,12,0,18,1,1,11,0,0,1,0,2,0,0,0,0,511.0
7001,MC_SC_17_s03L_7001,21,6,5,1,9,5,7,2,31,11,0,0,2,1,5,0,7,0,2,2237.0
7002,MC_SC_17_s03L_7002,21,1,1,0,0,1,0,0,8,5,0,0,0,0,2,0,3,0,0,1219.0
7003,MC_SC_17_s03L_7003,21,5,2,0,10,6,18,0,34,0,0,0,1,0,0,2,0,0,0,628.0
7004,MC_SC_17_s03L_7004,21,2,1,24,9,0,2,4,10,0,0,0,1,0,2,2,0,0,0,1245.0
7005,MC_SC_17_s03L_7005,21,16,5,0,7,0,33,0,3,12,0,1,2,3,0,2,0,0,0,747.0
7006,MC_SC_17_s03L_7006,21,9,3,0,6,6,4,0,7,0,0,0,0,0,0,0,1,11,0,515.0
7007,MC_SC_17_s03L_7007,21,7,5,0,1,0,18,0,0,3,0,3,1,2,1,0,0,0,0,496.0
7008,MC_SC_17_s03L_7008,21,6,3,0,6,0,26,0,1,17,0,0,0,0,0,0,0,0,0,621.0
7009,MC_SC_17_s03L_7009,21,1,1,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,178.0
7010,MC_SC_17_s03L_7010,21,6,4,1,8,8,29,0,10,7,0,0,2,0,4,3,2,1,0,2861.0
7011,MC_SC_17_s03L_7011,21,6,1,0,8,0,11,0,5,0,0,0,0,0,0,0,0,0,2,615.0
7012,MC_SC_17_s03L_7012,21,8,5,1,18,1,17,3,10,21,0,0,3,0,29,5,13,2,0,3665.0
7013,MC_SC_17_s03L_7013,21,9,4,0,3,1,35,0,0,11,0,1,2,1,3,1,1,0,0,1734.0
7014,MC_SC_17_s03L_7014,21,3,2,0,7,0,14,0,0,7,0,1,2,4,4,2,0,2,3,531.0
7015,MC_SC_17_s03L_7015,21,7,3,67,14,1,20,0,6,0,0,0,0,0,0,0,2,5,0,1074.0
7016,MC_SC_17_s03L_7016,21,3,2,0,0,0,10,0,1,4,0,0,1,0,0,2,0,0,0,475.0
7017,MC_SC_17_s03L_7017,21,7,3,0,22,3,32,10,2,20,0,0,3,0,5,1,2,2,0,1252.0
7018,MC_SC_17_s03L_7018,21,6,3,0,9,27,28,0,16,14,0,0,0,1,17,3,7,0,1,2799.0
7019,MC_SC_17_s03L_7019,21,2,2,0,2,0,7,0,0,2,0,0,0,0,1,1,0,0,0,254.0
7020,MC_SC_17_s03L_7020,21,4,3,0,6,0,11,14,4,22,2,1,0,0,6,0,0,1,0,1270.0
7021,MC_SC_17_s03L_7021,21,5,3,0,7,0,16,0,0,22,0,1,2,2,4,1,0,0,2,449.0
7022,MC_SC_17_s03L_7022,21,4,3,0,2,0,18,0,7,0,0,0,0,0,0,0,0,0,0,652.0
7023,MC_SC_17_s03L_7023,21,4,3,0,8,17,54,0,54,7,0,0,0,2,16,1,0,4,1,1986.0
7024,MC_SC_17_s03L_7024,21,4,2,0,2,0,26,0,2,14,0,1,1,3,0,2,0,0,0,688.0
7025,MC_SC_17_s03L_7025,21,3,2,0,10,10,38,0,10,0,0,0,1,1,2,1,0,0,3,1115.0
7026,MC_SC_17_s03L_7026,21,4,3,0,7,0,43,0,1,5,0,3,0,0,0,2,0,0,5,692.0
7027,MC_SC_17_s03L_7027,21,3,2,0,24,0,27,0,0,7,0,0,0,0,0,4,0,9,0,585.0
7028,MC_SC_17_s03L_7028,21,5,4,1,13,1,29,0,7,2,0,1,0,0,1,1,0,2,0,1512.0
7029,MC_SC_17_s03L_7029,21,4,3,0,6,17,46,0,20,5,0,0,2,1,3,0,1,0,1,2270.0
7030,MC_SC_17_s03L_7030,21,6,3,68,28,42,47,0,170,25,0,0,0,1,10,5,6,2,0,7975.0
7031,MC_SC_17_s03L_7031,21,4,2,0,10,0,26,0,6,5,3,0,3,0,1,1,0,0,0,862.0
7032,MC_SC_17_s03L_7032,21,9,5,0,5,0,20,0,0,15,0,0,0,2,0,5,0,3,1,562.0
7033,MC_SC_17_s03L_7033,21,4,2,0,13,1,15,0,0,15,1,0,1,0,0,1,0,0,0,677.0
7034,MC_SC_17_s03L_7034,21,7,5,1,9,0,28,1,4,22,0,0,0,1,4,4,2,0,0,1875.0
7035,MC_SC_17_s03L_7035,21,3,1,0,5,0,19,0,0,5,0,0,2,0,2,0,0,0,0,457.0
7036,MC_SC_17_s03L_7036,21,4,1,0,11,7,12,1,0,0,1,1,4,0,1,0,0,4,0,633.0
7037,MC_SC_17_s03L_7037,21,2,1,0,7,0,16,0,1,1,0,0,3,1,0,2,0,1,1,540.0
7038,MC_SC_17_s03L_7038,21,2,2,0,2,0,9,0,0,0,1,0,0,0,0,0,0,0,0,427.0
7039,MC_SC_17_s03L_7039,21,3,2,0,19,1,32,8,3,2,2,3,4,0,1,2,0,5,0,1296.0
7040,MC_SC_17_s03L_7040,21,4,3,16,5,0,16,0,11,0,0,0,0,0,0,2,0,0,0,496.0
7041,MC_SC_17_s03L_7041,21,5,4,1,17,0,19,0,2,12,3,0,0,0,5,2,0,0,1,1222.0
7042,MC_SC_17_s03L_7042,21,4,2,1,11,0,31,0,3,17,1,2,1,0,17,0,0,0,2,1019.0
7043,MC_SC_17_s03L_7043,21,4,3,0,0,0,8,0,1,7,0,0,0,0,3,0,0,0,0,720.0
7044,MC_SC_17_s03L_7044,21,4,2,2,2,3,27,0,7,0,0,0,2,0,1,1,0,0,1,1022.0
7045,MC_SC_17_s03L_7045,21,6,4,0,4,15,27,0,48,23,0,0,0,2,2,3,18,0,5,4420.0
7046,MC_SC_17_s03L_7046,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302.0
7047,MC_SC_17_s03L_7047,21,11,1,0,11,0,11,0,3,1,1,0,0,0,2,0,0,0,0,927.0
7048,MC_SC_17_s03L_7048,21,5,2,0,9,1,6,0,11,9,0,0,0,1,0,0,2,0,0,1075.0
7049,MC_SC_17_s03L_7049,21,2,2,22,3,0,9,2,13,0,0,0,1,0,0,2,0,0,0,523.0
7050,MC_SC_17_s03L_7050,21,6,3,3,8,7,1,2,46,6,1,1,0,1,0,1,3,0,0,1652.0
7051,MC_SC_17_s03L_7051,21,2,2,0,0,0,10,0,0,1,0,0,0,0,0,1,0,0,0,420.0
7052,MC_SC_17_s03L_7052,21,2,1,0,1,0,9,0,20,0,0,0,0,0,0,0,0,0,0,867.0
7053,MC_SC_17_s03L_7053,21,4,3,1,6,1,3,6,27,1,0,0,0,1,0,0,0,0,1,672.0
7054,MC_SC_17_s03L_7054,21,3,1,0,10,0,8,2,5,0,0,0,0,1,0,0,0,0,0,1136.0
7055,MC_SC_17_s03L_7055,21,7,3,3,7,3,22,4,7,6,0,0,1,0,0,2,0,1,4,1928.0
7056,MC_SC_17_s03L_7056,21,1,1,3,1,0,1,2,2,0,0,0,0,0,0,0,1,3,0,1069.0
7057,MC_SC_17_s03L_7057,21,7,4,0,5,0,26,0,0,7,0,0,3,0,1,0,0,1,0,1617.0
7058,MC_SC_17_s03L_7058,21,4,2,0,0,2,20,0,2,0,0,0,0,0,0,0,0,0,2,1899.0
7059,MC_SC_17_s03L_7059,21,5,3,0,15,0,15,0,40,1,0,0,1,2,8,0,0,0,0,1720.0
7060,MC_SC_17_s03L_7060,21,6,3,65,1,9,10,3,7,4,0,1,0,0,1,3,1,0,0,1185.0
7061,MC_SC_17_s03L_7061,21,4,3,0,0,0,5,6,25,0,1,0,1,0,0,0,0,2,4,981.0
7062,MC_SC_17_s03L_7062,21,4,1,11,3,0,2,0,5,2,0,1,0,0,1,0,0,0,1,996.0
7063,MC_SC_17_s03L_7063,21,3,3,0,2,0,27,0,3,25,1,0,0,1,0,0,0,2,0,677.0
7064,MC_SC_17_s03L_7064,21,8,4,1,14,2,20,0,8,37,0,0,5,1,19,2,4,1,1,1624.0
7065,MC_SC_17_s03L_7065,21,5,3,1,7,1,24,0,3,38,0,0,4,4,11,11,0,1,0,2480.0
7066,MC_SC_17_s03L_7066,21,3,2,0,0,0,16,1,2,0,1,0,0,2,0,1,0,0,0,389.0
7067,MC_SC_17_s03L_7067,21,7,3,0,0,0,9,1,28,7,0,0,3,2,1,0,0,0,0,697.0
7068,MC_SC_17_s03L_7068,21,7,3,2,9,6,6,10,40,38,0,0,1,0,19,3,12,0,0,2593.0
7069,MC_SC_17_s03L_7069,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.0
7070,MC_SC_17_s03L_7070,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.0
7071,MC_SC_17_s03L_7071,21,3,2,0,2,0,12,0,1,20,0,2,3,1,5,0,0,1,1,973.0
7072,MC_SC_17_s03L_7072,21,6,2,38,1,0,3,0,11,1,1,0,0,1,0,1,0,0,2,371.0
7073,MC_SC_17_s03L_7073,21,4,2,0,2,0,3,0,9,3,0,0,0,0,0,0,0,1,0,493.0
7074,MC_SC_17_s03L_7074,21,4,2,0,6,0,11,0,13,21,0,0,1,0,3,3,0,0,1,1129.0
7075,MC_SC_17_s03L_7075,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.0
7076,MC_SC_17_s03L_7076,21,6,3,68,25,9,21,0,109,13,1,0,1,1,9,6,14,0,0,2680.0
7077,MC_SC_17_s03L_7077,21,5,2,52,6,3,12,5,4,0,0,1,0,0,1,1,0,0,0,1045.0
7078,MC_SC_17_s03L_7078,21,5,2,0,10,0,18,0,9,31,1,0,1,0,0,0,0,0,0,1142.0
7079,MC_SC_17_s03L_7079,21,4,2,41,7,1,11,0,11,2,2,1,1,0,2,3,0,1,0,930.0
7080,MC_SC_17_s03L_7080,21,3,2,22,4,0,3,7,16,0,0,0,1,0,0,6,0,0,0,576.0
7081,MC_SC_17_s03L_7081,21,3,1,1,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,404.0
7082,MC_SC_17_s03L_7082,21,2,1,0,8,1,8,0,2,15,0,0,0,0,8,0,1,0,0,371.0
7083,MC_SC_17_s03L_7083,21,7,3,0,5,1,3,0,3,1,0,0,0,0,0,0,0,3,0,499.0
7084,MC_SC_17_s03L_7084,21,6,5,2,5,0,7,2,18,4,0,0,2,1,0,0,0,0,0,377.0
7085,MC_SC_17_s03L_7085,21,2,2,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,355.0
7086,MC_SC_17_s03L_7086,21,2,1,0,6,0,1,0,2,0,0,0,0,2,0,0,0,0,0,530.0
7087,MC_SC_17_s03L_7087,21,5,1,25,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,385.0
7088,MC_SC_17_s03L_7088,21,11,6,1,2,0,22,4,137,68,0,3,3,0,0,0,0,2,0,2852.0
7089,MC_SC_17_s03L_7089,21,5,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,515.0
7090,MC_SC_17_s03L_7090,21,3,2,48,4,2,14,13,11,0,0,0,1,1,0,2,0,1,0,2255.0
7091,MC_SC_17_s03L_7091,21,6,4,0,25,0,30,0,11,9,0,0,1,1,0,1,0,0,3,1519.0
7092,MC_SC_17_s03L_7092,21,5,2,0,7,3,13,0,62,1,0,0,0,1,1,3,1,1,2,2341.0
7093,MC_SC_17_s03L_7093,21,1,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,267.0
7094,MC_SC_17_s03L_7094,21,5,3,0,25,1,37,0,47,62,2,2,1,0,50,4,4,2,4,1933.0
7095,MC_SC_17_s03L_7095,21,4,3,19,7,1,5,0,3,0,0,0,0,0,0,0,0,0,0,538.0
