Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,phox2b,ralyl,slc17a6,tenm2,ebf3,pcp4,slc32a1,tshz2,alcam,celf2,meis2,rph3a,robo1,slc5a7,syt1,zfhx3
4158,MC_SC_17_s03L_4158,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4159,MC_SC_17_s03L_4159,13,4,2,0,9,0,5,38,17,37,151,31,49,32,5,16,15,94,22
4160,MC_SC_17_s03L_4160,13,1,1,0,10,0,1,1,3,12,0,7,0,5,0,6,0,11,9
4161,MC_SC_17_s03L_4161,13,4,1,0,18,0,91,10,11,236,1,13,27,44,0,12,0,126,1
4162,MC_SC_17_s03L_4162,13,5,2,2,5,0,46,10,21,224,41,56,16,42,8,8,9,8,3
4163,MC_SC_17_s03L_4163,13,6,3,0,22,0,23,2,9,82,22,5,13,33,24,20,8,45,20
4164,MC_SC_17_s03L_4164,13,4,1,0,26,22,51,96,98,24,49,15,25,9,0,21,10,14,25
4165,MC_SC_17_s03L_4165,13,1,1,6,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
4166,MC_SC_17_s03L_4166,13,4,2,0,24,36,26,14,27,18,8,16,36,61,16,13,21,14,31
4167,MC_SC_17_s03L_4167,13,4,3,1,8,0,12,1,0,59,9,16,9,42,1,25,5,76,0
4168,MC_SC_17_s03L_4168,13,11,4,0,44,19,46,20,5,4,13,6,28,55,39,30,7,16,38
4169,MC_SC_17_s03L_4169,13,1,1,0,0,0,0,5,4,1,0,0,0,3,0,0,2,0,0
4170,MC_SC_17_s03L_4170,13,1,1,0,0,0,0,0,0,31,7,1,0,4,2,2,0,0,2
4171,MC_SC_17_s03L_4171,13,5,3,0,19,8,2,70,55,8,37,17,19,0,17,29,0,14,18
4172,MC_SC_17_s03L_4172,13,3,2,0,22,7,28,6,9,134,36,0,24,33,69,24,0,19,18
4173,MC_SC_17_s03L_4173,13,3,2,0,28,0,10,40,5,0,0,16,6,13,0,5,0,18,18
4174,MC_SC_17_s03L_4174,13,2,2,0,1,0,1,0,0,0,1,0,1,0,5,0,0,0,0
4175,MC_SC_17_s03L_4175,13,5,3,77,35,0,4,81,41,2,0,1,12,0,2,12,0,16,3
4176,MC_SC_17_s03L_4176,13,3,2,0,17,0,19,2,2,35,8,19,37,21,0,12,2,68,42
4177,MC_SC_17_s03L_4177,13,5,4,1,8,1,2,17,1,46,2,0,20,0,2,20,4,0,0
4178,MC_SC_17_s03L_4178,13,6,3,1,30,0,52,7,1,82,9,0,6,42,2,34,6,6,40
4179,MC_SC_17_s03L_4179,13,4,2,0,50,4,98,8,2,201,41,53,39,93,8,82,24,11,70
4180,MC_SC_17_s03L_4180,13,2,1,1,0,0,0,0,0,0,0,2,0,0,4,0,2,0,0
4181,MC_SC_17_s03L_4181,13,4,2,0,28,5,36,2,0,0,10,14,1,14,5,15,0,12,2
4182,MC_SC_17_s03L_4182,13,8,3,0,20,16,21,12,67,11,17,0,0,15,2,11,3,0,5
4183,MC_SC_17_s03L_4183,13,3,2,0,12,2,29,4,1,46,22,16,4,38,0,2,10,67,8
4184,MC_SC_17_s03L_4184,13,11,3,0,61,33,170,112,10,7,32,42,47,42,32,37,17,42,82
4185,MC_SC_17_s03L_4185,13,3,2,0,16,3,6,59,25,0,3,2,8,1,0,14,0,3,4
4186,MC_SC_17_s03L_4186,13,4,1,0,2,1,7,29,22,0,3,3,6,2,6,6,0,0,3
4187,MC_SC_17_s03L_4187,13,5,2,0,53,33,103,7,47,3,18,37,16,39,98,35,0,9,13
4188,MC_SC_17_s03L_4188,13,3,3,0,8,0,60,2,27,6,14,6,12,35,0,44,3,16,36
4189,MC_SC_17_s03L_4189,13,3,3,0,27,0,8,2,9,42,24,0,11,7,0,24,0,3,0
4190,MC_SC_17_s03L_4190,13,1,1,2,4,0,4,0,0,2,0,8,9,7,0,6,0,0,1
4191,MC_SC_17_s03L_4191,13,3,3,0,10,0,22,1,0,0,0,10,1,15,0,9,0,3,0
4192,MC_SC_17_s03L_4192,13,4,2,0,2,0,4,27,32,3,25,6,21,2,9,32,2,9,17
4193,MC_SC_17_s03L_4193,13,5,3,1,19,0,56,6,10,38,74,15,4,65,35,44,0,48,54
4194,MC_SC_17_s03L_4194,13,3,1,25,5,0,2,35,3,0,1,0,1,0,0,5,0,0,0
4195,MC_SC_17_s03L_4195,13,5,3,0,13,2,115,2,14,0,23,0,14,24,2,18,3,16,30
4196,MC_SC_17_s03L_4196,13,4,2,0,32,6,34,10,13,2,20,31,24,45,28,26,0,10,11
4197,MC_SC_17_s03L_4197,13,8,6,0,8,4,128,38,287,59,44,109,25,25,3,44,9,37,0
4198,MC_SC_17_s03L_4198,13,6,3,0,54,0,33,17,8,45,12,21,10,25,4,9,0,31,28
4199,MC_SC_17_s03L_4199,13,12,3,0,26,2,55,2,220,218,25,7,49,101,271,91,54,7,9
4200,MC_SC_17_s03L_4200,13,6,4,1,40,3,142,2,64,212,5,29,21,72,4,96,18,437,85
4201,MC_SC_17_s03L_4201,13,4,3,1,16,0,11,8,0,32,2,25,13,11,4,2,3,67,33
4202,MC_SC_17_s03L_4202,13,4,3,85,25,1,8,5,3,19,16,16,23,70,164,44,282,43,79
4203,MC_SC_17_s03L_4203,13,6,4,101,40,1,17,8,14,43,11,26,22,39,167,43,193,28,45
4204,MC_SC_17_s03L_4204,13,5,3,163,110,0,49,12,8,23,46,61,45,57,310,105,394,57,55
4205,MC_SC_17_s03L_4205,13,5,3,0,65,0,50,6,1,98,17,34,25,36,2,8,2,27,28
4206,MC_SC_17_s03L_4206,13,1,1,0,1,0,16,3,4,1,2,0,3,17,0,10,0,0,26
4207,MC_SC_17_s03L_4207,13,4,3,0,35,0,95,8,5,192,24,28,33,93,3,36,8,115,8
4208,MC_SC_17_s03L_4208,13,2,1,0,7,3,2,9,21,3,9,15,13,22,0,27,0,59,0
4209,MC_SC_17_s03L_4209,13,23,7,1,120,15,84,7,59,213,76,26,25,106,98,17,33,118,1
4210,MC_SC_17_s03L_4210,13,7,5,2,115,89,142,110,274,69,117,10,79,92,230,135,49,24,63
4211,MC_SC_17_s03L_4211,13,5,3,55,32,3,196,4,8,34,15,41,34,19,173,47,189,29,28
4212,MC_SC_17_s03L_4212,13,5,3,96,66,0,136,15,10,29,15,13,14,20,59,35,207,31,35
4213,MC_SC_17_s03L_4213,13,8,6,0,142,85,164,13,66,4,65,33,15,61,129,75,4,23,25
4214,MC_SC_17_s03L_4214,13,6,4,1,56,12,119,12,52,365,34,31,31,79,220,90,45,13,83
4215,MC_SC_17_s03L_4215,13,5,3,0,98,2,117,9,2,388,17,14,30,74,139,46,31,112,113
4216,MC_SC_17_s03L_4216,13,5,2,0,16,16,20,6,85,4,81,0,32,70,43,17,6,13,8
4217,MC_SC_17_s03L_4217,13,3,2,1,28,37,123,49,12,0,13,17,28,47,40,18,0,9,33
4218,MC_SC_17_s03L_4218,13,8,3,114,40,4,1,3,9,14,15,3,10,56,142,40,177,17,24
4219,MC_SC_17_s03L_4219,13,1,1,0,0,0,0,0,11,10,3,5,2,4,16,1,0,0,0
4220,MC_SC_17_s03L_4220,13,5,3,0,52,0,120,5,56,111,45,41,25,87,67,80,8,181,7
4221,MC_SC_17_s03L_4221,13,12,1,0,11,18,5,12,64,92,15,13,7,28,33,5,0,0,2
4222,MC_SC_17_s03L_4222,13,5,3,0,90,1,234,17,44,173,40,43,32,85,137,64,23,250,139
4223,MC_SC_17_s03L_4223,13,3,2,0,0,0,10,8,2,18,5,2,12,0,4,5,0,4,0
4224,MC_SC_17_s03L_4224,13,1,1,0,9,16,31,31,17,0,1,5,6,7,24,11,0,1,4
4225,MC_SC_17_s03L_4225,13,8,5,137,39,0,9,19,31,8,36,126,40,19,223,61,215,59,67
4226,MC_SC_17_s03L_4226,13,7,3,1,36,5,134,12,159,293,40,8,29,30,99,71,11,9,1
4227,MC_SC_17_s03L_4227,13,6,3,3,23,58,87,105,185,19,43,42,32,38,142,53,5,29,33
4228,MC_SC_17_s03L_4228,13,1,1,0,4,2,1,1,5,0,2,0,0,0,1,0,0,0,0
4229,MC_SC_17_s03L_4229,13,15,4,69,45,3,12,5,3,6,9,0,17,31,146,30,152,7,13
4230,MC_SC_17_s03L_4230,13,12,3,10,21,11,56,2,1,33,3,39,7,7,65,24,77,2,10
4231,MC_SC_17_s03L_4231,13,1,1,0,0,0,3,1,1,16,0,0,0,7,6,0,0,6,0
4232,MC_SC_17_s03L_4232,13,1,1,2,3,0,2,0,0,0,2,19,1,2,15,12,39,0,2
4233,MC_SC_17_s03L_4233,13,7,5,29,26,3,5,2,1,10,4,1,8,15,66,22,38,17,14
4234,MC_SC_17_s03L_4234,13,6,3,0,196,0,122,4,84,291,15,12,51,87,2,45,9,178,84
4235,MC_SC_17_s03L_4235,13,6,5,26,12,0,7,2,3,4,6,8,4,0,7,15,2,8,2
4236,MC_SC_17_s03L_4236,13,7,3,0,231,4,244,16,0,359,30,54,33,43,225,148,36,99,125
4237,MC_SC_17_s03L_4237,13,10,2,0,29,14,51,43,85,16,57,0,20,21,20,4,2,10,10
4238,MC_SC_17_s03L_4238,13,5,3,0,38,4,67,21,32,210,54,73,16,73,114,66,18,11,74
4239,MC_SC_17_s03L_4239,13,7,3,80,32,3,15,8,10,26,20,42,13,26,119,32,101,10,14
4240,MC_SC_17_s03L_4240,13,10,7,46,104,0,32,2,9,21,36,8,13,75,96,115,255,24,14
4241,MC_SC_17_s03L_4241,13,11,8,67,55,2,32,0,19,32,18,2,12,74,98,33,189,11,17
4242,MC_SC_17_s03L_4242,13,1,1,37,27,0,57,0,5,0,7,15,8,20,4,7,64,9,9
4243,MC_SC_17_s03L_4243,13,3,2,0,45,0,1,6,58,87,29,2,30,86,6,16,46,193,60
4244,MC_SC_17_s03L_4244,13,5,3,75,95,7,308,19,56,31,26,27,16,85,74,16,197,12,45
4245,MC_SC_17_s03L_4245,13,7,4,45,36,0,5,5,7,4,1,2,11,7,0,23,62,11,22
4246,MC_SC_17_s03L_4246,13,4,3,1,65,0,85,3,6,89,15,1,51,45,34,15,5,40,32
4247,MC_SC_17_s03L_4247,13,1,1,14,6,0,1,2,1,0,2,1,0,0,0,1,6,0,1
4248,MC_SC_17_s03L_4248,13,7,2,0,21,3,66,5,57,104,16,32,26,66,24,47,26,6,49
4249,MC_SC_17_s03L_4249,13,1,1,0,5,10,44,0,26,0,3,0,2,11,0,2,3,10,18
4250,MC_SC_17_s03L_4250,13,6,4,0,42,6,95,3,87,115,12,14,10,47,4,37,25,15,45
4251,MC_SC_17_s03L_4251,13,10,3,57,20,0,3,3,4,5,5,2,6,30,57,7,24,17,3
4252,MC_SC_17_s03L_4252,13,8,6,44,78,2,14,9,6,39,15,60,30,29,129,26,133,29,16
4253,MC_SC_17_s03L_4253,13,2,2,45,12,2,52,3,1,13,11,15,10,41,47,18,33,21,4
4254,MC_SC_17_s03L_4254,13,1,1,0,12,0,9,10,2,0,11,10,21,11,0,0,0,3,1
4255,MC_SC_17_s03L_4255,13,4,2,0,18,0,20,0,2,29,0,31,31,40,55,26,0,29,2
4256,MC_SC_17_s03L_4256,13,3,2,0,11,0,47,2,0,65,0,2,16,3,6,8,2,16,0
4257,MC_SC_17_s03L_4257,13,6,3,0,20,0,42,4,0,150,1,67,33,85,109,70,2,20,3
4258,MC_SC_17_s03L_4258,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,MC_SC_17_s03L_4259,13,2,1,0,15,0,59,7,40,89,3,9,15,19,0,14,0,130,2
4260,MC_SC_17_s03L_4260,13,5,2,64,52,0,73,5,3,24,9,8,16,44,119,17,85,17,23
4261,MC_SC_17_s03L_4261,13,9,5,141,108,8,50,23,6,30,33,48,55,104,265,122,243,70,37
4262,MC_SC_17_s03L_4262,13,9,7,0,116,2,1,4,74,211,36,39,17,108,3,11,23,226,35
4263,MC_SC_17_s03L_4263,13,2,2,27,39,0,21,4,0,5,7,10,17,29,71,51,58,4,8
4264,MC_SC_17_s03L_4264,13,9,7,68,41,3,73,3,6,6,9,41,14,13,83,20,45,17,10
4265,MC_SC_17_s03L_4265,13,18,11,31,31,0,22,2,4,2,4,6,8,26,42,7,61,3,8
4266,MC_SC_17_s03L_4266,13,3,2,1,120,1,3,10,88,249,33,57,18,108,61,4,9,173,55
4267,MC_SC_17_s03L_4267,13,1,1,0,0,0,1,3,0,0,0,0,0,8,0,5,0,8,0
4268,MC_SC_17_s03L_4268,13,4,3,0,15,0,10,9,0,123,11,21,6,93,23,12,0,114,22
4269,MC_SC_17_s03L_4269,13,9,2,0,7,3,7,4,0,104,17,19,21,38,7,1,14,77,4
4270,MC_SC_17_s03L_4270,13,1,1,0,1,0,0,1,1,5,4,1,0,2,0,0,0,4,1
4271,MC_SC_17_s03L_4271,13,1,1,1,5,0,3,0,1,0,4,0,2,6,11,4,0,0,2
4272,MC_SC_17_s03L_4272,13,7,5,51,55,7,139,21,16,39,28,78,23,9,119,93,208,35,40
4273,MC_SC_17_s03L_4273,13,1,1,0,3,0,14,37,0,24,2,20,21,0,0,7,0,5,0
4274,MC_SC_17_s03L_4274,13,4,2,0,4,0,8,2,5,35,0,1,25,47,7,1,0,2,16
4275,MC_SC_17_s03L_4275,13,7,3,0,35,0,1,4,46,166,55,0,18,102,8,31,15,240,31
4276,MC_SC_17_s03L_4276,13,4,2,0,6,0,35,17,22,93,4,29,29,0,31,6,4,58,0
4277,MC_SC_17_s03L_4277,13,4,2,0,62,0,69,8,1,129,35,8,48,125,35,17,1,93,72
4278,MC_SC_17_s03L_4278,13,1,1,0,2,0,25,0,0,0,0,2,9,18,2,3,0,0,0
4279,MC_SC_17_s03L_4279,13,3,2,0,14,0,23,1,11,79,1,0,7,40,11,4,6,5,13
4280,MC_SC_17_s03L_4280,13,2,2,0,3,0,16,30,0,20,7,1,2,10,0,5,0,0,0
4281,MC_SC_17_s03L_4281,13,9,3,0,8,0,34,2,7,120,2,2,11,25,0,2,0,0,17
4282,MC_SC_17_s03L_4282,13,1,1,7,1,19,6,0,4,31,0,0,0,0,7,0,36,0,0
4283,MC_SC_17_s03L_4283,13,5,2,0,14,0,9,2,0,4,0,7,6,3,12,0,0,0,0
4284,MC_SC_17_s03L_4284,13,5,3,109,66,3,86,7,4,5,57,51,47,28,238,151,400,11,28
4285,MC_SC_17_s03L_4285,13,4,2,1,11,0,23,1,2,71,0,21,22,22,30,26,29,20,0
4286,MC_SC_17_s03L_4286,13,5,3,1,23,2,66,1,2,106,18,14,43,83,78,16,6,74,42
4287,MC_SC_17_s03L_4287,13,8,6,1,21,0,72,0,0,93,41,9,21,1,32,26,3,16,61
4288,MC_SC_17_s03L_4288,13,5,3,0,48,1,49,9,68,128,9,31,29,2,41,4,21,83,4
4289,MC_SC_17_s03L_4289,13,13,2,20,11,0,7,0,7,0,13,11,1,3,18,1,39,1,2
4290,MC_SC_17_s03L_4290,13,10,5,89,45,0,114,3,3,6,39,144,42,22,170,66,286,28,35
4291,MC_SC_17_s03L_4291,13,6,5,86,21,7,24,0,71,0,26,11,29,43,2,0,3,79,18
4292,MC_SC_17_s03L_4292,13,2,2,0,6,0,21,0,0,29,0,3,2,0,3,9,0,8,15
4293,MC_SC_17_s03L_4293,14,3,1,0,0,0,6,5,0,15,1,4,3,5,3,0,0,2,0
4294,MC_SC_17_s03L_4294,14,3,2,11,6,0,43,5,25,2,5,5,15,10,1,14,0,1,5
4295,MC_SC_17_s03L_4295,14,1,1,0,0,0,8,0,10,0,2,0,8,0,17,0,0,19,5
4296,MC_SC_17_s03L_4296,14,5,3,0,7,0,62,38,36,0,5,3,35,54,64,10,6,171,6
4297,MC_SC_17_s03L_4297,14,3,2,0,0,0,6,1,0,25,0,7,0,12,0,0,0,25,2
4298,MC_SC_17_s03L_4298,14,4,2,0,0,2,22,40,4,0,0,0,0,0,0,0,0,0,0
4299,MC_SC_17_s03L_4299,14,4,3,0,1,13,58,2,14,4,1,0,11,12,26,10,2,10,37
4300,MC_SC_17_s03L_4300,14,2,1,0,34,0,82,147,2,116,40,16,19,28,36,0,0,11,0
4301,MC_SC_17_s03L_4301,14,5,2,0,8,0,13,2,0,61,1,1,6,3,8,3,2,22,7
4302,MC_SC_17_s03L_4302,14,9,5,0,15,17,61,22,57,9,1,0,24,23,14,5,8,150,0
4303,MC_SC_17_s03L_4303,14,4,3,0,7,0,41,1,2,43,2,15,2,36,0,4,0,15,0
4304,MC_SC_17_s03L_4304,14,6,5,0,0,0,11,16,15,35,0,7,1,5,4,1,0,0,0
4305,MC_SC_17_s03L_4305,14,14,4,0,8,0,11,29,83,70,7,2,3,24,0,13,3,6,0
4306,MC_SC_17_s03L_4306,14,11,8,0,14,0,65,102,1,54,16,2,32,24,47,5,0,51,0
4307,MC_SC_17_s03L_4307,14,10,3,0,12,3,96,55,55,148,36,22,4,38,54,0,0,0,6
4308,MC_SC_17_s03L_4308,14,8,6,0,9,0,31,35,58,72,2,11,8,14,8,0,0,0,0
4309,MC_SC_17_s03L_4309,14,3,2,79,40,39,44,98,26,22,4,28,26,3,16,16,0,22,3
4310,MC_SC_17_s03L_4310,14,6,3,67,5,6,30,58,14,4,4,10,15,2,1,22,3,4,1
4311,MC_SC_17_s03L_4311,14,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4312,MC_SC_17_s03L_4312,14,4,3,0,17,0,54,37,0,129,10,0,11,6,53,0,0,2,0
4313,MC_SC_17_s03L_4313,14,4,3,0,1,0,46,3,3,15,0,7,22,23,9,10,0,10,21
4314,MC_SC_17_s03L_4314,14,10,4,0,20,0,39,0,1,68,2,10,3,36,5,0,0,22,9
4315,MC_SC_17_s03L_4315,14,9,4,0,15,0,36,0,0,95,26,12,26,36,26,12,0,1,0
4316,MC_SC_17_s03L_4316,14,5,4,0,23,1,93,93,5,189,12,4,13,0,32,3,0,10,1
4317,MC_SC_17_s03L_4317,14,7,2,107,6,0,45,77,1,4,15,0,16,1,27,29,11,2,5
4318,MC_SC_17_s03L_4318,14,3,2,17,3,0,14,10,11,2,6,3,6,5,0,11,0,2,1
4319,MC_SC_17_s03L_4319,14,9,7,0,14,0,58,0,0,50,4,0,3,29,9,1,0,60,0
4320,MC_SC_17_s03L_4320,14,5,3,0,19,0,109,0,0,80,14,11,31,64,40,1,0,84,0
4321,MC_SC_17_s03L_4321,14,5,3,0,7,0,90,6,2,160,4,20,13,30,71,14,8,2,6
4322,MC_SC_17_s03L_4322,14,5,3,0,8,0,13,86,16,35,6,15,36,6,57,29,16,10,3
4323,MC_SC_17_s03L_4323,14,6,3,0,30,31,66,10,55,25,12,2,26,26,47,6,0,6,4
4324,MC_SC_17_s03L_4324,14,10,7,0,22,0,81,1,5,69,14,7,12,32,27,0,0,55,0
4325,MC_SC_17_s03L_4325,14,3,2,39,0,0,29,45,8,0,0,30,15,21,3,16,0,43,1
4326,MC_SC_17_s03L_4326,14,2,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0
4327,MC_SC_17_s03L_4327,14,4,3,0,4,0,15,0,2,4,4,16,5,7,1,1,0,0,3
4328,MC_SC_17_s03L_4328,14,1,1,0,3,0,1,2,3,21,1,0,1,0,0,0,0,5,0
4329,MC_SC_17_s03L_4329,14,5,4,0,2,0,45,7,2,43,1,12,8,37,0,3,0,18,0
4330,MC_SC_17_s03L_4330,14,10,7,0,13,0,85,3,0,117,1,4,9,11,2,5,0,0,0
4331,MC_SC_17_s03L_4331,14,4,3,0,15,0,74,3,4,79,2,28,11,48,4,6,3,33,4
4332,MC_SC_17_s03L_4332,14,8,2,0,10,8,18,3,2,139,1,6,3,3,17,3,38,0,1
4333,MC_SC_17_s03L_4333,14,2,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
4334,MC_SC_17_s03L_4334,14,5,4,0,8,0,89,11,0,50,14,9,15,23,0,11,0,55,3
4335,MC_SC_17_s03L_4335,14,8,5,0,0,0,80,38,9,204,13,0,6,18,52,0,0,0,0
4336,MC_SC_17_s03L_4336,14,9,6,0,5,0,71,47,42,92,46,13,20,33,2,0,2,29,23
4337,MC_SC_17_s03L_4337,14,1,1,0,1,0,8,0,4,19,0,0,1,0,0,1,0,11,0
4338,MC_SC_17_s03L_4338,14,1,1,0,5,0,21,14,31,1,5,5,1,19,8,0,2,32,0
4339,MC_SC_17_s03L_4339,14,3,2,0,12,2,89,3,15,0,0,18,22,47,2,28,9,72,35
4340,MC_SC_17_s03L_4340,14,5,2,0,8,0,58,15,0,15,0,5,0,26,1,11,0,27,1
4341,MC_SC_17_s03L_4341,14,9,4,0,40,2,78,21,19,214,39,33,23,9,79,24,6,69,48
4342,MC_SC_17_s03L_4342,14,2,2,1,7,0,14,0,0,27,0,1,1,5,0,0,0,10,0
4343,MC_SC_17_s03L_4343,14,5,1,0,4,0,80,4,2,49,0,0,7,2,10,0,0,25,0
4344,MC_SC_17_s03L_4344,14,5,3,1,4,1,46,14,6,229,6,8,13,13,37,15,17,2,6
4345,MC_SC_17_s03L_4345,14,5,4,0,10,0,72,0,11,0,0,15,8,41,3,9,7,32,28
4346,MC_SC_17_s03L_4346,14,3,1,0,11,0,51,0,13,54,14,1,7,20,0,10,0,52,0
4347,MC_SC_17_s03L_4347,14,1,1,0,0,0,10,0,0,11,0,2,0,2,0,1,2,3,0
4348,MC_SC_17_s03L_4348,14,1,1,0,6,1,11,0,0,21,7,0,7,2,0,0,0,16,0
4349,MC_SC_17_s03L_4349,14,5,2,0,28,2,99,5,22,240,25,18,48,12,7,32,8,97,2
4350,MC_SC_17_s03L_4350,14,3,3,0,2,0,25,0,0,20,0,2,8,4,4,6,0,2,9
4351,MC_SC_17_s03L_4351,14,4,2,0,12,0,85,3,0,46,2,22,9,43,10,3,0,33,0
4352,MC_SC_17_s03L_4352,14,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4353,MC_SC_17_s03L_4353,14,3,2,0,23,0,120,68,1,93,17,6,17,40,10,15,0,53,3
4354,MC_SC_17_s03L_4354,14,2,1,0,0,7,0,0,0,47,1,0,6,0,0,0,11,0,2
4355,MC_SC_17_s03L_4355,14,4,2,1,9,8,33,3,0,0,2,6,8,13,9,2,0,2,11
4356,MC_SC_17_s03L_4356,14,6,3,0,52,0,183,5,2,69,20,14,25,75,88,12,1,124,0
4357,MC_SC_17_s03L_4357,14,1,1,0,7,0,19,0,0,25,3,0,9,4,5,0,3,30,0
4358,MC_SC_17_s03L_4358,14,1,1,0,5,0,10,0,0,22,8,0,4,10,2,1,0,12,0
4359,MC_SC_17_s03L_4359,14,1,1,14,33,49,2,1,0,0,0,2,2,3,0,1,0,0,2
4360,MC_SC_17_s03L_4360,14,4,2,1,14,25,71,1,10,8,0,0,13,6,15,10,0,13,46
4361,MC_SC_17_s03L_4361,14,7,4,0,11,3,100,2,2,70,1,9,21,8,44,21,15,7,9
4362,MC_SC_17_s03L_4362,14,1,1,7,30,40,3,0,0,0,1,3,0,1,0,1,0,0,0
4363,MC_SC_17_s03L_4363,14,4,2,0,19,0,52,1,50,2,15,10,37,13,0,6,0,88,0
4364,MC_SC_17_s03L_4364,14,3,2,0,31,7,84,6,45,3,26,3,37,16,0,15,2,84,1
4365,MC_SC_17_s03L_4365,14,5,3,2,42,13,90,58,46,213,43,10,46,31,114,41,12,4,27
4366,MC_SC_17_s03L_4366,14,1,1,0,11,0,16,1,0,1,0,3,4,5,0,4,0,2,2
4367,MC_SC_17_s03L_4367,14,4,3,0,11,21,20,4,38,16,0,1,25,21,0,0,2,91,2
4368,MC_SC_17_s03L_4368,14,6,4,5,2,136,106,10,130,148,7,0,29,14,65,29,41,1,12
4369,MC_SC_17_s03L_4369,14,3,1,0,24,0,79,2,0,67,1,14,7,47,6,5,4,13,3
4370,MC_SC_17_s03L_4370,14,7,3,0,55,2,31,6,1,106,11,1,13,21,57,9,8,2,1
4371,MC_SC_17_s03L_4371,14,7,5,0,15,69,75,2,6,55,15,0,27,1,110,18,14,18,12
4372,MC_SC_17_s03L_4372,14,3,2,0,15,0,68,0,2,81,5,37,2,14,37,2,2,33,40
4373,MC_SC_17_s03L_4373,14,13,7,0,17,1,108,37,24,167,37,25,24,28,111,31,5,3,28
4374,MC_SC_17_s03L_4374,14,3,2,0,16,0,105,0,0,68,7,16,2,30,12,2,0,31,5
4375,MC_SC_17_s03L_4375,14,3,1,0,7,3,25,0,15,0,0,0,10,2,6,1,0,0,10
4376,MC_SC_17_s03L_4376,14,3,2,0,14,0,85,0,2,26,0,12,5,20,2,9,0,52,22
4377,MC_SC_17_s03L_4377,14,2,1,0,26,0,112,1,2,0,6,25,26,11,6,2,0,11,27
4378,MC_SC_17_s03L_4378,14,4,2,0,30,0,67,45,59,43,8,16,14,32,9,5,0,37,25
4379,MC_SC_17_s03L_4379,14,4,3,0,2,0,76,1,0,34,3,5,1,15,0,4,2,14,2
4380,MC_SC_17_s03L_4380,14,2,1,0,18,0,19,3,0,27,2,3,5,0,0,1,0,4,1
4381,MC_SC_17_s03L_4381,14,5,4,0,31,0,136,1,3,119,69,1,25,20,47,16,0,7,4
4382,MC_SC_17_s03L_4382,14,1,1,0,2,0,18,0,0,5,0,4,0,2,0,0,0,12,0
4383,MC_SC_17_s03L_4383,14,3,2,0,22,0,50,6,7,28,6,3,10,24,6,3,0,31,5
4384,MC_SC_17_s03L_4384,14,11,5,7,81,47,71,6,40,385,2,2,5,22,111,103,83,19,26
4385,MC_SC_17_s03L_4385,14,4,2,0,14,0,46,7,1,15,14,20,13,14,11,8,0,48,17
4386,MC_SC_17_s03L_4386,14,7,3,0,7,0,60,22,17,115,11,18,7,22,41,18,0,9,33
4387,MC_SC_17_s03L_4387,14,2,1,24,6,0,17,24,8,0,5,0,9,5,0,7,0,3,0
4388,MC_SC_17_s03L_4388,14,2,2,0,2,0,14,0,11,9,2,0,0,0,2,1,2,1,0
4389,MC_SC_17_s03L_4389,14,6,2,73,0,12,31,14,24,0,3,4,4,10,0,11,0,9,0
4390,MC_SC_17_s03L_4390,14,2,2,37,2,0,11,32,5,0,16,0,9,0,0,5,0,84,0
4391,MC_SC_17_s03L_4391,14,5,2,0,34,2,72,31,43,26,22,11,15,12,39,37,9,4,41
4392,MC_SC_17_s03L_4392,14,4,4,0,18,21,51,1,44,14,3,0,0,36,12,3,2,10,15
4393,MC_SC_17_s03L_4393,14,2,1,0,13,0,41,0,0,0,5,8,12,4,0,5,0,2,15
4394,MC_SC_17_s03L_4394,14,2,1,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
4395,MC_SC_17_s03L_4395,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4396,MC_SC_17_s03L_4396,14,6,3,0,38,16,112,11,6,12,16,0,8,3,4,3,2,71,4
4397,MC_SC_17_s03L_4397,14,1,1,0,0,0,6,0,0,4,7,1,0,0,0,0,0,9,0
4398,MC_SC_17_s03L_4398,14,2,1,51,16,1,19,56,6,0,1,3,14,10,0,11,0,5,0
4399,MC_SC_17_s03L_4399,14,3,2,0,1,0,64,0,6,7,1,0,0,15,0,2,0,15,5
4400,MC_SC_17_s03L_4400,14,1,1,0,9,0,4,1,1,10,11,0,14,7,0,3,0,14,19
4401,MC_SC_17_s03L_4401,14,1,1,0,0,0,4,5,14,3,7,2,1,6,0,0,0,5,3
4402,MC_SC_17_s03L_4402,14,6,4,0,10,0,24,69,83,27,2,18,25,34,19,8,4,6,1
4403,MC_SC_17_s03L_4403,14,1,1,0,5,0,20,2,0,25,4,0,6,7,0,6,0,24,21
4404,MC_SC_17_s03L_4404,14,2,2,0,0,0,12,5,2,20,1,6,2,13,0,0,2,16,24
4405,MC_SC_17_s03L_4405,14,2,2,69,23,0,11,79,6,5,12,5,5,11,0,5,0,0,0
