Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,phox2b,ralyl,slc17a6,tenm2,ebf3,pcp4,slc32a1,tshz2,alcam,celf2,meis2,rph3a,robo1,slc5a7,syt1,zfhx3
10375,MC_SC_17_s03L_10375,29,8,5,55,21,6,95,1,3,29,16,9,25,52,157,60,250,34,55
10376,MC_SC_17_s03L_10376,29,1,1,1,3,0,16,22,2,0,24,0,14,2,0,16,0,1,1
10377,MC_SC_17_s03L_10377,29,5,4,0,18,0,133,3,27,132,9,16,46,12,1,51,13,106,3
10378,MC_SC_17_s03L_10378,29,2,1,0,3,0,8,0,0,0,0,0,0,0,0,1,0,3,0
10379,MC_SC_17_s03L_10379,29,12,8,0,73,11,70,0,89,93,81,39,46,129,89,51,110,255,72
10380,MC_SC_17_s03L_10380,29,4,3,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10381,MC_SC_17_s03L_10381,29,6,3,88,94,0,92,3,17,12,17,53,43,21,153,67,246,50,37
10382,MC_SC_17_s03L_10382,29,5,3,105,69,1,144,1,5,13,35,17,28,28,116,49,263,40,49
10383,MC_SC_17_s03L_10383,30,5,2,41,10,20,18,21,3,0,0,2,3,5,0,3,0,5,0
10384,MC_SC_17_s03L_10384,30,3,2,45,4,0,44,27,35,3,3,2,18,11,11,6,2,1,1
10385,MC_SC_17_s03L_10385,30,4,2,0,1,0,31,0,4,13,0,8,2,53,0,3,0,24,7
10386,MC_SC_17_s03L_10386,30,8,3,18,22,15,101,0,44,4,13,9,17,24,5,11,4,95,2
10387,MC_SC_17_s03L_10387,30,7,3,0,16,1,172,3,8,18,33,22,19,95,56,0,0,47,1
10388,MC_SC_17_s03L_10388,30,5,4,0,5,0,50,45,5,80,9,1,17,9,32,0,0,0,0
10389,MC_SC_17_s03L_10389,30,5,3,0,35,0,107,100,7,97,14,0,35,9,48,0,0,0,0
10390,MC_SC_17_s03L_10390,30,1,1,0,0,0,9,0,0,0,0,0,0,4,0,0,0,3,0
10391,MC_SC_17_s03L_10391,30,5,3,1,0,0,22,8,0,0,5,2,7,15,0,6,0,0,0
10392,MC_SC_17_s03L_10392,30,6,4,0,22,93,203,10,68,90,11,1,33,64,126,4,4,3,1
10393,MC_SC_17_s03L_10393,30,5,2,75,23,0,16,65,4,0,1,4,3,0,0,5,0,1,0
10394,MC_SC_17_s03L_10394,30,7,3,0,10,0,73,1,1,26,0,0,6,44,16,6,0,43,0
10395,MC_SC_17_s03L_10395,30,9,2,7,1,0,30,52,12,28,6,15,13,35,8,4,2,0,0
10396,MC_SC_17_s03L_10396,30,2,1,2,7,0,19,3,31,2,0,0,5,1,2,0,0,0,0
10397,MC_SC_17_s03L_10397,30,5,3,0,7,4,87,58,3,98,15,7,19,6,35,0,0,2,0
10398,MC_SC_17_s03L_10398,30,1,1,0,2,0,62,4,2,72,20,2,2,31,5,0,0,0,0
10399,MC_SC_17_s03L_10399,30,6,2,31,0,0,26,10,9,0,0,2,0,5,3,0,0,9,0
10400,MC_SC_17_s03L_10400,30,6,4,102,28,7,72,67,4,8,8,28,14,7,5,6,3,0,3
10401,MC_SC_17_s03L_10401,30,4,3,0,2,0,4,0,0,0,0,0,0,2,1,2,2,0,0
10402,MC_SC_17_s03L_10402,30,5,3,61,21,0,40,14,43,0,19,7,21,7,96,32,3,8,2
10403,MC_SC_17_s03L_10403,30,11,4,0,8,0,23,1,3,2,0,0,8,0,6,5,0,12,2
10404,MC_SC_17_s03L_10404,30,1,1,6,2,0,15,0,2,6,2,3,4,1,3,2,3,0,0
10405,MC_SC_17_s03L_10405,30,11,6,1,53,2,90,1,14,133,20,11,25,44,77,0,0,0,0
10406,MC_SC_17_s03L_10406,30,7,5,0,3,0,72,1,0,13,3,22,9,51,11,4,0,10,11
10407,MC_SC_17_s03L_10407,30,7,4,0,6,0,59,103,4,83,47,11,3,9,0,2,0,6,0
10408,MC_SC_17_s03L_10408,30,4,3,0,3,0,40,0,0,12,3,2,13,23,5,5,0,19,6
10409,MC_SC_17_s03L_10409,30,4,4,37,1,0,34,17,8,0,0,0,14,0,3,9,0,3,0
10410,MC_SC_17_s03L_10410,30,5,3,0,18,1,50,23,0,86,10,0,17,7,45,0,0,14,0
10411,MC_SC_17_s03L_10411,30,8,6,30,15,0,46,12,8,2,9,3,5,1,2,8,5,0,0
10412,MC_SC_17_s03L_10412,30,5,3,0,8,11,64,1,1,16,0,0,8,8,2,3,0,0,7
10413,MC_SC_17_s03L_10413,30,11,3,0,7,5,46,1,19,11,0,0,11,22,0,0,0,31,0
10414,MC_SC_17_s03L_10414,30,5,2,4,8,1,58,35,5,67,0,0,9,13,1,4,0,0,3
10415,MC_SC_17_s03L_10415,30,3,1,1,10,0,27,5,15,26,3,6,17,30,4,16,2,5,8
10416,MC_SC_17_s03L_10416,30,3,1,37,0,0,11,0,4,0,0,3,9,7,0,0,0,1,4
10417,MC_SC_17_s03L_10417,30,7,3,0,10,0,8,5,0,28,2,0,7,0,5,0,3,20,0
10418,MC_SC_17_s03L_10418,30,2,1,0,14,0,65,1,0,38,7,4,10,29,2,10,0,14,0
10419,MC_SC_17_s03L_10419,30,7,4,0,4,0,85,3,0,65,2,1,18,40,14,7,0,4,1
10420,MC_SC_17_s03L_10420,30,4,3,0,10,0,73,0,0,9,0,5,20,39,21,5,0,24,7
10421,MC_SC_17_s03L_10421,30,3,2,0,13,0,72,1,0,13,3,21,11,25,0,2,0,2,8
10422,MC_SC_17_s03L_10422,30,1,1,0,6,0,36,2,0,9,0,6,4,14,1,0,0,6,6
10423,MC_SC_17_s03L_10423,30,11,7,0,26,1,172,6,36,116,12,5,32,61,141,18,2,74,13
10424,MC_SC_17_s03L_10424,30,2,2,0,0,0,33,3,0,25,1,0,4,6,9,2,0,15,0
10425,MC_SC_17_s03L_10425,30,5,4,0,31,0,91,4,4,44,0,16,10,35,13,1,0,33,13
10426,MC_SC_17_s03L_10426,30,5,2,0,72,0,103,27,2,28,6,18,15,7,9,15,8,29,1
10427,MC_SC_17_s03L_10427,30,7,3,72,22,3,10,33,36,0,2,5,10,17,3,11,4,23,0
10428,MC_SC_17_s03L_10428,30,3,3,0,23,0,53,64,0,79,38,4,15,6,3,8,10,11,5
10429,MC_SC_17_s03L_10429,30,4,2,0,5,0,48,0,2,7,7,0,2,3,0,3,0,30,0
10430,MC_SC_17_s03L_10430,30,4,2,0,3,0,68,2,0,21,0,11,10,13,1,4,0,12,10
10431,MC_SC_17_s03L_10431,30,5,2,0,10,0,56,1,0,30,0,5,9,19,2,6,0,4,8
10432,MC_SC_17_s03L_10432,30,5,3,0,41,0,109,1,1,64,2,5,37,17,19,15,0,62,2
10433,MC_SC_17_s03L_10433,30,1,1,2,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0
10434,MC_SC_17_s03L_10434,30,5,3,0,47,0,114,0,0,67,5,3,19,14,8,18,3,88,0
10435,MC_SC_17_s03L_10435,30,8,3,0,19,0,99,1,2,42,8,19,35,84,6,11,0,55,17
10436,MC_SC_17_s03L_10436,30,1,1,0,0,0,0,0,5,2,0,0,0,0,0,0,2,0,0
10437,MC_SC_17_s03L_10437,30,11,5,0,55,6,76,1,0,149,6,0,4,3,62,10,35,2,2
10438,MC_SC_17_s03L_10438,30,7,2,0,6,0,32,0,1,10,2,2,5,37,2,1,0,26,9
10439,MC_SC_17_s03L_10439,30,6,4,0,13,0,55,28,2,108,3,2,10,17,4,15,14,0,13
10440,MC_SC_17_s03L_10440,30,4,2,0,8,0,79,3,0,71,14,0,2,2,6,13,0,48,6
10441,MC_SC_17_s03L_10441,30,3,2,0,11,0,57,0,0,8,3,8,17,8,0,13,0,17,13
10442,MC_SC_17_s03L_10442,30,5,2,0,26,0,131,2,14,84,10,0,7,3,7,16,0,75,0
10443,MC_SC_17_s03L_10443,30,2,2,1,1,0,8,0,2,45,1,0,0,2,5,0,3,0,0
10444,MC_SC_17_s03L_10444,30,11,4,102,21,5,59,8,1,33,8,0,9,6,0,10,6,0,0
10445,MC_SC_17_s03L_10445,30,7,4,0,47,0,94,3,0,27,8,7,27,10,1,9,0,3,5
10446,MC_SC_17_s03L_10446,30,11,8,0,65,13,177,79,24,9,40,35,40,117,141,35,4,34,36
10447,MC_SC_17_s03L_10447,30,6,3,0,13,3,47,2,0,117,4,0,8,9,39,32,15,0,4
10448,MC_SC_17_s03L_10448,30,6,4,0,21,0,103,1,0,82,16,8,17,44,28,3,0,65,3
10449,MC_SC_17_s03L_10449,30,5,2,0,13,0,26,9,4,32,4,1,10,0,10,3,9,7,3
10450,MC_SC_17_s03L_10450,30,5,2,0,12,0,45,19,22,10,11,3,7,11,0,2,0,20,9
10451,MC_SC_17_s03L_10451,30,8,5,2,3,17,78,5,210,58,5,1,15,10,47,29,33,2,8
10452,MC_SC_17_s03L_10452,30,2,1,0,8,0,36,0,0,8,0,2,10,11,0,0,0,1,2
10453,MC_SC_17_s03L_10453,30,4,4,1,13,0,33,0,0,15,10,1,0,5,8,0,0,15,0
10454,MC_SC_17_s03L_10454,30,9,5,0,12,1,95,1,0,73,16,1,6,14,45,7,0,59,0
10455,MC_SC_17_s03L_10455,30,5,2,0,12,0,107,0,0,30,1,6,3,32,2,2,0,39,0
10456,MC_SC_17_s03L_10456,30,5,3,1,9,1,102,1,22,0,0,0,19,35,38,8,6,10,25
10457,MC_SC_17_s03L_10457,30,6,3,0,35,0,274,6,12,144,6,14,11,42,45,10,10,132,0
10458,MC_SC_17_s03L_10458,30,5,4,0,33,0,46,2,0,0,0,13,24,0,0,7,0,42,0
10459,MC_SC_17_s03L_10459,30,1,1,0,8,0,62,0,0,59,0,4,1,31,9,0,4,49,0
10460,MC_SC_17_s03L_10460,30,5,4,0,25,0,53,34,32,91,17,14,24,3,69,17,8,6,32
10461,MC_SC_17_s03L_10461,30,6,1,0,16,0,60,0,0,12,1,3,0,21,2,1,2,27,0
10462,MC_SC_17_s03L_10462,30,5,2,0,3,0,36,0,0,0,0,0,3,0,0,1,0,0,1
10463,MC_SC_17_s03L_10463,30,6,3,0,25,0,30,15,3,74,34,20,6,4,53,5,0,44,23
10464,MC_SC_17_s03L_10464,30,8,3,0,50,4,96,48,6,1,4,1,10,9,0,10,10,51,0
10465,MC_SC_17_s03L_10465,30,4,1,0,53,4,92,25,0,0,25,10,43,1,0,25,5,82,0
10466,MC_SC_17_s03L_10466,30,6,4,106,64,9,103,27,58,103,35,4,41,26,51,18,5,7,25
10467,MC_SC_17_s03L_10467,30,2,1,0,126,0,125,45,0,0,36,13,43,0,0,24,0,125,0
10468,MC_SC_17_s03L_10468,30,9,3,0,25,0,18,51,1,40,56,3,5,9,4,1,2,13,0
10469,MC_SC_17_s03L_10469,30,6,4,0,34,0,49,1,1,1,13,4,8,64,9,41,5,35,23
10470,MC_SC_17_s03L_10470,30,1,1,0,89,4,90,4,5,0,56,20,83,3,0,58,0,200,0
10471,MC_SC_17_s03L_10471,30,7,1,0,60,0,126,6,0,0,52,11,50,17,2,17,0,177,4
10472,MC_SC_17_s03L_10472,30,5,2,0,31,0,50,1,2,0,9,1,1,13,0,8,2,45,17
10473,MC_SC_17_s03L_10473,30,1,1,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0
10474,MC_SC_17_s03L_10474,30,5,3,33,3,0,20,2,7,0,10,2,6,9,0,20,0,5,0
10475,MC_SC_17_s03L_10475,30,1,1,22,9,0,44,45,0,0,5,0,9,12,0,25,0,60,0
10476,MC_SC_17_s03L_10476,30,1,1,0,1,0,3,0,0,0,9,0,0,2,0,6,0,0,3
10477,MC_SC_17_s03L_10477,30,6,3,1,8,0,8,36,32,27,1,4,4,10,1,15,4,5,2
10478,MC_SC_17_s03L_10478,30,9,4,64,41,0,26,19,3,6,5,0,8,2,11,30,2,3,19
10479,MC_SC_17_s03L_10479,30,1,1,4,4,0,5,0,1,0,0,0,1,0,0,0,0,0,0
10480,MC_SC_17_s03L_10480,30,3,2,0,11,0,20,35,33,45,0,5,12,10,5,4,4,23,0
10481,MC_SC_17_s03L_10481,30,1,1,0,5,0,2,7,1,0,0,1,2,3,0,11,0,7,1
10482,MC_SC_17_s03L_10482,30,3,2,0,8,0,65,1,0,21,2,1,4,34,0,2,0,22,1
10483,MC_SC_17_s03L_10483,30,7,4,0,31,0,62,55,22,61,8,0,20,23,9,35,15,10,36
10484,MC_SC_17_s03L_10484,30,1,1,16,7,0,18,0,6,8,5,3,1,3,6,2,9,0,0
10485,MC_SC_17_s03L_10485,30,1,1,0,8,0,17,27,15,4,0,1,5,20,0,2,2,22,1
10486,MC_SC_17_s03L_10486,30,2,2,0,4,0,10,1,0,4,1,1,1,1,0,0,0,6,0
10487,MC_SC_17_s03L_10487,30,2,1,0,2,0,47,0,1,0,1,8,8,7,0,9,2,0,0
10488,MC_SC_17_s03L_10488,30,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,10,0
10489,MC_SC_17_s03L_10489,30,11,5,0,27,20,96,1,33,10,5,0,21,22,31,38,17,5,11
10490,MC_SC_17_s03L_10490,30,8,4,0,39,0,90,3,29,152,13,1,19,17,10,34,20,30,6
10491,MC_SC_17_s03L_10491,30,11,9,0,67,0,42,1,9,73,29,2,4,2,50,11,2,0,6
10492,MC_SC_17_s03L_10492,30,4,3,41,17,0,2,5,4,0,8,2,14,7,4,18,4,2,4
10493,MC_SC_17_s03L_10493,30,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
10494,MC_SC_17_s03L_10494,30,4,2,1,16,0,28,15,19,0,4,9,14,5,0,16,2,42,4
10495,MC_SC_17_s03L_10495,30,1,1,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
10496,MC_SC_17_s03L_10496,30,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10497,MC_SC_17_s03L_10497,30,2,2,0,2,0,16,0,0,31,0,0,0,3,16,2,0,0,0
10498,MC_SC_17_s03L_10498,30,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
10499,MC_SC_17_s03L_10499,30,3,2,0,19,0,7,51,2,3,0,9,10,0,0,5,0,0,0
10500,MC_SC_17_s03L_10500,30,9,4,0,1,0,8,2,0,0,0,0,8,0,0,0,0,24,0
10501,MC_SC_17_s03L_10501,30,1,1,25,3,0,7,0,1,0,0,0,0,2,0,0,0,0,0
10502,MC_SC_17_s03L_10502,30,4,2,0,6,0,10,6,0,0,3,0,11,0,0,7,0,8,1
10503,MC_SC_17_s03L_10503,30,1,1,0,6,0,39,33,4,0,1,1,1,1,0,0,0,11,3
10504,MC_SC_17_s03L_10504,30,3,2,0,8,0,17,3,1,25,3,0,6,0,32,9,0,2,1
10505,MC_SC_17_s03L_10505,30,5,2,0,37,0,59,2,6,22,18,10,6,0,2,10,2,23,13
10506,MC_SC_17_s03L_10506,30,3,2,0,20,0,1,5,0,0,2,1,9,4,0,8,0,1,0
10507,MC_SC_17_s03L_10507,30,3,2,42,9,0,6,12,13,0,4,5,15,31,0,6,0,0,3
10508,MC_SC_17_s03L_10508,30,3,1,14,9,0,0,0,4,0,11,4,22,9,0,5,2,7,3
10509,MC_SC_17_s03L_10509,30,3,2,0,7,0,5,0,0,3,0,2,5,0,0,5,0,11,0
10510,MC_SC_17_s03L_10510,30,5,2,0,0,0,22,1,0,14,0,0,6,5,2,8,0,3,6
10511,MC_SC_17_s03L_10511,30,4,2,0,10,0,0,4,0,6,0,1,9,0,0,4,0,3,0
10512,MC_SC_17_s03L_10512,30,1,1,20,11,0,0,10,5,0,4,9,8,1,0,0,0,0,0
10513,MC_SC_17_s03L_10513,30,3,2,0,36,0,5,0,1,0,4,18,3,0,8,5,0,4,17
10514,MC_SC_17_s03L_10514,30,6,3,0,29,0,90,0,2,0,19,10,15,30,0,22,6,4,29
10515,MC_SC_17_s03L_10515,30,11,4,1,49,0,69,2,3,2,56,32,17,44,10,18,6,21,9
10516,MC_SC_17_s03L_10516,30,4,2,4,6,0,87,0,0,4,0,0,2,12,0,3,0,9,0
10517,MC_SC_17_s03L_10517,30,3,1,41,2,0,0,2,13,0,1,0,5,15,0,3,0,6,1
10518,MC_SC_17_s03L_10518,30,1,1,66,10,0,8,12,21,0,27,12,17,26,2,16,2,31,37
10519,MC_SC_17_s03L_10519,30,1,1,11,19,0,3,31,1,0,30,1,20,1,0,10,0,47,19
10520,MC_SC_17_s03L_10520,30,4,2,0,21,0,46,0,2,0,1,0,0,10,0,4,0,4,0
10521,MC_SC_17_s03L_10521,30,3,2,106,39,0,14,37,38,0,64,16,42,31,0,26,4,108,54
10522,MC_SC_17_s03L_10522,30,5,3,0,41,0,112,2,4,27,4,0,14,31,0,15,0,71,19
10523,MC_SC_17_s03L_10523,30,4,2,52,26,0,3,5,104,0,9,34,26,47,4,26,0,41,22
10524,MC_SC_17_s03L_10524,30,11,4,0,5,4,7,0,106,29,1,0,17,4,16,4,62,26,1
10525,MC_SC_17_s03L_10525,30,4,2,23,9,0,2,1,74,0,7,11,31,12,0,3,2,15,10
10526,MC_SC_17_s03L_10526,30,4,3,35,14,0,11,0,25,0,12,2,2,4,0,0,6,51,7
10527,MC_SC_17_s03L_10527,30,7,4,0,21,10,87,8,316,53,6,2,85,13,13,41,95,191,16
10528,MC_SC_17_s03L_10528,30,5,2,0,1,0,0,33,43,0,1,2,14,3,3,10,3,3,0
10529,MC_SC_17_s03L_10529,30,3,2,0,11,0,2,31,0,9,16,0,24,1,0,3,11,35,17
10530,MC_SC_17_s03L_10530,30,4,2,0,8,1,92,0,9,0,1,0,4,0,0,3,0,11,13
10531,MC_SC_17_s03L_10531,30,3,2,100,28,0,0,79,116,2,36,10,75,12,2,7,0,28,27
10532,MC_SC_17_s03L_10532,30,7,3,6,19,0,14,24,7,36,34,0,11,1,67,55,11,42,28
10533,MC_SC_17_s03L_10533,30,2,2,30,19,0,4,2,11,0,33,20,21,30,3,5,0,32,18
10534,MC_SC_17_s03L_10534,30,4,3,9,39,0,3,1,10,35,1,1,37,18,28,28,26,7,5
10535,MC_SC_17_s03L_10535,30,5,3,52,25,0,0,2,22,2,2,3,11,4,10,15,0,0,31
10536,MC_SC_17_s03L_10536,30,4,3,37,37,0,17,0,11,0,6,0,31,18,3,17,0,17,24
10537,MC_SC_17_s03L_10537,30,5,3,0,10,0,9,2,23,43,13,2,7,16,22,26,2,3,18
10538,MC_SC_17_s03L_10538,30,3,2,60,0,0,0,1,6,0,5,0,24,9,0,12,1,39,30
10539,MC_SC_17_s03L_10539,30,2,1,44,6,0,0,18,12,3,2,2,7,2,0,5,0,23,2
10540,MC_SC_17_s03L_10540,30,6,6,1,13,0,13,2,77,19,2,2,9,5,10,2,39,24,0
10541,MC_SC_17_s03L_10541,30,5,3,17,15,0,0,0,24,0,4,0,5,11,0,13,0,16,0
10542,MC_SC_17_s03L_10542,30,3,1,45,3,0,1,0,18,2,2,0,25,1,5,7,5,25,34
10543,MC_SC_17_s03L_10543,30,3,2,52,25,0,4,0,97,0,7,10,36,21,0,6,2,1,11
10544,MC_SC_17_s03L_10544,30,11,5,0,6,0,39,43,110,17,17,25,43,17,77,54,16,23,18
10545,MC_SC_17_s03L_10545,30,3,2,3,32,2,18,1,8,5,13,22,17,26,38,28,10,28,5
10546,MC_SC_17_s03L_10546,30,1,1,2,0,0,0,0,2,3,0,1,1,1,0,0,2,0,0
10547,MC_SC_17_s03L_10547,30,5,2,0,27,0,20,2,0,0,18,0,4,4,0,9,0,10,2
10548,MC_SC_17_s03L_10548,30,6,2,1,20,0,4,26,13,46,8,8,12,0,16,12,6,2,3
10549,MC_SC_17_s03L_10549,30,1,1,0,7,0,24,19,1,0,2,0,7,8,0,4,0,0,0
10550,MC_SC_17_s03L_10550,30,1,1,3,2,0,0,0,11,0,1,2,2,4,0,8,0,9,3
10551,MC_SC_17_s03L_10551,30,5,3,0,25,0,0,0,9,6,0,3,8,15,0,7,2,48,2
10552,MC_SC_17_s03L_10552,30,4,2,83,20,0,21,45,68,2,30,5,75,5,2,1,0,26,11
10553,MC_SC_17_s03L_10553,30,5,2,0,10,0,0,20,4,0,9,1,7,42,5,6,0,46,2
10554,MC_SC_17_s03L_10554,30,4,2,0,1,0,7,0,5,2,2,1,22,9,0,10,2,3,0
10555,MC_SC_17_s03L_10555,30,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
10556,MC_SC_17_s03L_10556,30,9,3,66,8,0,1,1,1,0,3,8,11,0,3,6,2,0,50
10557,MC_SC_17_s03L_10557,30,1,1,0,6,0,5,3,24,46,5,0,1,0,25,0,6,0,0
10558,MC_SC_17_s03L_10558,30,3,2,92,16,1,6,38,66,1,15,6,60,7,0,7,0,41,14
10559,MC_SC_17_s03L_10559,30,7,5,1,9,0,36,38,68,15,6,10,10,22,40,12,6,5,8
10560,MC_SC_17_s03L_10560,30,5,2,0,48,0,24,39,17,50,5,0,24,0,13,0,0,23,2
10561,MC_SC_17_s03L_10561,30,4,1,10,39,2,4,2,17,3,2,10,32,27,8,32,12,32,1
10562,MC_SC_17_s03L_10562,30,7,3,91,10,23,34,29,39,42,11,22,25,13,93,33,40,14,6
10563,MC_SC_17_s03L_10563,30,5,1,1,0,0,2,0,0,0,1,1,0,2,0,0,4,0,2
10564,MC_SC_17_s03L_10564,30,8,4,10,7,4,13,49,124,254,22,61,11,34,3,14,25,0,2
10565,MC_SC_17_s03L_10565,30,9,5,0,56,1,125,12,0,160,17,24,23,27,11,15,15,82,1
10566,MC_SC_17_s03L_10566,30,4,2,0,9,0,0,2,0,18,0,0,6,0,0,3,6,52,0
10567,MC_SC_17_s03L_10567,30,5,3,0,92,0,228,5,7,50,13,48,15,0,6,13,13,114,40
10568,MC_SC_17_s03L_10568,30,3,2,1,5,0,0,81,43,2,5,4,34,14,0,13,0,0,0
10569,MC_SC_17_s03L_10569,30,7,3,178,38,30,24,51,84,25,19,24,27,30,107,45,48,23,22
10570,MC_SC_17_s03L_10570,30,5,2,1,79,7,16,7,15,7,14,25,25,36,16,23,5,60,0
10571,MC_SC_17_s03L_10571,30,4,3,0,25,0,72,2,39,0,45,23,9,27,9,29,3,26,33
10572,MC_SC_17_s03L_10572,30,4,2,0,75,5,7,2,6,2,0,9,18,26,3,17,2,34,5
10573,MC_SC_17_s03L_10573,30,4,2,6,11,3,1,36,17,7,4,2,24,0,15,21,5,4,1
10574,MC_SC_17_s03L_10574,30,5,3,2,65,17,6,6,10,7,1,35,22,26,42,44,9,12,1
10575,MC_SC_17_s03L_10575,30,10,4,0,37,0,26,0,1,32,5,3,11,5,2,32,0,11,12
10576,MC_SC_17_s03L_10576,30,6,3,0,71,0,2,2,3,19,28,7,4,13,5,18,2,3,4
10577,MC_SC_17_s03L_10577,30,4,3,2,72,15,3,26,6,21,2,1,32,50,5,8,12,37,0
10578,MC_SC_17_s03L_10578,30,6,4,188,96,31,48,73,101,20,34,14,39,18,112,52,34,18,26
10579,MC_SC_17_s03L_10579,30,1,1,22,14,0,0,1,6,0,0,5,14,10,1,1,0,9,8
10580,MC_SC_17_s03L_10580,30,2,1,3,1,0,0,0,4,2,0,0,0,1,0,1,0,0,0
10581,MC_SC_17_s03L_10581,30,11,9,145,27,13,23,5,58,19,31,10,40,6,64,37,27,15,53
10582,MC_SC_17_s03L_10582,30,4,3,33,25,4,5,7,14,6,2,5,21,20,4,23,3,16,4
10583,MC_SC_17_s03L_10583,30,5,4,92,88,18,31,91,71,13,9,5,40,7,45,54,2,4,12
10584,MC_SC_17_s03L_10584,30,6,3,0,55,1,14,0,2,0,5,1,9,24,0,5,0,9,0
10585,MC_SC_17_s03L_10585,30,5,2,3,23,1,22,5,5,55,50,3,27,3,9,23,9,35,22
10586,MC_SC_17_s03L_10586,30,3,2,43,22,0,0,4,14,0,6,2,14,19,0,13,0,6,15
10587,MC_SC_17_s03L_10587,30,3,2,0,11,0,0,3,0,0,0,4,6,0,0,5,0,20,0
10588,MC_SC_17_s03L_10588,30,5,2,129,28,0,8,4,74,0,5,1,3,3,0,6,4,61,9
10589,MC_SC_17_s03L_10589,30,5,4,0,62,0,76,0,61,138,19,12,31,29,141,62,25,16,7
10590,MC_SC_17_s03L_10590,30,8,7,103,59,2,18,26,38,0,19,9,4,35,0,6,8,32,5
10591,MC_SC_17_s03L_10591,30,4,2,125,22,0,24,27,58,2,21,3,37,17,7,6,3,16,37
10592,MC_SC_17_s03L_10592,30,6,2,0,120,1,2,0,0,30,51,10,17,42,0,29,5,13,3
10593,MC_SC_17_s03L_10593,30,4,3,79,20,0,5,48,9,0,10,3,28,15,0,1,2,44,2
10594,MC_SC_17_s03L_10594,30,5,2,0,30,0,7,0,0,2,4,1,10,5,0,10,0,10,2
10595,MC_SC_17_s03L_10595,30,5,2,2,6,0,8,37,9,25,0,0,15,0,0,5,0,1,4
10596,MC_SC_17_s03L_10596,30,3,2,0,44,0,49,0,5,5,29,2,15,22,9,29,0,1,18
10597,MC_SC_17_s03L_10597,30,3,3,0,21,0,37,0,0,0,15,7,7,22,0,8,5,18,35
10598,MC_SC_17_s03L_10598,30,5,3,0,19,0,95,3,87,7,39,4,16,32,0,22,2,18,18
10599,MC_SC_17_s03L_10599,30,5,3,0,77,5,22,43,88,49,6,0,19,46,9,53,48,5,14
10600,MC_SC_17_s03L_10600,30,7,5,2,62,0,41,47,223,6,30,24,21,76,0,69,28,3,10
10601,MC_SC_17_s03L_10601,30,1,1,1,18,0,5,3,14,0,2,5,4,13,0,4,0,21,25
10602,MC_SC_17_s03L_10602,30,5,4,0,4,0,19,3,3,0,37,1,11,20,0,11,4,17,6
10603,MC_SC_17_s03L_10603,30,3,2,0,12,0,0,1,4,0,39,1,7,22,0,5,0,24,0
10604,MC_SC_17_s03L_10604,30,3,2,0,57,0,24,0,3,13,29,0,7,11,0,12,0,12,11
10605,MC_SC_17_s03L_10605,30,8,3,3,101,4,41,6,20,16,13,5,18,64,68,38,28,36,1
10606,MC_SC_17_s03L_10606,30,4,3,1,0,0,0,17,11,0,0,0,18,2,0,4,2,0,0
10607,MC_SC_17_s03L_10607,30,1,1,0,16,0,8,0,2,7,0,1,13,18,0,1,0,31,0
10608,MC_SC_17_s03L_10608,30,3,2,46,16,0,3,33,30,2,5,0,20,8,18,12,8,30,13
10609,MC_SC_17_s03L_10609,30,5,2,0,4,0,13,1,1,6,2,0,0,0,0,5,11,0,0
10610,MC_SC_17_s03L_10610,30,6,3,0,36,0,9,1,10,0,7,20,30,55,0,12,3,55,6
10611,MC_SC_17_s03L_10611,30,6,3,0,74,0,11,5,8,55,84,22,3,45,13,26,12,18,2
10612,MC_SC_17_s03L_10612,30,2,2,9,4,0,0,9,11,0,6,4,20,0,0,0,0,0,0
10613,MC_SC_17_s03L_10613,30,3,2,0,8,0,16,67,26,0,0,13,49,2,0,17,4,22,4
10614,MC_SC_17_s03L_10614,30,3,1,0,5,0,0,0,0,8,1,2,21,1,5,0,2,1,0
10615,MC_SC_17_s03L_10615,30,2,2,1,9,0,1,21,6,0,10,8,18,11,0,2,0,6,8
10616,MC_SC_17_s03L_10616,30,4,2,0,14,0,1,67,24,0,5,24,19,1,6,9,0,42,0
10617,MC_SC_17_s03L_10617,30,6,2,2,51,0,26,3,6,9,12,23,41,68,81,48,19,36,7
10618,MC_SC_17_s03L_10618,30,7,4,1,9,0,121,93,200,180,62,138,61,106,3,44,15,28,2
10619,MC_SC_17_s03L_10619,30,11,8,0,4,0,10,56,78,0,8,22,17,18,32,35,3,4,14
10620,MC_SC_17_s03L_10620,30,1,1,0,3,0,1,1,6,0,1,0,0,0,2,2,0,0,0
10621,MC_SC_17_s03L_10621,30,4,2,56,25,0,2,21,16,0,4,0,19,17,0,13,0,28,1
10622,MC_SC_17_s03L_10622,30,1,1,4,13,0,1,9,20,4,5,8,2,9,0,1,0,23,10
