Mask ID,Cell ID,Z-plane,Z-span,Principal Plane,egfp,dtom,slc17a6,slc32a1,rph3a,slc5a7,phox2b,ralyl,tenm2,ebf3,pcp4,tshz2,alcam,celf2,meis2,robo1,syt1,zfhx3,Area
19,MC_SC_17_s03L_16,4,5,3,False,False,True,False,True,False,99.03424831330305,27.854035193109322,90.82184809503168,111.94629336291628,93.31437259347103,177.30334304361335,121.67127063104616,147.96959722247718,97.76773281234757,131.56090627582356,113.75998857260808,181.91803920042443,1818.0
20,MC_SC_17_s03L_17,4,4,3,False,False,True,False,True,False,70.17989321238245,43.864693746043606,76.44059053717538,113.69363560725732,113.47869467752098,156.11342594056435,62.89343333844189,123.01067854680866,103.38044669551053,91.64255752995994,96.48616939587797,39.80308926309559,937.0
21,MC_SC_17_s03L_18,4,7,3,False,False,True,False,True,False,57.675864185869884,24.03559865185201,85.75341319110908,72.2165551166372,48.9195842719253,95.3491886652214,42.21646590453939,84.23957340343114,42.070364526010266,73.12950265658459,81.15567574252438,104.62495948374355,4032.0
22,MC_SC_17_s03L_19,4,5,4,False,False,True,False,True,False,60.89907683113808,22.03473183926856,92.04806149991555,68.98501594336076,16.095248117172854,96.24748933108796,11.11684697721314,79.33863751928321,25.742638951012562,55.87930743194894,51.78033044253526,78.28114113024479,2170.0
23,MC_SC_17_s03L_20,4,4,3,False,False,False,True,True,False,109.90793953312375,50.49399741083565,149.0856445820845,183.49238036853583,135.10219336548857,87.58912120369645,45.87797076588494,146.03731226597887,104.4509454066019,103.15992178138393,67.68249157325845,138.76168010921384,929.0
24,MC_SC_17_s03L_21,4,7,5,False,False,True,False,True,False,17.408668681584697,57.2714761974292,108.70290653667534,39.097537611923904,19.43668634978111,76.60117214391278,32.553277817073436,91.02670454545455,63.87977402829959,53.87968977077654,52.48990367785934,51.79345469689145,1100.0
25,MC_SC_17_s03L_22,4,4,2,False,False,False,True,True,False,99.75775683188907,67.30793620900789,166.9162208927266,157.32778182154775,74.42235976445787,159.0689572220238,74.38631643430041,159.16611346947687,108.76893399831198,122.92165571384466,132.06652613234866,153.34430948827585,1435.0
26,MC_SC_17_s03L_23,4,5,3,False,False,True,False,True,False,11.66274662806617,19.638883372142182,113.19785733848195,21.640958887261856,7.922087405465071,43.067838798494336,10.294206582621126,50.59541938360043,59.20477506418389,41.87015560903846,54.41724678198352,105.64193034908138,1428.0
27,MC_SC_17_s03L_24,4,5,3,False,False,True,False,True,False,87.27767725675419,80.10022611065821,141.279259298179,31.14107754563765,15.562629415700142,49.93890213718404,44.47756712419707,127.59814537435315,110.32542639075125,56.16103176756596,59.34989227291618,34.33297524468512,1355.0
28,MC_SC_17_s03L_25,4,5,4,False,False,True,False,True,False,35.82384204338867,53.32647862584473,134.1827870671739,88.68251310811343,30.750618401818894,119.54319219763225,37.27254615439315,88.35371441343771,86.08408446352743,85.07171027356523,91.91479279713997,90.91592141475574,1678.0
29,MC_SC_17_s03L_26,4,6,4,False,True,False,True,True,False,59.46759661083016,31.07072335067677,81.14801839954275,91.93205327434052,40.2440165615438,25.368686234056177,12.234827954876984,69.63826712377603,29.517949187919427,101.33299958096764,65.38349527706593,103.73235679658302,1633.0
31,MC_SC_17_s03L_27,4,5,3,False,False,False,True,True,False,75.35447356268405,37.311893380587115,154.5958086786071,99.94526253073869,63.072253898338815,57.26277457907818,46.913541874727436,89.83138965305866,77.4045726716833,85.61011738308002,56.40087002208223,66.56961407156042,3605.0
